Name,Game Title,Product Number,Version,Hardware Identifier,Marker ID,Release Date,Device Information,Compatible Peripherals,Compatible Area Symbols
"Sega Worldwide Soccer 97 v1.000 (1996)(Sega)(PAL)[!][MK-81112P-01035 A, B]",WWS 97,MK-81112,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960827,CD-1/1,JT,E
Sega Worldwide Soccer '98 - Club Edition v1.002 (1997)(Sega)(PAL)(M3)[!],WWS 98,MK-81123,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19970922,CD-1/1,JT,E
Sega Worldwide Soccer '98 v1.002 (1998)(Sega)(JP)(en)[!],SEGA WORLD WIDE SOCCER 98,GS-9187,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19980129,CD-1/1,JTEXD,J
"Sentimental Graffiti v1.000 (1997)(NEC InterChannel)(JP)(Disc 2 of 2)[!][T-20106GP-02076 5MB3, 5MM1]",SENTIMENTAL     GRAFFITI,T-20106G,V1.000,SEGA SEGASATURN,SEGA TP T-201,19971203,CD-2/2,JP,J
Sentimental Graffiti v1.000 (1997)(NEC InterChannel)(JP)(Disc 2 of 2)[!][T-20106GP-02076 6MB1],SENTIMENTAL     GRAFFITI,T-20106G,V1.000,SEGA SEGASATURN,SEGA TP T-201,19971203,CD-2/2,JP,J
Sentimental Graffiti v1.003 (1997)(NEC InterChannel)(JP)(Disc 1 of 2)[!][T-20106GP-02075 1M3],SENTIMENTAL     GRAFFITI,T-20106G,V1.003,SEGA SEGASATURN,SEGA TP T-201,19971210,CD-1/2,J,J
Shellshock v1.000 (1996)(Core)(PAL)(DE)[!],SHELLSHOCK,T-11502H18,V1.000,SEGA SEGASATURN,SEGA TP T-115,19960326,CD-1/1,J,E
Shellshock v1.000 (1996)(Core)(PAL)[!],SHELLSHOCK,T-11502H50,V1.000,SEGA SEGASATURN,SEGA TP T-115,19960325,CD-1/1,J,E
Shin Megami Tensei - Devil Summoner v1.000 (1995)(Atlus)(JP)[!],DDS FOR SATURN   DEVIL SUMMONER,T-14403G,V1.000,SEGA SEGASATURN,SEGA TP T-144,19951130,CD-1/1,J,J
Shining Wisdom v1.000 (1995)(Sega)(JP)[!][GS-9057P-00416A-P1K],SHINING WISDOM,GS-9057,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950719,CD-1/1,J,JT
Shining Wisdom v1.000 (1995)(Sega)(JP)[!][GS-9057P-00416A-P2K],SHINING WISDOM,GS-9057,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950719,CD-1/1,J,JT
Shining Wisdom v1.000 (1995)(Sega)(JP)[!][GS-9057P-00416-P3K],SHINING WISDOM,GS-9057,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950719,CD-1/1,J,JT
Shinseiki Evangelion - Digital Card Library v1.003 (1997)(Sega)(JP)[!],NEON GENESIS    EVANGELION      DIGITAL CARD    LIBRARY,GS-9159,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19970812,CD-1/1,J,JT
Shinseiki Evangelion v1.005 (1997)(Sega)(JP)[!],EVANGELION,GS-9051,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19960130,CD-1/1,J,J
"Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... v1.000 (1994)(Sega)(JP)[!][GS-9005P-00268A 2A2, 2A5, 2A7, 2B2]",SHINSETSU YUMEMIYAKATA,GS-9005,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941111,CD-1/1,J,JT
Shockwave Assault v1.000 (1996)(Electronic Arts)(PAL)[!],SHOCKWAVE       ASSAULT,T-5005H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19960628,CD-1/1,JA,E
Shouryuu Sangoku Engi v1.002 (1996)(Imagineer)(JP)[!],SYOURYUU SANGOKU ENGI,T-15009G,V1.002,SEGA SEGASATURN,SEGA TP T-150,19960611,CD-1/1,JM,J
Shunsai v1.003 (1996)(Naxat)(JP)[!],SHUNSAI,T-18703G,V1.003,SEGA SEGASATURN,SEGA TP T-187,19960710,CD-1/1,J,J
SimCity 2000 v1.000 (1995)(Sega)(PAL)(M4)[!],SimCity2000,MK-81580,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951204,CD-1/1,J,E
SimCity 2000 v1.041 (1995)(Sega)(JP)[!],SimCity2000                                     SimCity2000,GS-9027,V1.041,SEGA SEGASATURN,SEGA ENTERPRISES,19950818,CD-1/1,J,J
SimCity 2000 v1.401 (1995)(Maxis)(US)[!],SimCity2000                                     SimCity2000,T-12601H,V1.401,SEGA SEGASATURN,SEGA TP T-126,19950901,CD-1/1,J,U
Sky Target v1.000 (1997)(Sega)(PAL)[!],SKY TARGET,MK-81051,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970414,CD-1/1,JAE,E
Slam 'N Jam '96 featuring Magic & Kareem v1.000 (1996)(Crystal Dynamics)(PAL)[!],SLAM'N JAM 96,T-15902H50,V1.000,SEGA SEGASATURN,SEGA TP T-159,19960423,CD-1/1,JT,E
Slayers Royal v1.006 (1997)(ESP - Kadokawa Shoten)(JP)[!],SLAYERSROYAL,T-27903G,V1.006,SEGA SEGASATURN,SEGA TP T-279,19970630,CD-1/1,J,J
Solar Eclipse v1.000 (1995)(Crystal Dynamics)(US)[!],SOLAR ECLIPSE,T-15911H,V1.000,SEGA SEGASATURN,SEGA TP T-159,19951025,CD-1/1,JT,U
Sonic 3D - Flickies' Island v1.000 (1997)(Sega)(PAL)[!],Sonic 3D        Flickies Island,MK-8106250,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970106,CD-1/1,JATE,E
Sonic 3D Blast v1.000 (1996)(Sega)(US)[!],Sonic 3D Blast,MK-81062,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961108,CD-1/1,JAE,U
Sonic Jam v1.000 (1997)(Sega)(PAL)[!],SONIC JAM,MK-81079,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970718,CD-1/1,EJ,E
Sonic R v1.000 (1997)(Sega)(PAL)[!],SONIC R,MK-81800,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971017,CD-1/1,JE,E
Sonic R v1.000 (1997)(Sega)(US)[!],SONIC R,MK-81800,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971027,CD-1/1,JE,U
Sonic R v1.002 (1997)(Sega)(JP)(en)[!][GS-9170P-02010 2M1],SONIC R,GS-9170,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19971105,CD-1/1,JE,JT
Sotsugyou II - Neo Generation v1.000 (1995)(Riverhill Soft)(JP)[!],SOTSUGYOU2,T-5301G,V1.000,SEGA SEGASATURN,SEGA TP T-53,19950710,CD-1/1,J,J
Soviet Strike v1.000 (1997)(Electronic Arts)(PAL)[!],SOVIET STRIKE,T-5013H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970109,CD-1/1,JEA,E
Soviet Strike v1.000 (1997)(Electronic Arts)(US)[!],SOVIET STRIKE,T-5013H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970109,CD-1/1,JEA,U
Space Harrier v1.002 (1996)(Sega)(JP)(en)[!][Sega Ages][GS-9108P-00902 3MM1],SPACE HARRIER,GS-9108,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19960607,CD-1/1,JAE,JT
Space Hulk - Vengeance of the Blood Angels v1.000 (1996)(Electronic Arts)(PAL)[!],SPACE HULK,T-5007H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19960710,CD-1/1,JT,E
Space Invaders v1.001 (1996)(Taito)(JP)[!],SPACE INVADERS,T-1107G,V1.001,SEGA SEGASATURN,SEGA TP T-11,19961024,CD-1/1,J,JT
Space Jam v1.000 (1996)(Acclaim)(US)[!],SPACE JAM,T-8125H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19961027,CD-1/1,JT,U
StarFighter 3000 v1.000 (1996)(Telstar)(PAL)(M5)[!],STARFIGHTER 3000,T-29701H,V1.000,SEGA SEGASATURN,SEGA TP T-297,19960901,CD-1/1,JAT,E
Steep Slope Sliders v1.000 (1997)(Sega)(PAL)[!],STEEP SLOPE SLIDERS,MK-81128,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971111,CD-1/1,J,E
"Story of Thor 2, The v1.000 (1996)(Sega)(PAL)[!]",THE STORY OF      THOR 2,MK-81302,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960618,CD-1/1,J,E
Strahl - Himerareshi Nanatsu no Hikari v1.004 (1995)(Media Entertainment)(JP)[!],STRAHL,T-20501G,V1.004,SEGA SEGASATURN,SEGA TP T-205,19951021,CD-1/1,J,JT
Street Fighter Alpha - Warrior's Dreams v1.000 (1995)(Capcom)(US)[!],STREET FIGHTER  ALPHA           WARRIORS' DREAMS,T-1206H,V1.000,SEGA SEGASATURN,SEGA TP T-12,19951222,CD-1/1,JA,U
Street Fighter Alpha - Warriors' Dreams v1.001 (1996)(Virgin)(PAL)[!],STREET FIGHTER  ALPHA           WARRIORS' DREAMS,T-7008H-50,V1.001,SEGA SEGASATURN,SEGA TP T-70,19960321,CD-1/1,JA,E
Street Fighter Collection v1.001 (1997)(Capcom)(JP)(Disc 1 of 2)[!],STREET FIGHTER COLLECTION,T-1223G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19970807,CD-1/2,J,J
Street Fighter Collection v1.001 (1997)(Capcom)(JP)(Disc 2 of 2)[!],STREET FIGHTER COLLECTION,T-1223G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19970805,CD-2/2,J,J
Street Fighter Zero 2 v1.001 (1996)(Capcom)(JP)[!],STREET FIGHTER  ZERO 2 (SEGA SA TURN),T-1212G,V1.001,SEGA SEGASATURN,SEGA TP T-12,19960818,CD-1/1,J,JT
"Street Fighter Zero v1.002 (1996)(Capcom)(JP)[!][T-1206GP-00633 1M1, 1MB3]",STREET FIGHTER  ZERO,T-1206G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19951213,CD-1/1,J,J
"Street Fighter Zero v1.002 (1996)(Capcom)(JP)[!][T-1206GP-00633 2M1, 2M2, 2M3]",STREET FIGHTER  ZERO,T-1206G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19951213,CD-1/1,J,J
Street Racer v1.000 (1996)(Ubi Soft)(PAL)[!],STREET RACER,T-17702H,V1.000,SEGA SEGASATURN,SEGA TP T-177,19961021,CD-1/1,JT,E
Striker '96 v1.001 (1996)(Acclaim)(PAL)(M5)[!],STRIKER 96,T-8133H-50,V1.001,SEGA SEGASATURN,SEGA TP T-81,19960523,CD-1/1,JT,E
Strikers 1945 v1.01J (1996)(Atlus)(JP)[!],STRIKERS 1945   ｽﾄﾗｲｶｰｽﾞ 1945,T-14407G,V1.01J,SEGA SEGASATURN,SEGA TP T-144,19960507,CD-1/1,J,J
"Super Robot Taisen F - Kanketsu-hen v1.003 (1998)(Banpresto)(JP)[!][T-20612GP-02239 1MC2, 5M1, 5M2]",THE_SUPER_ROBOT_WARS_F_FINAL,T-20612G,V1.003,SEGA SEGASATURN,SEGA TP T-206,19980313,CD-1/1,J,J
"Super Robot Taisen F - Kanketsu-hen v1.003 (1998)(Banpresto)(JP)[!][T-20612GP-02239 3M1, 3M2, 3MB4]",THE_SUPER_ROBOT_WARS_F_FINAL,T-20612G,V1.003,SEGA SEGASATURN,SEGA TP T-206,19980313,CD-1/1,J,J
Super Robot Taisen F v1.003 (1997)(Banpresto)(JP)[!],SUPER ROBOT WARS F,T-20610G,V1.003,SEGA SEGASATURN,SEGA TP T-206,19970901,CD-1/1,J,J
Sword & Sorcery v1.220 (1996)(Micro Cabin)(JP)[!],SWORD&SORCERY,T-5202G,V1.220,SEGA SEGASATURN,SEGA TP T-52,19960416,CD-1/1,J,J
Tempest 2000 v1.000 (1996)(Interplay)(US)[!],TEMPEST 2000,T-12516H,V1.000,SEGA SEGASATURN,SEGA TP T-125,19961111,CD-1/1,J,U
Tempest 2000 v1.300 (1997)(Interplay)(PAL)[!],TEMPEST 2000,T12516H-50,V1.300,SEGA SEGASATURN,SEGA TP T-125,19970303,CD-1/1,J,E
Tenchi Muyou! Ryououki Gokuraku CD-ROM for Sega Saturn v1.010 (1995)(Yumedia)(JP)[!],TENCHI MUYO!            RYOOHKI GOKURAKU CD-ROM       for SATURN                                    Cassini lib.,T-21801G00,V1.010,SEGA SEGASATURN,SEGA TP T-218,19950818,CD-1/1,J,J
Tengai Makyou - Daiyon no Mokushiroku - The Apocalypse IV v1.011 (1997)(Hudson)(JP)(Disc 1 of 2)[!],SS-TENGAI4,T-14301G,V1.011,SEGA SEGASATURN,SEGA TP T-143,19961208,CD-1/2,J,J
Tengai Makyou - Daiyon no Mokushiroku - The Apocalypse IV v1.011 (1997)(Hudson)(JP)(Disc 2 of 2)[!],SS-TENGAI4,T-14301G,V1.011,SEGA SEGASATURN,SEGA TP T-143,19961208,CD-2/2,J,J
Terra Phantastica v1.001 (1996)(Sega)(JP)[!],TERRA PHANTASTICA,GS-9054,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961227,CD-1/1,J,JT
Terry Pratchett's Discworld v5.230 (1996)(Psygnosis)(PAL)(M5)[!],DISCWORLD,T-11302H,V5.230,SEGA SEGASATURN,SEGA TP T-113,19960718,CD-1/1,JM,E
Tetris Plus v1.000 (1997)(JVC)(PAL)[!],TETRIS_PLUS,T-5704H-50,V1.000,SEGA SEGASATURN,SEGA TP T-57,19960909,CD-1/1,J,E
Theme Park v1.000 (1995)(Electronic Arts)(JP)[!],THEME PARK,T-1060SG,V1.000,SEGA SEGASATURN,SEGA TP T-106,19952411,CD-1/1,J,J
Theme Park v1.000 (1995)(Electronic Arts)(PAL)(M5)[!][SATURNT5001H50 P1H],THEME PARK,T-5001H,V1.000,SEGA SEGASATURN,SEGA TP T-500,19950901,CD-1/1,J,E
Three Dirty Dwarves v1.003 (1996)(SegaSoft)(PAL)[!],Three Dirty Dwarves,MK-81033,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,11191996,CD-1/1,JT,E
Thunder Force V v1.002 (1997)(Tecno Soft)(JP)(en)[!],THUNDER FORCE V,T-1811G,V1.002,SEGA SEGASATURN,SEGA TP T-18,19970606,CD-1/1,J,J
Thunderhawk 2 - Firestorm v1.000 (1995)(Core)(PAL)(DE)[!][T11501HP591 P3H],E:FIRESTORM THUNDERHAWK 2  J:THUNDERHAWK 2 U:THUNDERSTRIKE 2,T-11501H00,V1.000,SEGA SEGASATURN,SEGA TP T-115,19951108,CD-1/1,J,E
Tilt! v1.000 (1996)(Virgin)(PAL)(M3)[!],TILT,T-7015H,V1.000,SEGA SEGASATURN,SEGA TP T-70,19960807,CD-1/1,JAT,E
Toh Shin Den S v1.000 (1995)(Sega)(JP)[!][AKA Toushinden S],Tohshinden-S,GS-9078 V1,0,SEGA SEGASATURN,SEGA ENTERPRISES,19951031,CD-1/1,JS,JT
Tokimeki Memorial - Taisen Pazurudama v1.010 (1996)(Konami)(JP)[!][T-9512GP-01011 1MB1],TOKIMEKI        MEMORIARU       TAISEN          PAZURUDAMA,T-9512G,V1.010,SEGA SEGASATURN,SEGA TP T-95,19960809,CD-1/1,J,JT
Tomb Raider v1.000 (1996)(Eidos)(PAL)[!],TOMB RAIDER,MK-81086,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960917,CD-1/1,J,E
Tomb Raider v1.000 (1996)(Eidos)(US)[!],TOMB RAIDER,T-7910H,V1.000,SEGA SEGASATURN,SEGA TP T-79,19961024,CD-1/1,J,U
Torico v1.002 (1997)(Sega)(PAL)(Disc 1 of 2)[!],GEKKA MUGENTAN TTORICO,MK-81053,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19970211,CD-1/2,J,E
Torico v1.002 (1997)(Sega)(PAL)(Disc 2 of 2)[!],GEKKA MUGENTAN TTORICO,MK-81053,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19970211,CD-2/2,J,E
True Pinball v1.000 (1996)(Ocean)(PAL)[!],TRUE PINBALL,T-16406H,V1.000,SEGA SEGASATURN,SEGA TP T-164,19951219,CD-1/1,J,E
Tunnel B1 v1.000 (1996)(Ocean)(PAL)(M5)[!],TUNNEL B1,T-16414H50,V1.000,SEGA SEGASATURN,SEGA TP T-164,19961107,CD-1/1,J,E
UEFA Euro 96 - England v6.200 (1996)(Sega)(PAL)(M6)[!],EURO 96,MK-81180,V6.200,SEGA SEGASATURN,SEGA ENTERPRISES,19960430,CD-1/1,JT,E
Ultimate Mortal Kombat 3 v1.006 (1996)(Williams)(US)[!],ULTIMATE MORTAL KOMBAT 3,T-9701H,V1.006,SEGA SEGASATURN,SEGA TP T-97,19960606,CD-1/1,J,U
Ultimate Mortal Kombat 3 v1.007 (1996)(GT Interactive)(PAL)[!],ULTIMATE MORTAL KOMBAT 3,T-25403H,V1.007,SEGA SEGASATURN,SEGA TP T-97,19960607,CD-1/1,J,E
V. R. Virtua Racing v1.000 (1995)(Time Warner Interactive)(JP)(en)[!],TIME WARNER INTERACTIVE'S V.R. VIRTUA RACING    TIME WARNER INTERACTIVE'S V.R. VIRTUA RACING,T-4803G,V1.000,SEGA SEGASATURN,SEGA TP T-48,19950913,CD-1/1,JS,JTUBKAEL
Valora Valley Golf v1.000 (1995)(Vic Tokai - Virgin)(PAL)[!],Valora Valley Golf,T-2303H-50,V1.000,SEGA SEGASATURN,SEGA TP T-23,19951102,CD-1/1,J,E
"Vampire Hunter - Darkstalkers' Revenge v1.000 (1996)(Capcom)(JP)[!][T-1202GP-00715 1M1, 1M2, 1MB1]",VAMPIRE HUNTER,T-1202G,V1.000,SEGA SEGASATURN,SEGA TP T-12,19960128,CD-1/1,J,JT
Vampire Savior - The Lord of Vampire v1.000 (1998)(Capcom)(JP)[!][req. 4Mb RAM cart],VAMPIRE SAVIOR,T-1229G,V1.000,SEGA SEGASATURN,SEGA TP T-12,19980217,CD-1/1,JW,J
Victory Boxing v1.02E (1995)(JVC)(PAL)[!][T6005HP535 P1H],THE KING OF BOXING/VICTORY BOXING,T-6005H-50,1.02E,SEGA SEGASATURN,SEGA TP T-60,19951006,CD-1/1,J,E
Victory Boxing v1.0ED (demo) (1995)(JVC)(PAL)[!],THE KING OF BOXING/VICTORY BOXING,T-6005H-50,1.0ED,SEGA SEGASATURN,SEGA TP T-60,19951002,CD-1/1,J,E
Victory Goal - Worldwide Edition v1.000 (1996)(Sega)(JP)[!],VG WWE,GS-9112,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961014,CD-1/1,JT,JT
Victory Goal v1.000 (1995)(Sega)(JP)[!],VICTORY GOAL,GS-9002,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941215,CD-1/1,JT,J
Virtua Cop 2 v1.000 (1996)(Sega)(PAL)[!],VIRTUA COP2,MK-81043,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961031,CD-1/1,JMGE,E
Virtua Cop 2 v1.001 (1996)(Sega)(JP)[!],VIRTUA COP2,GS-9097,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961028,CD-1/1,JMGE,JT
"Virtua Cop v1.000 (1995)(Sega)(JP)[!][GS-9060P-00412 1M1, 1M3, 1MB1, 5MB2, 5MC1]",VIRTUA COP,GS-9060,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951012,CD-1/1,JMG,J
"Virtua Cop v1.000 (1995)(Sega)(JP)[!][GS-9060P-00412 3M2, 3M5]",VIRTUA COP,GS-9060,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951012,CD-1/1,JMG,J
Virtua Cop v1.001 (1996)(Sega)(US)[!][12S],VIRTUA COP,MK-81015,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19951017,CD-1/1,JMG,TU
Virtua Cop v1.004 (1995)(Sega)(PAL)[!][MK-81015-50 12-95 4SA2],VIRTUA COP,MK-81015,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19951108,CD-1/1,JMG,E
Virtua Cop v1.004 (1995)(Sega)(PAL)[!][MK-81015-50 2S 11-95 2SA1],VIRTUA COP,MK-81015,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19951108,CD-1/1,JMG,E
Virtua Cop v1.004 (1995)(Sega)(PAL)[!][MK-81015P-00569 A],VIRTUA COP,MK-81015,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19951108,CD-1/1,JMG,E
"Virtua Fighter 2 v1.001 (1995)(Sega)(JP)(en)[!][GS-9079P-00579B 32B1, 32B2, 37A1, 37C4, 37MB1, 37MB4]",VIRTUA FIGHTER 2,GS-9079,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19951117,CD-1/1,J,JT
"Virtua Fighter 2 v1.001 (1995)(Sega)(JP)(en)[!][GS-9079P-00579B 35B4, 35C1, 35C2]",VIRTUA FIGHTER 2,GS-9079,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19951117,CD-1/1,J,JT
"Virtua Fighter 2 v1.001 (1995)(Sega)(JP)(en)[!][GS-9079P-00579B 36B1, 36C2]",VIRTUA FIGHTER 2,GS-9079,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19951117,CD-1/1,J,JT
Virtua Fighter 2 v1.001 (1995)(Sega)(JP)(en)[!][GS-9079P-00579B-P1K],VIRTUA FIGHTER 2,GS-9079,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19951117,CD-1/1,J,JT
Virtua Fighter 2 v1.001 (1995)(Sega)(JP)(en)[!][GS-9079P-00579B-P2K],VIRTUA FIGHTER 2,GS-9079,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19951117,CD-1/1,J,JT
Virtua Fighter 2 v1.001 (1996)(Sega)(PAL)[!][MK-81014P-00623A],VIRTUA FIGHTER 2,MK-81014,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19960109,CD-1/1,J,E
Virtua Fighter 2 v1.001 (1996)(Sega)(PAL)[!][MK81014P623 P3H],VIRTUA FIGHTER 2,MK-81014,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951206,CD-1/1,J,E
Virtua Fighter 2 v1.005 (1995)(Sega)(US)[!][1008681014],VIRTUA FIGHTER 2,MK-81014,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19951113,CD-1/1,J,U
Virtua Fighter 2 v1.005 (1995)(Sega)(US)[!][SATURN81014 P1H],VIRTUA FIGHTER 2,MK-81014,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19951113,CD-1/1,J,U
Virtua Fighter 2 v1.005 (1995)(Sega)(US)[!][SATURN81014RE P1H],VIRTUA FIGHTER 2,MK-81014,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19951113,CD-1/1,J,U
Virtua Fighter CG Portrait Collection v1.000 (1995)(Sega)(PAL)[!][inc. with Virtua Fighter Remix],VF CG COLLECTION,610-6083,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950803,CD-1/1,J,E
Virtua Fighter CG Portrait Series Vol.1 - Sarah Bryant v1.000 (1995)(Sega)(JP)[!][GS-9062P-00486 1MM1],VFCG SARAH,GS-9062,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951013,CD-1/1,J,JT
Virtua Fighter CG Portrait Series Vol.1 - Sarah Bryant v1.000 (1995)(Sega)(JP)[!][GS-9062P-00486 3M2],VFCG SARAH,GS-9062,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951013,CD-1/1,J,JT
Virtua Fighter CG Portrait Series Vol.10 - Jeffry McWild v1.000 (1996)(Sega)(JP)[!],VFCG JEFFRY,GS-9072,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960122,CD-1/1,J,JT
Virtua Fighter CG Portrait Series Vol.2 - Jacky Bryant v1.000 (1995)(Sega)(JP)[!][GS-9064P-00487A-P1K],VFCG JACKY,GS-9064,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951025,CD-1/1,J,JT
Virtua Fighter CG Portrait Series Vol.3 - Akira Yuki v1.000 (1995)(Sega)(JP)[!],VFCG AKIRA,GS-9065,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951117,CD-1/1,J,JT
Virtua Fighter CG Portrait Series Vol.5 - Wolf Hawkfield v1.000 (1995)(Sega)(JP)[!],VFCG WOLF,GS-9068,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951113,CD-1/1,J,JT
Virtua Fighter CG Portrait Series Vol.6 - Lau Chan v1.000 (1995)(Sega)(JP)[!],VFCG LAU,GS-9069,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951113,CD-1/1,J,JT
Virtua Fighter CG Portrait Series Vol.7 - Shun Di v1.000 (1995)(Sega)(JP)[!],VFCG SHUN,GS-9070,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951218,CD-1/1,J,JT
Virtua Fighter CG Portrait Series Vol.8 - Lion Rafale v1.000 (1996)(Sega)(JP)[!],VFCG LION,GS-9071,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951218,CD-1/1,J,JT
Virtua Fighter Kids v0.001 (1996)(Sega)(PAL)[!],VF. KIDS,GS-9079,V0.001,SEGA SEGASATURN,SEGA ENTERPRISES,19960501,CD-1/1,J,E
"Virtua Fighter Remix v0.001 (1995)(Sega)(JP)(en)[!][GS-9039P-00348 2M5, 2M6, 2MB3, 3MB3, 5M1, 5M2, 5MM1 C 55]",VIRTUA FIGHTER REMIX,GS-9039,V0.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950518,CD-1/1,J,JT
Virtua Fighter Remix v0.001 (1995)(Sega)(JP)(en)[!][GS-9039P-00348 4M3 C 55],VIRTUA FIGHTER REMIX,GS-9039,V0.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950518,CD-1/1,J,JT
Virtua Fighter Remix v0.001 (1995)(Sega)(PAL)[!],VIRTUA FIGHTER REMIX,MK-8102350,V0.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950804,CD-1/1,J,E
Virtua Fighter Remix v0.003 (1995)(Sega)(US)[!],VIRTUA FIGHTER REMIX,MK-81023,V0.003,SEGA SEGASATURN,SEGA ENTERPRISES,19950802,CD-1/1,J,U
Virtua Fighter v1.000 (1994)(Sega)(JP)(en)[!],VIRTUA FIGHTER,GS-9001,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941005,CD-1/1,J,JT
Virtua Fighter v1.000 (1995)(Sega)(PAL)[!][MK-81005P-00337 P2H],VIRTUA FIGHTER,MK_8100550,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950425,CD-1/1,J,E
Virtua Fighter v1.000 (1995)(Sega)(PAL)[!][MK-81005P-00337 P3H],VIRTUA FIGHTER,MK_8100550,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950425,CD-1/1,J,E
Virtual Hydlide v1.000 (1995)(Sega)(JP)[!],VIRTUAL HYDLIDE,GS-9012,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950324,CD-1/1,J,JT
Virtual Hydlide v1.000 (1995)(Sega)(PAL)[!][MK-81380P-402 8-95 1SA3],VIRTUAL HYDLIDE,MK-81380,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950630,CD-1/1,J,E
Virtual Hydlide v1.000 (1995)(Sega)(PAL)[!][MK-81380P-402 8-95 2SA5],VIRTUAL HYDLIDE,MK-81380,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950630,CD-1/1,J,E
Virtual Kyoutei 2 v1.001 (1997)(Nichibutsu)(JP)[!],VIRTUAL KYOUTEI2,T-7104G,V1.001,SEGA SEGASATURN,SEGA TP T-71,19971007,CD-1/1,JE,J
