redump_name,serial
"Worms 3D (Europe) (En,Fr,De,Es,It)",SE-042
Worms 3D (USA),SE-042
"Worms 4 - Mayhem (Europe) (En,Fr,De,Es,It)",CM-082
Worms 4 - Mayhem (USA),MJ-023
Worms 4 - Mayhem (USA) (Beta) (2005-08-08),
"Worms Forts - Under Siege (Europe) (En,Fr,De,Es,It)",SE-053
"Worms Forts - Under Siege (USA) (En,Fr)",SE-053
"Wrath Unleashed (Europe) (En,Fr,De,Es,It)",LA-015
Wrath Unleashed (USA),LA-015
Wreckless - Mission Yakusas (France),AV-012
Wreckless - The Yakuza Missions (Europe),AV-012
Wreckless - The Yakuza Missions (Germany),AV-012
Wreckless - The Yakuza Missions (USA),AV-010
WTA Tour Tennis (USA),KN-016
WTA Tour Tennis Pro Evolution (Japan),KN-016
WWE Raw (Europe),TQ-002
WWE Raw (Japan),KD-002
WWE Raw 2 (Europe),TQ-013
WWE Raw 2 (Korea),TQ-013
WWE Raw 2 (USA),TQ-013
WWE WrestleMania 21 (Europe),TQ-249
WWE WrestleMania 21 (USA) (Rev 1),TQ-036
WWE WrestleMania 21 (USA) (Rev 2),TQ-036
WWF Raw (USA),TQ-002
X2 - Wolverine's Revenge (Japan),AV-008
X2 - Wolverine's Revenge (USA),AV-008
Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 02-2006 (Germany),IM-207
Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 03-2006 ~ Revista Oficial Xbox - DVD de Demos 33 (Europe),IM-207
Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 04-2006 (Germany),IM-211
Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 05-2006 (Germany),IM-211
Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 06-2006 (Germany),IM-211
Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 10-2006 (Germany),IM-228
Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 11-2006 (Germany),IM-226
Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 12-2006 (Germany),IM-228
Xbox 360 - Den Officiella Xbox-Tidningen Nr 1 - April 06 (Sweden),IM-211
Xbox 360 - Den Officiella Xbox-Tidningen Nr 2 - Juni 06 (Sweden),IM-226
Xbox 360 - The Official Australian Xbox Magazine Issue 04 - July-August 2006 (Australia),IM-211
"Xbox 360 - The Official Australian Xbox Magazine Issue 05 - August 2006 ~ Xbox 360 - Das Offizielle Xbox-Magazin - Demo Disk 07-2006 (Europe, Australia)",IM-226
"Xbox 360 - The Official Xbox Magazine Issue 03 - December 2005 (Europe) (En,Fr,De,Es,It,Pt)",IM-203
"Xbox 360 - The Official Xbox Magazine Issue 04 - February 2006 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-207
"Xbox 360 - The Official Xbox Magazine Issue 05 - March 2006 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-211
"Xbox 360 - The Official Xbox Magazine Issue 06 - April 2006 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-211
"Xbox 360 - The Official Xbox Magazine Issue 07 - May 2006 (Europe) (En,Fr,De,Es,It,Pt)",IM-211
Xbox 360 - The Official Xbox Magazine Issue 08 - June 2006 (Europe),IM-224
"Xbox 360 - The Official Xbox Magazine Issue 09 - July 2006 (Europe, Australia)",IM-226
Xbox 360 - The Official Xbox Magazine Issue 10 - August 2006 (Europe),IM-226
"Xbox 360 - The Official Xbox Magazine Issue 11 - September 2006 (Europe, Australia)",IM-226
"Xbox 360 - The Official Xbox Magazine Issue 12 - October 2006 (Europe, Australia)",IM-226
"Xbox 360 - The Official Xbox Magazine Issue 13 - November 2006 (Europe, Australia)",IM-228
Xbox Demo Disc (USA),XK-007
Xbox Demo Disc Version 1.2 (USA),XK-003
Xbox Demo Disc Version 1.3 (USA),XK-004
Xbox Demo Disc Version 2.2 (USA),XK-011
Xbox Demo Disc Version 2.2a (USA),XK-011
Xbox Demo Disc Version 2.3 (USA),XK-015
Xbox Demo Disc Version 2.4 (USA),XK-016
Xbox Demo Disc Version 2.5 (USA),XK-020
Xbox Demo Disc Version 2.5 (USA) (ESRB RP-M),XK-020
Xbox Demo Disc Version 3.0 (USA),XK-022
Xbox Demo Disc Version 3.1 (USA),XK-024
Xbox Demo Disc Version 3.2 (USA),XK-025
Xbox Demo Disc Version 3.3 (USA),XK-026
Xbox Demo Disc Version 3.3 (USA) (ESRB RP-M),XK-026
Xbox Demo Disc Version 3.4 (USA),XK-027
Xbox Demo Disc Version 3.4 (USA) (ESRB RP-M),XK-027
Xbox Demo Disc Version 3.5 (USA),XK-028
Xbox Demo Disc Version 3.5 (USA) (ESRB RP-M),XK-028
Xbox Demo Disc Version 3.6 (USA),XK-037
Xbox Demo Disc Version 4.0 (USA),XK-039
Xbox Demo Disc Version 4.1 (USA),XK-041
Xbox Demo Disc Version 4.1 (USA) (ESRB RP-M),XK-041
Xbox Demo Disc Version 4.2 (USA),XK-044
Xbox Demo Disc Version 4.2 (USA) (ESRB RP-M),XK-044
Xbox Demo Disc Version 4.3 (USA),XK-047
Xbox Demo Disc Version 4.3 (USA) (ESRB RP-M),XK-047
Xbox Demo Disc Version 4.4 (USA),XK-050
Xbox Demo Disc Version 4.5 (USA),XK-051
Xbox Demo Disc Version 4.6 (USA),XK-053
Xbox Demo Disk Version 1.0 (USA),XK-001
Xbox Demo Disk Version 1.1 (USA),XK-002
Xbox Demo Disk Version 1.4 (USA),XK-005
Xbox Demo Disk Version 1.4 (USA) (EB),XK-005
Xbox Demo Disk Version 1.4 (USA) (GameStop),XK-005
Xbox Demo Disk Version 13 (Europe),XK-013
Xbox Demo Disk Version 2.0 (USA),XK-006
Xbox Demo Disk Version 2.0 (USA) (GameStop),XK-006
Xbox Demo Disk Version 2.1 (USA),XK-007
Xbox Demo Disk Version 3.0 (Europe),XK-003
Xbox Demo Disk Version 4.0 (Europe),XK-004
"Xbox Demo Disk Version 5.0 (Europe) (En,Fr,De,Es,It)",XK-005
Xbox Demo Disk Version 5.0 (Germany),XK-005
Xbox Demo Disk Version 7.0 (Europe),XK-007
"Xbox Demo Disk Version 7.0 (Germany) (En,De)",XK-007
Xbox Demo Disk Version 9.0 (Europe),XK-009
Xbox Exhibition (USA),XK-009
Xbox Exhibition Volume 2 (USA),XK-012
Xbox Exhibition Volume 3 (USA),XK-018
Xbox Exhibition Volume 4 (USA),XK-031
Xbox Exhibition Volume 5 (USA),XK-036
Xbox Exhibition Volume 6 (USA),XK-043
Xbox Exhibition Volume 7 (USA),XK-045
Xbox Hardware Refresh Disc (USA),XB-011
Xbox Line-up Movies 2002 Summer (Japan),XK-008
"Xbox Live Arcade (USA) (En,Ja,Fr,De,Es,It,Pt,Zh,Ko)",MS-200
"Xbox Live Arcade (USA) (En,Ja,Fr,De,Es,It,Pt,Zh,Ko) (Alt)",MS-200
"Xbox Live Arcade (World) (En,Ja,Fr,De,Es,It,Pt,Zh,Ko) (Rev 1)",MS-200
"Xbox Live Beta Starter Kit Disc (USA, Europe)",XL-006
Xbox Live Beta Starter Kit Disc v. 1.0 (USA),XL-004
Xbox Live Starter Kit Disc & Zunou Taisen Live (Japan),XL-011
Xbox Live Starter Kit Disc (Europe) (Rev 1),XL-007
Xbox Live Starter Kit Disc (Europe) (Rev 3),XL-016
Xbox Live Starter Kit Disc (USA) (Rev 1),XL-007
Xbox Live Starter Kit Disc (USA) (Rev 3),XL-016
"Xbox Live Starter Kit Disc (USA, Europe) (En,Ja,Fr,De,Es,It)",XL-007
"Xbox Live Starter Kit Disc (World) (En,Ja,Fr,De,Es,It) (Rev 2)",XL-007
"Xbox Magazine Ufficiale Game Disc 49 - Dicembre 2005 (Italy) (En,Fr,De,Es,It,Pt)",IM-049
"Xbox Music Mixer (Europe, Australia) (En,Fr,De)",MS-090
"Xbox Music Mixer (Japan, Asia) (En,Ja)",MS-090
Xbox Music Mixer (USA),MS-090
Xbox Playable Starter Pack 2003 (UK),IM-001
Xbox Retailer's Demo Disc Vol. 1 (Japan),XK-003
"Xbox the Best of Demo Disk Version 10.0 (Europe) (En,Fr,De,Es,It,Nl,Sv)",XK-010
Xbox Video Chat (Japan),MS-124
Xbox Wireless Adapter Setup v1.0 (USA),
Xbox-ism - February 2003 (Japan),XK-014
Xbox-ism - New Year 2003 (Japan),XK-013
Xbox-ism - New Year 2004 (Japan),XK-033
Xbox-ism - Spring 2003 (Japan),XK-017
Xbox-ism - Spring 2004 (Japan),XK-035
Xbox-ism - Summer 2004 (Japan),XK-038
Xbox-ism - TGS2002 Playable Disc (Japan),XD-007
Xbox-ism - Tokyo Game Show 2003 (Japan) (Disc 1) (Eizou-shuu + Taikenban),XK-030
Xbox-ism - Tokyo Game Show 2004 (Japan) (Disc 1) (Taikenban),XK-042
Xbox-ism - Winter 2002 (Japan),XD-010
Xbox-ism - Winter 2003 (Japan),XK-032
"XGRA - Extreme G Racing Association (Europe) (En,Fr,De,Es,It)",AC-020
"XGRA - Extreme G Racing Association (USA) (En,Fr,De,Es,It)",AC-020
"Xiaolin Showdown (Europe) (En,Fr,De,Es,It)",KN-056
Xiaolin Showdown (USA),KN-056
XIII - Daitouryou o Koroshita Otoko (Japan),US-061
"XIII (USA, Europe) (En,Fr,De,Es,It)",US-009
X-Men - Next Dimension (Europe),AV-007
X-Men - Next Dimension (USA),AV-007
"X-Men - The Official Game (Europe) (Fr,It)",AV-070
"X-Men - The Official Game (USA, Europe)",AV-070
X-Men 2 - Wolverine's Revenge (Europe),AV-008
"X-Men 2 - Wolverine's Revenge (Europe) (Fr,De,It)",AV-008
"X-Men Legends (Europe) (Fr,De)",AV-030
X-Men Legends (World),AV-030
"X-Men Legends II - Rise of Apocalypse (Europe) (Es,It)",AV-071
"X-Men Legends II - Rise of Apocalypse (Europe) (Fr,De)",AV-071
"X-Men Legends II - Rise of Apocalypse (USA, Europe)",AV-071
Xyanide (Europe) (Beta) (2005-09-09),
"Xyanide (USA) (En,Fr,De,Es)",PC-001
Yager (Europe) (Beta) (2003-02-27),TQ-006
"Yager (Europe) (En,Fr,De)",TQ-006
"Yager (Korea) (En,Fr,De)",TQ-006
Yager (USA),KB-006
Yager (USA) (Beta) (2004-06-08),
"Yetisports Arctic Adventures (Europe) (En,Fr,De,Es,It)",JW-004
Yonenaga Kunio no Shougi Seminar (Japan),SU-004
Yourself!Fitness (USA),RD-001
"Yu-Gi-Oh! The Dawn of Destiny (Europe) (En,Fr,De,Es,It)",KN-030
Yu-Gi-Oh! The Dawn of Destiny (USA),KN-030
Zan Kabuki (Japan),GE-001
Zapper (Asia),IG-018
"Zapper (Europe) (En,Fr,De,Es,It)",IG-018
Zapper (USA),IG-018
"Zathura (Europe) (En,Fr,De,Es,It)",TT-167
Zathura (USA),TT-140
Zillernet (Korea),ST-001
Zunou Taisen Live (Japan) (Beta),MS-068
