redump_name,serial
Kabuki Warriors (USA),CV-001
Kakuto Chojin (Japan),MS-012
Kakuto Chojin (USA),MS-012
"Kao the Kangaroo - Round 2 (Europe) (En,Fr,De,Es,It)",JW-003
Karaoke Revolution (USA),KN-037
Karaoke Revolution Party (USA),KN-046
"Kelly Slater's Pro Surfer (Europe) (En,Fr,De)",AV-002
Kelly Slater's Pro Surfer (USA),AV-002
Kikou Heidan J-Phoenix + (Japan),TA-001
Kill Switch (USA),NM-011
"King Arthur (Europe) (En,Fr,De,Es,It)",KN-036
King Arthur (USA),KN-036
"King of Fighters 2002, The (Japan)",SN-006
"King of Fighters 2002, The (USA, Europe) (En,Ja,Fr,De,Es,It)",SN-006
"King of Fighters 2003, The (USA, Japan) (En,Ja)",SN-003
"King of Fighters, The - Neowave (USA) (En,Ja,Fr,De,Es,It)",SN-010
"Kingdom Under Fire - Heroes (USA, Europe) (En,Fr,De,Es,It,Ko)",PL-006
"Kingdom Under Fire - The Crusaders (Europe) (En,Fr,De,It)",PL-004
Kingdom Under Fire - The Crusaders (Japan),PL-005
"Kingdom Under Fire - The Crusaders (USA, Korea) (En,Ko)",PL-002
"Knight's Apprentice - Memorick's Adventures ~ Memorick - The Apprentice Knight (USA, Europe) (En,Fr,De,Es,It)",MI-004
"Knights of the Temple - Infernal Crusade (Europe) (En,Fr,De,Es)",TM-007
"Knights of the Temple II (Europe) (En,Fr,De,Es,It)",TM-019
"Knockout Kings 2002 (Europe) (En,Fr,De)",EA-010
Knockout Kings 2002 (Japan),EA-010
Knockout Kings 2002 (USA),EA-010
KOF - Maximum Impact - Maniax (Japan),SN-007
KOF - Maximum Impact - Maniax (USA),SN-007
"Kung Fu Chaos (Europe) (En,Fr,De)",MS-049
"Kung Fu Chaos (USA, Asia) (En,Fr,De)",MS-049
Kung Fu Panic (Japan),MS-049
Kurenai no Umi - Crimson Sea (Japan),KO-002
"L.A. Rush (USA, Europe) (En,Fr,De,Es,It)",MW-037
Lakemasters - Bass Fishing Game (Japan),CC-011
"Lamborghini (Europe) (En,Fr,De,Es,It) (Beta) (2002-12-10)",RA-001
Land of the Dead - Road to Fiddler's Green (USA),GV-004
"Lara Croft Tomb Raider - Legend (USA, Europe) (En,Fr,De,Es,It)",SC-253
"Largo Winch - Empire Under Threat (Europe) (En,Fr,De,Es,It)",US-011
"Legacy of Kain - Defiance (Europe) (En,Fr,De,Es,It)",ES-015
Legacy of Kain - Defiance (USA),ES-015
"Legend of Spyro, The - A New Beginning (World) (En,Fr,De,Es,It)",VU-074
Legends of Wrestling (Europe),AC-003
Legends of Wrestling (USA),AC-003
Legends of Wrestling II (Europe),AC-015
Legends of Wrestling II (USA),AC-015
"LEGO Star Wars - The Video Game (Europe) (En,Fr,De,Es,It,Nl,Da)",ES-029
LEGO Star Wars - The Video Game (USA),ES-029
"LEGO Star Wars II - The Original Trilogy (USA, Europe) (En,Fr,De,Es,It,Da)",LA-031
LEGO Super Soccer Adventure (Europe) (Proto),
Leisure Suit Larry - Magna Cum Laude (Europe),VU-049
Leisure Suit Larry - Magna Cum Laude (France),VU-049
Leisure Suit Larry - Magna Cum Laude (Germany),VU-049
Leisure Suit Larry - Magna Cum Laude (Italy),VU-049
Leisure Suit Larry - Magna Cum Laude (Spain),VU-049
Leisure Suit Larry - Magna Cum Laude (USA),VU-049
Lemony Snicket - Raetselhafte Ereignisse (Germany),AV-031
Lemony Snicket's A Series of Unfortunate Events (Europe),AV-031
Lemony Snicket's A Series of Unfortunate Events (USA),AV-031
"Links 2004 (Europe, Australia)",MS-093
Links 2004 (Japan),MS-093
Links 2004 (USA),MS-093
LMA Manager 2003 (Europe),CM-004
LMA Manager 2004 (Europe),CM-015
LMA Manager 2005 (Europe),CM-070
"LMA Manager 2006 (Europe) (En,Fr,De,Es,It)",CM-084
"Loons - The Fight for Fame (Europe) (En,Fr,De,Es,It)",IG-006
Loons - The Fight for Fame (Korea),IG-006
Loons - The Fight for Fame (USA),IG-006
"Lord of the Rings, The - The Fellowship of the Ring (Europe) (En,Fr,De,Es,It)",VV-005
"Lord of the Rings, The - The Fellowship of the Ring (USA)",VU-004
"Lord of the Rings, The - The Return of the King (Europe) (En,Nl,Sv)",EA-062
"Lord of the Rings, The - The Return of the King (USA)",EA-062
"Lord of the Rings, The - The Third Age (Europe) (En,Sv)",EA-095
"Lord of the Rings, The - The Third Age (USA)",EA-095
"Lord of the Rings, The - The Two Towers (Asia) (En,Zh)",EA-016
"Lord of the Rings, The - The Two Towers (Europe) (En,Fr,De,Es,It,Nl)",EA-016
"Lord of the Rings, The - The Two Towers (USA)",EA-016
"Lotus Challenge (Europe) (En,Fr,De,Es,It)",XI-005
LucasArts Xbox Experience Volume 01 (USA),LA-016
"Mace Griffin - Bounty Hunter (Europe) (En,Fr,Es,It)",VV-017
"Mace Griffin - Bounty Hunter (Germany) (En,De)",VV-017
"Mace Griffin - Bounty Hunter (USA, Korea)",VU-024
"Mad Dash Racing (Europe) (En,Fr,De,Es,It)",ES-001
Mad Dash Racing (Japan),ES-001
Mad Dash Racing (Korea),ES-001
Mad Dash Racing (USA),ES-001
Madden NFL 06 (Europe),EA-117
Madden NFL 06 (USA),EA-117
Madden NFL 07 (Europe),EA-168
Madden NFL 07 (USA),EA-159
Madden NFL 08 (USA),EA-172
Madden NFL 08 (USA) (Beta) (2007-05-07),
Madden NFL 09 (USA),EA-571
Madden NFL 2002 (USA),EA-001
Madden NFL 2003 (Europe),EA-025
Madden NFL 2003 (USA),EA-025
Madden NFL 2004 (Europe),EA-054
Madden NFL 2004 (USA),EA-054
Madden NFL 2004 (USA) (Rev 1),EA-054
Madden NFL 2005 (Europe),EA-077
Madden NFL 2005 (USA),EA-077
Mafia (Europe),TT-009
Mafia (France),TT-009
Mafia (Germany),TT-009
Mafia (Italy),TT-009
Mafia (Spain),TT-009
Mafia (USA),TT-009
Magatama (Japan),MS-102
"Magazine Officiel Xbox, Le - Hors-Serie Solutions Numero 08 (France)",IM-001
Magi Death Fight! (Japan),TK-001
Magic - The Gathering - Battlegrounds (Asia),IG-114
Magic - The Gathering - Battlegrounds (USA) (Demo),IG-014
"Magic - The Gathering - Battlegrounds (World) (En,Fr,De,Es,It)",IG-014
Major League Baseball 2K5 - World Series Edition (USA),TT-150
Major League Baseball 2K5 (USA),SE-055
Major League Baseball 2K6 (USA),TT-146
Major League Baseball 2K7 (USA),TT-177
"Malice (Europe) (En,Fr,De,Es,It)",XM-002
Malice (USA),BS-010
Manager de Liga 2003 (Spain),CM-004
Manager de Liga 2004 (Spain),CM-015
Manager de Liga 2005 (Spain),CM-077
Manchester United Manager 2005 (Europe),CM-073
"Manhunt (Europe) (En,Fr,De,Es,It)",TT-025
Manhunt (USA),TT-025
"Marc Ecko's Getting Up - Contents Under Pressure (USA, Europe) (En,Fr,De,Es,It)",IG-125
"Marvel - Ultimate Alliance (USA, Europe)",AV-092
Marvel Nemesis - Rise of the Imperfects (Europe),EA-149
"Marvel Nemesis - Rise of the Imperfects (Europe) (En,Fr,De,It)",EA-149
Marvel Nemesis - Rise of the Imperfects (USA),EA-906
Marvel Nemesis - Rise of the Imperfects (USA) (Demo),EA-137
Marvel vs. Capcom 2 - New Age of Heroes (Europe),CC-007
Marvel vs. Capcom 2 - New Age of Heroes (Japan),CC-007
Marvel vs. Capcom 2 - New Age of Heroes (USA),CC-007
"Mashed - Drive to Survive (Europe) (En,Fr,De,Es,It)",EM-010
"Mashed - Fully Loaded (Europe) (En,Fr,De,Es,It)",EM-027
Mat Hoffman's Pro BMX 2 (Europe),AV-011
Mat Hoffman's Pro BMX 2 (France),AV-011
Mat Hoffman's Pro BMX 2 (USA),AV-011
"Matrix, The - Path of Neo (Europe) (En,Fr,De,Es,It)",IG-124
"Matrix, The - Path of Neo (USA)",IG-124
"Max Payne (Europe) (En,Fr,Es,It)",TT-003
Max Payne (USA),TT-003
Max Payne 2 - The Fall of Max Payne (Europe),TT-012
"Max Payne 2 - The Fall of Max Payne (Europe) (En,Es,It)",TT-012
"Max Payne 2 - The Fall of Max Payne (Europe) (En,Fr,De)",TT-012
Max Payne 2 - The Fall of Max Payne (USA),TT-012
Maximum Chase (Japan),MS-046
Maximum Chase (Japan) (Demo),MS-046
Maximum Chase (USA),MS-046
MechAssault (Asia),MS-023
MechAssault (Japan) (Demo),MS-023
"MechAssault (Japan) (En,Ja)",MS-023
"MechAssault (USA) (En,Fr,De) (Rev 1)",MS-023
"MechAssault (USA, Europe) (En,Fr,De)",MS-023
MechAssault 2 - Lone Wolf (USA) (Demo),MS-202
"MechAssault 2 - Lone Wolf (World) (En,Ja,Fr,De,Es,It)",MS-107
"MechAssault 2 - Lone Wolf (World) (En,Ja,Fr,De,Es,It) (Bonus Disc)",MS-131
MechAssault 2 - Lone Wolf + OutRun 2 (USA) (Demo),XL-019
Medal of Honor - En Premiere Ligne (France),EA-026
"Medal of Honor - European Assault (Europe) (En,Es,Nl,Sv)",EA-094
Medal of Honor - European Assault (Germany),EA-094
Medal of Honor - European Assault (Italy),EA-094
Medal of Honor - European Assault (USA),EA-094
Medal of Honor - Frontline (Asia),EA-026
Medal of Honor - Frontline (Europe),EA-026
Medal of Honor - Frontline (Germany),EA-026
Medal of Honor - Frontline (Italy),EA-026
Medal of Honor - Frontline (USA),EA-026
Medal of Honor - Les Faucons de Guerre (France),EA-094
Medal of Honor - Rising Sun (Asia),EA-063
"Medal of Honor - Rising Sun (Europe) (En,Es,It,Nl,Sv)",EA-063
Medal of Honor - Rising Sun (Germany),EA-063
Medal of Honor - Rising Sun (USA),EA-063
Medal of Honor - Soleil Levant (France),EA-063
Mega Man Anniversary Collection (USA),CC-017
Men of Valor (Europe),VU-025
Men of Valor (France),VU-025
Men of Valor (Germany),VU-064
Men of Valor (Italy),VU-025
"Men of Valor (USA, Asia)",VU-025
"Mercenaries (Europe) (Es,It)",LA-021
Mercenaries (France),LA-021
Mercenaries (Germany),LA-021
"Mercenaries (USA, Europe)",LA-021
"Metal Arms - Glitch in the System (Europe) (En,Fr,De,It)",VU-010
Metal Arms - Glitch in the System (USA) (Beta) (2003-05-02),
"Metal Arms - Glitch in the System (USA, Europe) (Demo)",VU-046
"Metal Arms - Glitch in the System (USA, Japan)",VU-010
Metal Dungeon (Europe),TQ-019
Metal Dungeon (Japan),IL-001
Metal Dungeon (Korea),IL-001
Metal Dungeon (USA),XI-001
"Metal Gear Solid 2 - Substance (Europe) (En,Fr,De,Es,It)",KN-007
Metal Gear Solid 2 - Substance (USA),KN-007
"Metal Slug 3 (Europe) (En,Fr,De,Es,It)",IO-005
"Metal Slug 3 (USA, Japan) (En,Ja)",SN-002
Metal Slug 4 (Japan),SN-005
"Metal Slug 4 (USA, Europe) (En,Ja,Fr,De,Es,It)",SN-005
"Metal Slug 5 (USA, Japan) (En,Ja,Fr,De,Es,It)",SN-008
Metal Wolf Chaos (Japan),FS-006
"Miami Vice (Europe) (En,Fr,De,Es,It)",DX-001
"Micro Machines (Europe) (En,Fr,De,Es,It)",IG-028
Microsoft Game Studios New Year 2005 (Japan),XK-049
Microsoft Windows Media Center Extender for Xbox (USA),XX-007
Microsoft Windows Media Center Extender for Xbox v1.01 (USA),XX-007
"Midnight Club 3 - DUB Edition (Europe) (En,Fr,De,Es,It)",TT-121
Midnight Club 3 - DUB Edition (USA),TT-121
"Midnight Club 3 - DUB Edition Remix (Europe) (En,Fr,De,Es,It)",TT-121
Midnight Club 3 - DUB Edition Remix (USA),TT-121
"Midnight Club II (Europe) (En,Fr,De,Es,It)",TT-008
Midnight Club II (USA),TT-008
Midtown Madness 3 (Asia),MS-042
"Midtown Madness 3 (Europe, Australia) (En,Fr,De,Es,It)",MS-042
Midtown Madness 3 (Japan),MS-042
Midtown Madness 3 (USA),MS-042
"Midway Arcade Treasures (USA, Europe)",MW-028
"Midway Arcade Treasures 2 (USA, Europe)",MW-032
"Midway Arcade Treasures 3 (USA, Europe)",MW-045
Migong Zhengfuzhe (Asia),IL-001
"Mike Tyson Heavyweight Boxing (Europe) (En,Fr,De,Es,It)",CM-003
Mike Tyson Heavyweight Boxing (USA),CM-003
Minority Report - Everybody Runs (Asia),AV-020
Minority Report - Everybody Runs (Europe),AV-020
Minority Report - Everybody Runs (Germany),AV-020
Minority Report - Everybody Runs (USA),AV-020
Minority Report - Le Futur vous Rattrape (France),AV-020
"Mission - Impossible - Operation Surma (Europe) (En,Fr,De,Es,It)",IG-031
Mission - Impossible - Operation Surma (USA),IG-031
MLB SlugFest - Loaded (USA),MW-029
MLB SlugFest 2003 (USA),MW-008
MLB SlugFest 2004 (USA),MW-009
MLB SlugFest 2006 (USA),MW-056
"Mojo! (Europe) (En,Fr,De,Es,It,Pt)",CV-005
Mojo! (USA),CV-005
"Monde de Narnia, Le - Chapitre 1 - Le Lion, la Sorciere Blanche et l'Armoire Magique (France)",BV-003
"Monopoly Party (Europe) (En,Fr,De,Es,It)",IG-015
Monopoly Party (USA),IG-015
Monster 4x4 - World Circuit (USA),US-073
Monster Garage (USA),AV-065
Mortal Kombat - Armageddon (USA),MW-052
"Mortal Kombat - Deadly Alliance (Europe) (En,Fr,De,Es,It)",MW-012
"Mortal Kombat - Deadly Alliance (Germany) (En,Fr,De,Es,It)",MW-012
Mortal Kombat - Deadly Alliance (USA),MW-012
"Mortal Kombat - Deception (Europe) (En,Fr,De,Es,It)",MW-035
"Mortal Kombat - Deception (Germany) (En,Fr,De,Es,It)",MW-035
Mortal Kombat - Deception (USA),MW-025
Mortal Kombat - Deception (USA) (Kollector's Edition Bonus Disc),MW-025
"Mortal Kombat - Shaolin Monks (Germany) (En,Fr,De,Es,It)",MW-041
"Mortal Kombat - Shaolin Monks (USA, Europe) (En,Fr,De,Es,It)",MW-041
"Motocross Mania 3 (USA, Europe) (En,Fr,De,Es,It)",TT-021
MotoGP - Ultimate Racing Technology 3 (Italy),TQ-136
"MotoGP - Ultimate Racing Technology 3 (USA, Europe) (En,Fr,De,Es)",TQ-136
"MotoGP (Asia) (En,Fr,De,Es,It)",TQ-008
"MotoGP (Europe) (En,Fr,De,Es,It)",TQ-008
MotoGP (USA),TQ-008
"MotoGP 2 (Asia) (En,Fr,De,Es,It)",TQ-022
MotoGP 2 (Europe) (Demo),TQ-025
"MotoGP 2 (Europe) (En,Fr,De,Es,It)",TQ-022
"MotoGP 2 (USA) (En,Fr,De,Es,It)",TQ-022
"MotoGP URT2 Online Challenge (Japan) (En,Ja,Fr,De,Es,It)",TQ-022
Motor Trend Presents Lotus Challenge (USA),XI-005
"MTV Celebrity Deathmatch (Europe) (En,Fr,De,Es,It)",TT-011
MTV Celebrity Deathmatch (USA),TT-011
"MTV Music Generator 3 - This Is the Remix (USA) (En,Es)",CM-041
"MTV Music Generator 3 (Europe) (En,Fr,De,Es,It)",CM-041
"MTX Mototrax (Europe) (En,Fr)",AV-034
MTX Mototrax (USA),AV-034
Murakumo - Renegade Mech Pursuit (USA),US-022
Murakumo (Japan),FS-001
Murakumo (Japan) (Demo),FS-001
Murakumo (Korea),YB-001
"Muzzle Flash (Japan) (En,Ja)",VC-001
MVP 06 NCAA Baseball (USA),EA-141
MVP Baseball 2003 (Korea),EA-045
MVP Baseball 2003 (USA),EA-045
MVP Baseball 2004 (USA),EA-069
MVP Baseball 2005 (Korea),EA-086
MVP Baseball 2005 (USA),EA-086
MX 2002 featuring Ricky Carmichael (Europe),TQ-003
MX 2002 featuring Ricky Carmichael (USA),TQ-003
"MX SuperFly (Europe, Australia)",TQ-016
MX SuperFly (USA),TQ-016
MX Unleashed (Europe),TQ-033
MX Unleashed (USA),TQ-033
MX vs. ATV Unleashed (Europe),TQ-237
MX vs. ATV Unleashed (USA),TQ-237
MX World Tour featuring Jamie Little (USA),CV-014
"Myst III - Exile (Europe) (En,Fr,De,Es,It)",US-017
Myst III - Exile (Japan),MP-001
Myst III - Exile (USA),US-017
Myst IV - Revelation (USA),US-074
N.U.D.E.@ - Natural Ultimate Digital Experiment (Japan),MS-060
Nakajima Tetsuya no Othello Seminar (Japan),SU-002
Namco Museum (USA),NM-007
"Namco Museum 50th Anniversary (Europe) (En,Fr,De,Es,It)",NM-022
Namco Museum 50th Anniversary (USA),NM-022
"Narc (Europe) (En,Fr,De,Es,It)",MW-036
Narc (USA),MW-036
NASCAR 06 - Total Team Control (Europe),EA-147
NASCAR 06 - Total Team Control (USA),EA-139
NASCAR 07 (USA),EA-163
NASCAR 2005 - Chase for the Cup (Asia),EA-083
NASCAR 2005 - Chase for the Cup (USA),EA-083
NASCAR Heat 2002 (USA),IG-009
NASCAR Thunder 2002 (USA),EA-002
NASCAR Thunder 2003 (USA),EA-027
"NASCAR Thunder 2004 (Asia) (En,De)",EA-049
NASCAR Thunder 2004 (USA),EA-049
NBA 2K2 (USA),SE-002
NBA 2K3 (Europe),SE-030
NBA 2K3 (Europe) (Beta) (2002-08-26),
NBA 2K3 (USA),SE-019
"NBA 2K6 (Europe) (En,Fr,De,Es,It)",TT-161
NBA 2K6 (USA),TT-144
"NBA 2K7 (USA, Europe)",TT-174
NBA Ballers - Phenom - The $100K Tournament (USA) (Demo),MW-054
NBA Ballers - Phenom (USA),MW-046
NBA Ballers - Phenom (USA) (Beta),
NBA Ballers (USA),MW-016
NBA Inside Drive 2002 (Europe),MS-017
NBA Inside Drive 2002 (USA),MS-017
NBA Inside Drive 2003 (Europe),MS-069
NBA Inside Drive 2003 (USA),MS-069
NBA Inside Drive 2004 (Europe),MS-011
"NBA Inside Drive 2004 (USA, Asia)",MS-011
"NBA Jam (Europe) (En,Fr,De)",AC-019
NBA Jam (USA),AC-019
"NBA Live 06 (Europe) (En,De,It)",EA-122
NBA Live 06 (France),EA-122
NBA Live 06 (Spain),EA-122
NBA Live 06 (USA),EA-122
NBA Live 06 (USA) (Beta) (2005-08-11),
NBA Live 07 (Europe),EA-161
NBA Live 07 (France),EA-161
NBA Live 07 (USA),EA-161
NBA Live 2002 (Europe),EA-003
NBA Live 2002 (France),EA-003
NBA Live 2002 (Germany),EA-003
NBA Live 2002 (Japan),EA-003
NBA Live 2002 (USA),EA-003
"NBA Live 2003 (Europe) (En,Fr,De)",EA-028
NBA Live 2003 (USA),EA-028
"NBA Live 2004 (Europe) (En,Fr,De,Es,It)",EA-056
NBA Live 2004 (USA),EA-056
NBA Live 2005 (Asia),EA-080
"NBA Live 2005 (Europe) (En,De,It)",EA-080
NBA Live 2005 (France),EA-080
NBA Live 2005 (Spain),EA-080
NBA Live 2005 (USA),EA-080
NBA Starting Five (USA),KN-018
"NBA Street V3 (Europe, Australia) (En,Fr,De)",EA-088
NBA Street V3 (USA),EA-088
NBA Street Vol. 2 (Europe),EA-039
NBA Street Vol. 2 (USA),EA-039
NCAA College Basketball 2K3 (USA),SE-024
NCAA College Football 2K3 (USA),SE-016
NCAA Football 06 (USA),EA-128
NCAA Football 07 (USA),EA-162
NCAA Football 08 (USA),EA-171
NCAA Football 2003 (USA),EA-029
NCAA Football 2004 (USA),EA-053
NCAA Football 2005 (USA),EA-081
"NCAA Football 2005 + Top Spin (USA) (En,Fr,De)",XL-015
NCAA March Madness 06 (USA),EA-144
NCAA March Madness 2004 (USA),EA-068
NCAA March Madness 2005 (USA),EA-082
Need for Speed - Carbon (Europe),EA-158
Need for Speed - Carbon (France),EA-158
Need for Speed - Carbon (Germany),EA-158
Need for Speed - Carbon (USA),EA-158
"Need for Speed - Hot Pursuit 2 (Europe) (En,Fr,De)",EA-040
Need for Speed - Hot Pursuit 2 (USA),EA-040
Need for Speed - Most Wanted - Black Edition (USA),EA-123
"Need for Speed - Most Wanted (Europe) (En,Nl,Sv)",EA-123
Need for Speed - Most Wanted (France),EA-123
Need for Speed - Most Wanted (Germany),EA-123
Need for Speed - Most Wanted (Italy),EA-123
Need for Speed - Most Wanted (USA),EA-123
Need for Speed - Most Wanted (USA) (Demo),EA-136
Need for Speed - Most Wanted (USA) (Rev 1),EA-123
Need for Speed - Underground (Asia),EA-071
"Need for Speed - Underground (Europe) (En,Fr,De)",EA-071
Need for Speed - Underground (USA),EA-071
Need for Speed - Underground 2 (Asia),EA-113
"Need for Speed - Underground 2 (Europe) (En,Fr,De,It,Nl,Sv)",EA-111
Need for Speed - Underground 2 (USA),EA-090
"Neighbours from Hell (Europe) (En,Fr,De,Es,It)",JW-002
"New Legends (Europe, Australia)",TQ-001
New Legends (France),TQ-001
New Legends (USA),TQ-001
New Legends (USA) (Demo),TQ-001
Nezmix (Japan),MS-035
NFL 2K2 (USA),SE-006
NFL 2K3 (Europe),SE-031
NFL 2K3 (USA),SE-017
NFL Blitz 2002 (USA),MW-001
NFL Blitz 2003 (USA),MW-010
NFL Blitz Pro (USA),MW-020
NFL Fever 2002 (USA),MS-006
NFL Fever 2003 (Europe),MS-040
NFL Fever 2003 (USA),MS-040
NFL Fever 2003 (USA) (Beta),MS-055
NFL Fever 2003 (USA) (Rev 1),MS-040
NFL Fever 2004 (Europe),MS-077
NFL Fever 2004 (Japan),MS-077
NFL Fever 2004 (USA),MS-077
NFL Head Coach (USA),EA-142
NFL Street (Europe),EA-072
NFL Street (USA),EA-072
NFL Street 2 (Europe),EA-087
NFL Street 2 (USA),EA-087
"NHL 06 (Europe) (En,Fr,De,Sv,Fi)",EA-124
NHL 06 (USA),EA-124
"NHL 07 (Europe) (En,Fr,Sv,Fi)",EA-165
NHL 07 (USA),EA-165
"NHL 2002 (Europe) (En,Fr,De)",EA-005
NHL 2002 (USA),EA-005
"NHL 2003 (Europe) (En,Fr,De,Sv,Fi,Cs)",EA-030
NHL 2003 (USA),EA-030
"NHL 2004 (Europe) (En,Fr,De,Sv,Fi)",EA-048
NHL 2004 (USA),EA-048
"NHL 2005 (Europe) (En,Fr,De,Sv,Fi)",EA-079
NHL 2005 (USA),EA-079
NHL 2K3 (Europe),SE-032
NHL 2K3 (USA),SE-023
"NHL 2K6 (Europe) (En,Fr,De)",TT-162
NHL 2K6 (USA),TT-141
"NHL 2K7 (USA, Europe)",TT-173
NHL Hitz 2002 (Europe),MW-003
NHL Hitz 2002 (USA),MW-003
NHL Hitz 2003 (Europe),MW-011
NHL Hitz 2003 (USA),MW-011
NHL Hitz Pro (Europe),MW-026
NHL Hitz Pro (USA),MW-026
NHL Rivals 2004 (Europe),MS-078
NHL Rivals 2004 (USA),MS-078
Nickelodeon Avatar - The Last Airbender (USA),TQ-261
"Nickelodeon Party Blast (Europe) (En,Fr,De,Es,It)",IG-040
Nickelodeon Party Blast (USA),IG-040
Nickelodeon SpongeBob Schwammkopf - Der Film (Germany),TQ-039
Nickelodeon SpongeBob SquarePants - Battle for Bikini Bottom (Europe),TQ-026
Nickelodeon SpongeBob SquarePants - Battle for Bikini Bottom (USA),TQ-026
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (Europe) (En,Sv)",TQ-250
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (Europe) (Fr,De,Es,It,Nl)",TQ-250
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (USA)",TQ-250
"Nickelodeon Tak - Die grosse Juju-Jagd (Germany) (En,De)",TQ-244
Nickelodeon Tak - The Great Juju Challenge (Europe),TQ-244
Nickelodeon Tak - The Great Juju Challenge (USA),TQ-244
"Nickelodeon Tak 2 - The Staff of Dreams (Europe) (En,De)",TQ-139
Nickelodeon Tak 2 - The Staff of Dreams (USA),TQ-139
Nickelodeon The SpongeBob SquarePants Movie (Europe),TQ-039
"Nickelodeon The SpongeBob SquarePants Movie (Europe) (Fr,Es,It,Nl)",TQ-039
Nickelodeon The SpongeBob SquarePants Movie (USA),TQ-039
"Night Caster - Defeat the Darkness (Europe) (En,Fr,De)",MS-008
Night Caster - Defeat the Darkness (USA),MS-008
Night Caster II - Equinox (Europe),JA-002
Night Caster II - Equinox (USA),JA-002
"Ninja Gaiden (Europe, Australia) (En,Ja,Fr,De,Es,It)",TC-003
Ninja Gaiden (Japan) (Demo),TC-003
"Ninja Gaiden (USA, Asia) (En,Ja)",TC-003
"Ninja Gaiden Black (Europe) (En,Fr,De,Es,It)",TC-013
"Ninja Gaiden Black (Japan) (En,Ja)",TC-013
"Ninja Gaiden Black (USA) (En,Ja)",TC-013
Ninja Gaiden Video + Dead or Alive X-Treme Beach Volleyball Video + DOA 3 Bonus Materials (USA),TC-005
Nobunaga no Yabou - Ranseiki (Japan),KO-001
Obscure (Europe),MI-009
"Obscure (Europe) (De,Es)",MI-009
"Obscure (Europe) (Fr,It)",MI-009
Obscure (USA),MI-009
Oddworld - La Fureur de l'Etranger (France),EA-109
Oddworld - Munch's Oddysee (Europe),MS-001
Oddworld - Munch's Oddysee (France),MS-001
Oddworld - Munch's Oddysee (Germany),MS-001
Oddworld - Munch's Oddysee (Italy),MS-001
Oddworld - Munch's Oddysee (Spain),MS-001
Oddworld - Munch's Oddysee (USA),MS-001
Oddworld - Strangers Vergeltung (Germany),EA-109
Oddworld - Stranger's Wrath (Europe),EA-109
Oddworld - Stranger's Wrath (USA),EA-109
"Official Xbox 50 Best Games, The (UK)",IM-001
"Official Xbox Live Disc, The (UK)",IM-001
Official Xbox Magazine Best of Xbox Game Demos Vol. 1 (USA),IM-026
"Official Xbox Magazine Game Disc 01 (Europe, Australia) (En,Fr,Es,It)",IM-001
Official Xbox Magazine Game Disc 02 (Australia),IM-002
"Official Xbox Magazine Game Disc 02 (Europe) (En,Fr,Es,It)",IM-002
Official Xbox Magazine Game Disc 02 (USA),IM-001
Official Xbox Magazine Game Disc 03 (Australia),IM-003
"Official Xbox Magazine Game Disc 03 (Europe) (En,Fr,Es,It)",IM-003
Official Xbox Magazine Game Disc 03 (USA),IM-002
Official Xbox Magazine Game Disc 04 (Australia),IM-004
"Official Xbox Magazine Game Disc 04 (Europe) (En,Fr,It)",IM-004
Official Xbox Magazine Game Disc 04 (USA),IM-003
Official Xbox Magazine Game Disc 05 (Australia),IM-005
"Official Xbox Magazine Game Disc 05 (Europe) (En,Fr,Es,It)",IM-005
Official Xbox Magazine Game Disc 05 (USA),IM-004
Official Xbox Magazine Game Disc 06 (Australia),IM-006
Official Xbox Magazine Game Disc 06 (Europe),IM-006
Official Xbox Magazine Game Disc 06 (USA),IM-005
Official Xbox Magazine Game Disc 07 (Australia),IM-007
"Official Xbox Magazine Game Disc 07 (Europe) (En,Fr,Es,It)",IM-007
Official Xbox Magazine Game Disc 07 (USA),IM-006
Official Xbox Magazine Game Disc 08 (Australia),IM-008
"Official Xbox Magazine Game Disc 08 (Europe) (En,Fr,Es,It)",IM-008
Official Xbox Magazine Game Disc 08 (USA),IM-007
Official Xbox Magazine Game Disc 09 (Australia),IM-009
"Official Xbox Magazine Game Disc 09 (Europe) (En,Fr,Es,It)",IM-009
Official Xbox Magazine Game Disc 09 (USA),IM-008
Official Xbox Magazine Game Disc 10 (Australia),IM-010
"Official Xbox Magazine Game Disc 10 (Europe) (En,Fr,Es,It)",IM-010
Official Xbox Magazine Game Disc 10 (USA),IM-009
Official Xbox Magazine Game Disc 11 (Australia),IM-013
"Official Xbox Magazine Game Disc 11 (Europe) (En,Fr,It)",IM-011
Official Xbox Magazine Game Disc 11 (USA),IM-010
Official Xbox Magazine Game Disc 12 (Australia),IM-014
"Official Xbox Magazine Game Disc 12 (Europe) (En,Fr,Es,It)",IM-012
Official Xbox Magazine Game Disc 12 (USA),IM-011
"Official Xbox Magazine Game Disc 13 (Europe) (En,Fr,Es,It)",IM-013
Official Xbox Magazine Game Disc 13 (USA),IM-012
"Official Xbox Magazine Game Disc 14 (Europe) (En,Fr,Es,It)",IM-014
"Official Xbox Magazine Game Disc 14 (Europe, Australia) (En,Fr,De,Es,It)",IM-014
Official Xbox Magazine Game Disc 14 (USA),IM-013
