redump_name,serial,name,localizedName
"Legend of Dragoon, The (Italy) (Disc 1)",SCES-03046,The Legend of Dragoon (Disc 1),
"Legend of Dragoon, The (Italy) (Disc 2)",SCES-13046,The Legend of Dragoon (Disc 2),
"Legend of Dragoon, The (Italy) (Disc 3)",SCES-23046,The Legend of Dragoon (Disc 3),
"Legend of Dragoon, The (Italy) (Disc 4)",SCES-33046,The Legend of Dragoon (Disc 4),
"Legend of Dragoon, The (Japan) (Demo 1)",PAPX-90091,The Legend of Dragoon (Demo 1),レジェンド・オブ・ドラグーン
"Legend of Dragoon, The (Japan) (Demo 2)",PCPX-96184,The Legend of Dragoon (Demo 2),レジェンド・オブ・ドラグーン
"Legend of Dragoon, The (Japan) (Demo 3)",PAPX-90103,The Legend of Dragoon (Demo 2),レジェンド・オブ・ドラグーン
"Legend of Dragoon, The (Japan) (Demo 3)",PAPX-90104,,
"Legend of Dragoon, The (Japan, Asia) (Disc 1)",SCPS-10119,The Legend of Dragoon (Disc 1),レジェンド・オブ・ドラグーン (DISC 1)
"Legend of Dragoon, The (Japan, Asia) (Disc 1)",SCPS-45461,The Legend of Dragoon,
"Legend of Dragoon, The (Japan, Asia) (Disc 2)",SCPS-10120,The Legend of Dragoon (Disc 2),レジェンド・オブ・ドラグーン (DISC 2)
"Legend of Dragoon, The (Japan, Asia) (Disc 2)",SCPS-45462,,
"Legend of Dragoon, The (Japan, Asia) (Disc 3)",SCPS-10121,The Legend of Dragoon (Disc 3),レジェンド・オブ・ドラグーン (DISC 3)
"Legend of Dragoon, The (Japan, Asia) (Disc 3)",SCPS-45463,,
"Legend of Dragoon, The (Japan, Asia) (Disc 4)",SCPS-10122,The Legend of Dragoon (Disc 4),レジェンド・オブ・ドラグーン (DISC 4)
"Legend of Dragoon, The (Japan, Asia) (Disc 4)",SCPS-45464,,
"Legend of Dragoon, The (Spain) (Disc 1)",SCES-03047,The Legend of Dragoon (Disc 1),The Legend of Dragoon - La Leyenda de los Dragoon (Disc 1)
"Legend of Dragoon, The (Spain) (Disc 2)",SCES-13047,The Legend of Dragoon (Disc 2),The Legend of Dragoon - La Leyenda de los Dragoon (Disc 2)
"Legend of Dragoon, The (Spain) (Disc 3)",SCES-23047,The Legend of Dragoon (Disc 3),The Legend of Dragoon - La Leyenda de los Dragoon (Disc 3)
"Legend of Dragoon, The (Spain) (Disc 4)",SCES-33047,The Legend of Dragoon (Disc 4),The Legend of Dragoon - La Leyenda de los Dragoon (Disc 4)
"Legend of Dragoon, The (USA) (Disc 1)",SCUS-94491,The Legend of Dragoon (Disc 1),
"Legend of Dragoon, The (USA) (Disc 2)",SCUS-94584,The Legend of Dragoon (Disc 2),
"Legend of Dragoon, The (USA) (Disc 3)",SCUS-94585,The Legend of Dragoon (Disc 3),
"Legend of Dragoon, The (USA) (Disc 4)",SCUS-94586,The Legend of Dragoon (Disc 4),
Legend of Foresia - La Contree Interdite (France),SLES-01273,Legend of Foresia - La Contree Interdite,
"Legend of Heroes I & II, The - Eiyuu Densetsu (Japan)",SLPS-01323,The Legend of Heroes I & II - Eiyuu Densetsu,Ｔｈｅ　Ｌｅｇｅｎｄ　ｏｆ　Ｈｅｒｏｅｓ　Ⅰ＆Ⅱ　～英雄伝説～
"Legend of Heroes III, The - Shiroki Majo - Mou Hitotsu no Eiyuu-tachi no Monogatari (Japan)",SLPS-01201,The Legend of Heroes III - Shiroki Majo - Mou Hitotsu no Eiyuu-tachi no Monogatari,Ｔｈｅ　Ｌｅｇｅｎｄ　ｏｆ　Ｈｅｒｏｅｓ　Ⅲ　白き魔女　もうひとつの英雄たちの物語
"Legend of Heroes IV, The - Akai Shizuku (Japan)",SLPS-01540,The Legend of Heroes IV - Akai Shizuku,Ｔｈｅ　Ｌｅｇｅｎｄ　ｏｆ　Ｈｅｒｏｅｓ　ＩＶ　朱紅い雫
"Legend of Kartia (Europe) (En,Fr,De)",SLES-01710,Legend of Kartia,
Legend of Legaia (Europe),SCES-01752,Legend of Legaia,
Legend of Legaia (France),SCES-01944,Legend of Legaia,
Legend of Legaia (Germany),SCES-01945,Legend of Legaia,
Legend of Legaia (Italy),SCES-01946,Legend of Legaia,
Legend of Legaia (Spain),SCES-01947,Legend of Legaia,
Legend of Legaia (USA),SCUS-94254,Legend of Legaia,
Legend of Legaia (USA) (Beta) (1998-11-16),SCPS-10059,Legaia Densetsu,レガイア伝説
Legend of Legaia (USA) (Demo),SCUS-94366,Legend of Legaia (Demo),
Legend of Mana (USA),SLUS-01013,Legend of Mana,
"Legend of Mulan (Europe) (En,Fr,De)",SLES-04145,Legend of Mulan,
"Legend of Pocahontas (Europe) (En,De,Nl)",SLES-02955,Legend of Pocahontas,
LEGO Eiland 2 - De Wraak van Dondersteen (Netherlands),SLES-03301,LEGO Eiland 2 - De Wraak van Dondersteen,
LEGO Insel 2 - Der Steinbrecher kehrt zurueck (Germany),SLES-03304,LEGO Insel 2 - Der Steinbrecher kehrt zurueck,
LEGO Island 2 - The Brickster's Revenge (Europe),SLES-03299,LEGO Island 2 - The Brickster's Revenge,
LEGO Island 2 - The Brickster's Revenge (Norway),SLES-03306,LEGO Island 2 - The Brickster's Revenge,
LEGO Island 2 - The Brickster's Revenge (Portugal),SLES-03309,LEGO Island 2 - The Brickster's Revenge,
LEGO Island 2 - The Brickster's Revenge (Spain),SLES-03307,LEGO Island 2 - The Brickster's Revenge,
LEGO Island 2 - The Brickster's Revenge (Sweden),SLES-03308,LEGO Island 2 - The Brickster's Revenge,
LEGO Island 2 - The Brickster's Revenge (USA),SLUS-01246,LEGO Island 2 - The Brickster's Revenge,
LEGO Isola 2 - La Rivincita del Briccone (Italy),SLES-03305,LEGO Isola 2 - La Rivincita del Briccone,
LEGO Oen 2 - Kim Cool's Haevn (Denmark),SLES-03300,LEGO Oen 2 - Kim Cool's Haevn,
"LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",SLES-01207,LEGO Racers,
"LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",SLUS-00581,LEGO Racers,
"LEGO Rock Raiders (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",SLES-01690,LEGO Rock Raiders,
"LEGO Rock Raiders (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi) (Rev 1)",SLES-01690,LEGO Rock Raiders,
LEGO Rock Raiders (USA),SLUS-00937,LEGO Rock Raiders,
"Lemmings & Oh No! More Lemmings (Europe) (En,Fr,De,Es,It)",SLES-01461,Lemmings & Oh No! More Lemmings,
Lemmings & Oh No! More Lemmings (USA),SLUS-00760,Lemmings & Oh No! More Lemmings,
Lethal Enforcers (Europe),SLES-00542,Lethal Enforcers,
Lethal Enforcers Deluxe Pack (Japan),SLPM-86025,Lethal Enforcers Deluxe Pack,リーサルエンフォーサーズ　デラックスパック
Lethal Enforcers I & II (USA),SLUS-00293,Lethal Enforcers I & II,
LiberoGrande (Europe),SCES-01430,LiberoGrande,
LiberoGrande (Europe) (Demo),SCED-01491,LiberoGrande (Demo),
LiberoGrande (Japan),SLPS-01681,LiberoGrande,リベログランデ
LiberoGrande (Japan) (Demo),SLPM-80340,LiberoGrande (Demo),リベログランデ
LiberoGrande 2 (Japan),SLPS-02950,Libero Grande 2,
"Liberogrande International (Europe) (En,Fr,De,Es,It)",SCES-03254,Liberogrande International,
"Liberogrande International (Europe) (En,Fr,De,Es,It) (Beta) (2001-01-10)",SCES-03254,Liberogrande International,
Lifeforce Tenka (Europe),SLES-00613,Lifeforce Tenka,
Lifeforce Tenka (Europe) (Demo),SLED-00690,Lifeforce Tenka (Demo),
Lifeforce Tenka (France),SLES-00614,Lifeforce Tenka,
Lifeforce Tenka (Germany),SLES-00615,Lifeforce Tenka,
Lifeforce Tenka (Italy),SLES-00616,Lifeforce Tenka,
Lifeforce Tenka (Spain),SLES-00617,Lifeforce Tenka,
LifeScape - Seimei 40-okunen Haruka na Tabi (Japan) (Disc 1) (Aquasphere),SLPS-00185,LifeScape - Seimei 40-okunen Haruka na Tabi (Disc 1) (Aquasphere),ライフスケイプ　～生命４０億年はるかな旅～
LifeScape - Seimei 40-okunen Haruka na Tabi (Japan) (Disc 2) (Landsphere),SLPS-00186,LifeScape - Seimei 40-okunen Haruka na Tabi (Disc 2) (Landsphere),ライフスケイプ　～生命４０億年はるかな旅～
LifeScape 2 - Body Bionics - Kyoui no Shouuchuu Jintai (Japan),SLPS-00629,LifeScape 2 - Body Bionics - Kyoui no Shouuchuu Jintai,ライフスケイプ２　ボディ・バイオニクス　～驚異の小宇宙・人体～
Light Fantasy Gaiden - Nya Nyan ga Nyan (Japan),SLPS-02336,Light Fantasy Gaiden - Nya Nyan ga Nyan,Ｌｉｇｈｔ　Ｆａｎｔａｓｙ　外伝　ニャニャンがニャン
Lightning Legend - Daigo no Daibouken (Japan),SLPM-86015,Lightning Legend - Daigo no Daibouken,ライトニングレジェンド　～大悟の大冒険～
Linda^3 Again (Japan),SCPS-10039,Linda^3 Again,リンダキューブ　アゲイン
Linda^3 Again (Japan) (Demo),PCPX-96083,Linda^3 Again (Demo),リンダキューブ　アゲイン
Linda^3 Again (Japan) (Rev 1),SCPS-10039,Linda^3 Again,リンダキューブ　アゲイン
Linda^3 Again (Japan) (Rev 1),SCPS-91142,,
Ling Rise (Japan),SLPS-01769,Ling Rise,リングライズ
"Lion and the King (Europe) (En,Fr,De)",SLES-02953,Lion and the King,
"Lion and the King 2 (Europe) (En,Fr,De)",SLES-04065,Lion and the King 2,
Liquid Books Adventure 2 - Amrita's Trees & Cerdito and the Coyote (USA),LSP-903112,,
Liquid Books Adventure 3 - Far-Fetched Frontier Tales (USA),LSP-903129,,
Liquid Books Adventure 4 - The Adventures of Adelita and Bo (USA),LSP-903136,Liquid Books Adventure 4 - The Adventures of Adelita and Bo,
Liquid Books Adventure 5 - Pop-Out Prose (USA),LSP-903143,Liquid Books Adventure 5 - Pop-Out Prose,
Liquid Books Adventure 6 - The Wandering Path (USA),LSP-905147,Liquid Books Adventure 6 - The Wandering Path,
"Little Big Adventure (Europe) (En,Fr,De,Es,It)",SLES-00698,Little Big Adventure,
Little Big Adventure (Japan),SLPS-00376,Little Big Adventure,リトルビッグアドベンチャー
Little Lovers - She So Game (Japan) (Disc 1),SLPM-86757,Little Lovers - She So Game (Disc 1),リトル・ラバーズ　～シー・ソ・ーゲーム～ (DISC 1)
Little Lovers - She So Game (Japan) (Disc 2),SLPM-86758,Little Lovers - She So Game (Disc 2),リトル・ラバーズ　～シー・ソ・ーゲーム～ (DISC 2)
Little Princess - Marl Oukoku no Ningyou-hime 2 (Japan),SLPS-02376,Little Princess - Marl Oukoku no Ningyou-hime 2,リトル・プリンセス　マール王国の人形姫２
Little Princess - Marl Oukoku no Ningyou-hime 2 (Japan) (Demo),SLPM-80492,Little Princess - Marl Oukoku no Ningyou-hime 2 (Demo),リトル・プリンセス　～マール王国の人形姫２～
Little Princess - Marl Oukoku no Ningyou-hime 2 (Japan) (Disc 1) (+1 Tasu Ichi),SLPS-03012,Little Princess - Marl Oukoku no Ningyou-hime 2 (Disc 1) (+1 Tasu Ichi),リトル・プリンセス　マール王国の人形姫２
Little Princess - Marl Oukoku no Ningyou-hime 2 (Japan) (Disc 1) (+1 Tasu Ichi),SLPS-91414,,
Little Princess - Marl Oukoku no Ningyou-hime 2 (Japan) (Disc 2) (+1 Tasu Ichi),SLPS-03013,Little Princess - Marl Oukoku no Ningyou-hime 2 (Disc 2) (+1 Tasu Ichi),リトル・プリンセス　マール王国の人形姫２
Live Wire! (Europe) (Demo),SLED-01561,Live Wire! (Demo),
"Live Wire! (Europe) (En,Fr,De,Es,It)",SLES-01332,Live Wire!,
"Livro da Selva, O - Uma Festa Divertida (Portugal)",SCES-03031,"Livro da Selva, O - Uma Festa Divertida",
LMA Manager (Europe),SLES-01016,LMA Manager,
LMA Manager 2001 (Europe),SLES-02975,LMA Manager 2001,
LMA Manager 2001 (Europe) (Beta) (2001-02-26),SLES-02975,LMA Manager 2001,
LMA Manager 2002 (Europe),SLES-03603,LMA Manager 2002,
LNF Stars 2001 (France),SLES-03064,LNF Stars 2001,
"Loaded (Europe) (En,Fr,De)",SLES-00013,Loaded,
"Loaded (Europe) (En,Fr,De)",SLES-00013,Loaded,
"Loaded (USA) (En,Fr)",SLUS-00076,Loaded,
Lode Runner - The Legend Returns (Japan),SLPS-00182,Lode Runner - The Legend Returns,ロードランナー　レジェンドリターンズ
Lode Runner (USA),SLUS-00557,Lode Runner,
Lode Runner Extra (Japan),SLPS-00641,Lode Runner Extra,ロードランナー・エクストラ
"Logic Mahjong Souryuu - Yonin Uchi, Sannin Uchi (Japan)",SLPS-02880,"Logic Mahjong Souryuu - Yonin Uchi, Sannin Uchi",ロジック麻雀　創龍　四人打ち・三人打ち
Logic Pro Adventure (Japan),SLPS-03011,Logic Pro Adventure,ロジックプロ・アドベンチャー
Logic Puzzle Rainbow Town (Japan),SLPS-00268,Logic Puzzle Rainbow Town,ロジック・パズル　レインボー・タウン
"Lomax (Europe) (En,Fr,De,Es,It)",SLES-00451,Lomax,
"Lomax (Europe) (En,Fr,De,Es,It) (Demo)",SLED-00516,Lomax (Demo),
Lomax (Japan),SLPS-00987,Lomax,ロマックス
London Racer (Europe),SLES-02694,London Racer,
London Racer II (Europe),SLES-03822,London Racer II,
London Seirei Tanteidan (Japan),SLPS-01787,London Seirei Tanteidan,倫敦精霊探偵団
Lone Soldier (Europe),SLES-00131,Lone Soldier,
Lone Soldier (Germany),SLES-00142,Lone Soldier,
Lone Soldier (Japan),SLPS-00322,Lone Soldier,ローンソルジャー
Lone Soldier + Actua Soccer + Total NBA '96 + Mickey's Wild Adventure + Thunderhawk 2 + Assault Rigs (France),SCES-00277,Lone Soldier + Actua Soccer + Total NBA '96 + Mickey's Wild Adventure + Thunderhawk 2 + Assault Rigs,
"Looney Tunes - Sheep Raider (USA) (En,Fr,Es,Pt)",SLUS-01369,Looney Tunes - Sheep Raider,
"Looney Tunes Racing (Europe) (En,Fr,De,Es,It)",SLES-03127,Looney Tunes Racing,
"Looney Tunes Racing (USA) (En,Fr,Es)",SLUS-01145,Looney Tunes Racing,
Lord Monarch - Shin Gaia Oukokuki (Japan),SLPS-01728,Lord Monarch - Shin Gaia Oukokuki,ロードモナーク新ガイア王国記
Lord Monarch - Shin Gaia Oukokuki (Japan) (Major Wave),SLPM-86524,Lord Monarch - Shin Gaia Oukokuki (Major Wave),ロードモナーク新ガイア王国記
Lord of Fist (Japan),SLPS-02168,Lord of Fist,ロード・オブ・フィスト
Lord of Fist (Japan) (Demo),SLPM-80405,Lord of Fist (Demo),ロード・オブ・フィスト
Lord of Monsters (Japan),SCPS-10086,Lord of Monsters,ロード　オブ　モンスターズ
Lord of Monsters (Japan) (Demo),PAPX-90081,Lord of Monsters (Demo),ロードオブモンスターズ
"Lord of the Jungle (Europe) (En,Fr,De,Nl)",SLES-02951,Lord of the Jungle,
Lost Children - The City of Lost Children (Japan),SLPS-00971,Lost Children - The City of Lost Children,ロス・トチルドレン
Lost Sword - Ushinawareta Seiken (Japan),SLPS-01307,Lost Sword - Ushinawareta Seiken,ロストソード　～失われた聖剣～
"Lost Vikings 2 - Norse by Norsewest (Europe) (En,Fr,De)",SLES-00057,Lost Vikings 2 - Norse by Norsewest,
"Lost World, The - Jurassic Park - Special Edition (USA)",SLUS-00515,The Lost World - Jurassic Park,
"Lost World, The - Jurassic Park (Europe) (En,Fr,De,Es,It,Nl,Sv)",SLES-00903,The Lost World - Jurassic Park,
"Lost World, The - Jurassic Park (Europe) (En,Fr,De,Es,It,Nl,Sv) (EDC)",SLES-00903,The Lost World - Jurassic Park,
"Lost World, The - Jurassic Park (Japan)",SLPS-01099,The Lost World - Jurassic Park,ロスト・ワールド　～ジュラシック・パーク～
"Lost World, The - Jurassic Park (USA)",SLUS-00515,The Lost World - Jurassic Park,
Louvre - A Maldicao (Portugal) (Disc 1),SLES-03159,Louvre - A Maldicao (Disc 1),
Louvre - A Maldicao (Portugal) (Disc 2),SLES-13159,Louvre - A Maldicao (Disc 2),
Louvre - La Maldicion Final (Spain) (Disc 1),SLES-03161,Louvre - La maldicion final (Disc 1),
Louvre - La Maldicion Final (Spain) (Disc 2),SLES-13161,Louvre - La maldicion final (Disc 2),
Louvre - La Maledizione Finale (Italy) (Disc 1),SLES-03160,Louvre - La Maledizione Finale (Disc 1),
Louvre - La Maledizione Finale (Italy) (Disc 2),SLES-13160,Louvre - La Maledizione Finale (Disc 2),
Louvre - L'Ultime Malediction (France) (Disc 1),SLES-03174,Louvre - L'Ultime Malediction (Disc 1),
Louvre - L'Ultime Malediction (France) (Disc 2),SLES-13174,Louvre - L'Ultime Malediction (Disc 2),
Louvre - The Final Curse (Europe) (Disc 1),SLES-03158,Louvre - The Final Curse (Disc 1),
Louvre - The Final Curse (Europe) (Disc 2),SLES-13158,Louvre - The Final Curse (Disc 2),
Love & Destroy (Japan),SCPS-10124,Love & Destroy,ラブアンドデストロイ
Love Game's - Wai Wai Tennis (Japan),SLPS-00686,Love Game's - Wai Wai Tennis,
Love Game's - Wai Wai Tennis (Japan) (Demo),PAPX-90014,Love Game's - Wai Wai Tennis (Demo),ラブ・ゲーム　わいわいテニス
Love Game's - Wai Wai Tennis (Japan) (Major Wave),SLPM-86541,Love Game's - Wai Wai Tennis (Major Wave),ラブ・ゲーム　～わいわいテニス～
Love Game's - Wai Wai Tennis (Japan) (Service Price-ban),SLPS-01647,Love Game's - Wai Wai Tennis (Service Price-ban),ラブ・ゲーム　～わいわいテニス～
Love Game's - Wai Wai Tennis 2 (Japan),SLPS-02510,Love Game's - Wai Wai Tennis 2,ラブゲームズワイワイテニス２
Love Game's - Wai Wai Tennis 2 (Japan) (Value 1500),SLPS-02983,Love Game's - Wai Wai Tennis 2 (Value 1500),ラブ・ゲームス　～わいわいテニス２～
Love Game's - Wai Wai Tennis Plus (Japan),SLPM-86899,Love Game's - Wai Wai Tennis Plus,ＬＯＶＥ　ＧＡＭＥ´Ｓ　わいわいテニス　プラス
Love Hina - Ai wa Kotoba no Naka ni (Japan),SLPM-86652,Love Hina - Ai wa Kotoba no Naka ni,ラブひな　愛は言葉の中に
Love Hina 2 - Kotoba wa Konayuki no You ni (Japan),SLPM-86677,Love Hina 2 - Kotoba wa Konayuki no You ni,ラブひな２　言葉は粉雪のように
Love Para - Lovely Tokyo Para-Para Musume (Japan),SLPS-03097,Love Para - Lovely Tokyo Para-Para Musume,ＬＯＶＥ★パラ　ラブリー東京パラパラ娘
Love Therapy (Japan),SLPS-01370,Love Therapy,ラヴ・セラピー
Love^2 Torokko (Japan),SLPS-02112,Love^2 Torokko,ラブ・ラブ　トロッコ
Love^2 Torokko (Japan) (Demo),SLPM-80414,Love^2 Torokko (Taikenban),ラブ・ラブ　トロッコ
LSD - Dream Emulator (Japan),SLPS-01556,LSD - Dream Emulator,ＬＳＤ
Lucifer Ring (Japan),SLPS-01784,Lucifer Ring,ルシファー・リング
Luciferd (Japan),SLPS-00811,Luciferd,ルシファード
"Lucky Luke - Western Fever (Europe) (En,Fr,De,Es,It,Nl)",SLES-03530,Lucky Luke - Western Fever,
"Lucky Luke (Europe) (En,Fr,De,Es)",SLES-00943,Lucky Luke,
Lucky Luke (Japan),SLPS-01674,Lucky Luke,ラッキー・ルーク
Lucky Luke (USA),SLUS-00719,Lucky Luke,
Luftwaffe - Deutsch Kuugun o Shiki seyo (Japan),SLPS-01832,Luftwaffe - Deutsch Kuugun o Shiki seyo,ルフトヴァッフェ　～ドイツ空軍を指揮せよ～
LuLu - Un Conte Interactif de Romain Victor-Pujebet (Japan),SLPS-00560,LuLu - Un Conte Interactif de Romain Victor-Pujebet,ルル
Lunar - Silver Star Story (Japan) (Demo),SLPM-80250,Lunar - Silver Star Story (Tentou Taikenban Disc),
"Lunar - Silver Star Story (Japan, Asia) (Disc 1)",SLPS-01397,,
"Lunar - Silver Star Story (Japan, Asia) (Disc 1)",SCPS-45249,Lunar - Silver Star Story (Disc 1),ルナ　シルバースターストーリー (Disc 1)
"Lunar - Silver Star Story (Japan, Asia) (Disc 1)",SLPS-91129,,
"Lunar - Silver Star Story (Japan, Asia) (Disc 2)",SLPS-01398,,
"Lunar - Silver Star Story (Japan, Asia) (Disc 2)",SCPS-45250,Lunar - Silver Star Story (Disc 2),ルナ　シルバースターストーリー (Disc 2)
"Lunar - Silver Star Story (Japan, Asia) (Disc 2)",SLPS-91130,,
Lunar - Silver Star Story Complete (USA) (Demo),SLUS-90055,Lunar - Silver Star Story Complete (Demo),
Lunar - Silver Star Story Complete (USA) (Disc 1),SLUS-00628,Lunar - Silver Star Story Complete (Disc 1),
Lunar - Silver Star Story Complete (USA) (Disc 2),SLUS-00899,Lunar - Silver Star Story Complete (Disc 2),
Lunar - Silver Star Story Complete (USA) (The Making of),SLUS-00921,Lunar - Silver Star Story Complete (The Making of),
Lunar 2 - Eternal Blue (Japan) (Demo),SLPM-80419,Lunar 2 - Eternal Blue (Demo),ルナ２　～エターナル・ブルー～
Lunar 2 - Eternal Blue (Japan) (Disc 1),SLPS-02081,Lunar 2 - Eternal Blue (Disc 1),ルナ２　エターナル・ブルー (DISC 1)
Lunar 2 - Eternal Blue (Japan) (Disc 2),SLPS-02082,Lunar 2 - Eternal Blue (Disc 2),ルナ２　エターナル・ブルー (DISC 2)
Lunar 2 - Eternal Blue (Japan) (Disc 3),SLPS-02083,Lunar 2 - Eternal Blue (Disc 3),ルナ２　エターナル・ブルー (DISC 3)
Lunar 2 - Eternal Blue Complete (USA) (Demo),SLUS-90083,Lunar 2 - Eternal Blue Complete (Demo),
Lunar 2 - Eternal Blue Complete (USA) (Disc 1),SLUS-01071,Lunar 2 - Eternal Blue Complete (Disc 1),
Lunar 2 - Eternal Blue Complete (USA) (Disc 2),SLUS-01239,Lunar 2 - Eternal Blue Complete (Disc 2),
Lunar 2 - Eternal Blue Complete (USA) (Disc 3),SLUS-01240,Lunar 2 - Eternal Blue Complete (Disc 3),
Lunar 2 - Eternal Blue Complete (USA) (The Making of),SLUS-01257,Lunar 2 - Eternal Blue Complete (The Making of),
Lunar Wing - Toki o Koeta Seisen (Japan),SLPM-86777,Lunar Wing - Toki o Koeta Seisen,ルナ・ウィング　時を超えた聖戦
Lunatic Dawn - Odyssey (Japan),SLPS-02420,Lunatic Dawn - Odyssey,ルナティックドーン　オデッセイ
Lunatic Dawn III & Susume! Kaizoku Promotion Disc (Japan),SLPM-80353,Lunatic Dawn III & Susume! Kaizoku Promotion Disc,ルナティックドーンⅢ＆進め！海賊
Lunatic Dawn III (Japan),SLPS-01749,Lunatic Dawn III,ルナティックドーンⅢ
Lunatic Dawn III (Japan),SLPS-02537,,
Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 1),SLPS-91060,Lupin 3sei - Cagliostro no Shiro - Saikai (Disc 1),ルパン三世　カリオストロの城　再会 (DISC 1)
Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 2),SLPS-91061,Lupin 3sei - Cagliostro no Shiro - Saikai (Disc 2),ルパン三世　カリオストロの城　再会 (DISC 2)
Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 3),SLPS-91062,Lupin 3sei - Cagliostro no Shiro - Saikai (Disc 3),ルパン三世　カリオストロの城　再会 (DISC 3)
