redump_name,serial,name,localizedName
"Kirikou (Europe) (En,Fr,De)",SLES-03676,Kirikou,
"Kirikou (Europe) (Es,It,Pt)",SLES-03677,Kirikou,
Kisha de Go! (Japan),SLPM-86449,Kisha de Go!,汽車でＧＯ！
"KISS Pinball (Europe) (En,Fr,De)",SLES-03211,KISS Pinball,
KISS Pinball (USA),SLUS-01366,KISS Pinball,
Kita Denshi - Virtua Pachi-Slot (Japan),SLPS-01821,Kita Denshi - Virtua Pachi-Slot,北電子　～バーチャ・パチスロ～
Kita Denshi - Virtua Pachi-Slot 2 (Japan),SLPS-02746,Kita Denshi - Virtua Pachi-Slot 2,北電子　～バーチャ・パチスロ２～
Kitchen Panic (Japan),SLPS-01395,Kitchen Panic,キッチンぱにっく
Kitty the Kool! Kabuki de Tanoshiku Odotte ne!! (Japan),SLPS-01566,Kitty the Kool! Kabuki de Tanoshiku Odotte Ne!!,キティ・ザ・クール！　カブキでたのしくおどってね！！
Kiwame Daidougi - Tsumuya Tsumazaruya (Japan),SLPS-00379,Kiwame Daidougi - Tsumuya Tsumazaruya,極　大道棋　～詰むや詰まざるや～
Kiwame Daidougi (Japan) (Major Wave),SLPM-87019,Kiwame Daidougi (Major Wave),極　大道棋
Kizuna toyuu Na no Pendant with Toybox Stories (Japan) (Disc 1),SLPS-02681,Kizuna toyuu Na no Pendant with Toybox Stories (Disc 1),絆という名のペンダントｗｉｔｈ　ＴＯＹＢＯＸストーリーズ (DISC 1)
Kizuna toyuu Na no Pendant with Toybox Stories (Japan) (Disc 2),SLPS-02682,Kizuna toyuu Na no Pendant with Toybox Stories (Disc 2),絆という名のペンダントｗｉｔｈ　ＴＯＹＢＯＸストーリーズ (DISC 2)
KKND Krossfire (Europe),SLES-01246,KKND Krossfire,
KKND Krossfire (France),SLES-01616,KKND Krossfire,
KKND Krossfire (Germany),SLES-01617,KKND Krossfire,
Klaymen Gun-Hockey (Japan),SLPS-02424,Klaymen Gun-Hockey,クライマングンホッケー
Klaymen Klaymen - Neverhood no Nazo (Japan),SLPS-01365,Klaymen Klaymen - Neverhood no Nazo,クレイマン・クレイマン　～ネバーフッドの謎～
Klaymen Klaymen - Neverhood no Nazo (Japan),SLPS-91116,,
Klaymen Klaymen 2 - Skullmonkey no Gyakushuu (Japan),SLPS-01501,Klaymen Klaymen 2 - Skullmonkey no Gyakushuu,クレイマン・クレイマン２　～スカルモンキーのぎゃくしゅう～
Klaymen Klaymen 2 - Skullmonkey no Gyakushuu (Japan),SLPS-02147,,
Klaymen Series (Japan) (Demo),PAPX-90053,Klaymen Series (Demo),「クレイマン」シリーズ
Klonoa - Door to Phantomile (Europe),SCES-00942,Klonoa - Door to Phantomile,
Klonoa - Door to Phantomile (France),SCES-01185,Klonoa - Door to Phantomile,
Klonoa - Door to Phantomile (Germany),SCES-01186,Klonoa - Door to Phantomile,
Klonoa - Door to Phantomile (Italy),SCES-01187,Klonoa - Door to Phantomile,
Klonoa - Door to Phantomile (Spain),SCES-01188,Klonoa - Door to Phantomile,
Klonoa - Door to Phantomile (USA),SLUS-00585,Klonoa - Door to Phantomile,
Klonoa Beach Volley - Saikyou Team Kettei-sen! (Japan),SLPS-03433,Klonoa Beach Volley - Saikyou Team Kettei-sen!,クロノアビーチバレー　最強チーム決定戦！
"Klonoa Beach Volleyball (Europe) (En,Fr,De,Es,It)",SCES-03922,Klonoa Beach Volleyball,
Knight & Baby (Japan),SLPS-01531,Knight & Baby,ナイト＆ベイビー
Knockout Kings (USA),SLUS-00737,Knockout Kings,
Knockout Kings 2000 (Europe),SLES-02322,Knockout Kings 2000,
Knockout Kings 2000 (France),SLES-02323,Knockout Kings 2000,
Knockout Kings 2000 (USA),SLUS-00993,Knockout Kings 2000,
Knockout Kings 2001 (Europe),SLES-03121,Knockout Kings 2001,
Knockout Kings 2001 (France),SLES-03122,Knockout Kings 2001,
Knockout Kings 2001 (USA),SLUS-01269,Knockout Kings 2001,
Knockout Kings 99 (Europe),SLES-01448,Knockout Kings 99,
Knockout Kings 99 (France),SLES-01450,Knockout Kings 99,
Kochira Katsushika-ku Kameari Kouen-mae Hashutsujo - High-Tech Buil Shinkou Soshi Sakusen! no Maki (Japan),SLPS-00922,Kochira Katsushika-ku Kameari Kouen Mae Hashutsujo - High-Tech Buil Shinkou Soshi Sakusen! no Maki,
Kogepan - Pan mo Game o Yarurashii... (Japan),SLPS-03499,Kogepan - Pan mo Game o Yarurashii...,こげぱん　パンもゲームをやるらしい…
Koguma-chan no Daibouken (Japan),SLPM-80195,Koguma-chan no Daibouken,こぐまちゃんのだいぼうけん
Koiyohou (Japan),SLPM-86847,Koiyohou,恋よほう
Kojima Takeo - Mahjong Teiou (Japan),SLPS-00362,Kojima Takeo - Mahjong Teiou,小島武夫　麻雀帝王
Kojin Kyouju - La Lecon Particuliere (Japan),SLPS-01354,Kojin Kyouju - La Lecon Particuliere,個人教授
Kojin Kyouju - La Lecon Particuliere (Japan) (Demo),SLPM-80204,Kojin Kyouju - La Lecon Particuliere (Demo),個人教授　－Ｌａ　Ｌｅｃｏｎ　Ｐａｒｔｉｃｕｌｉｅｒｅ－
Koko Hore! Pukka (Japan),SCPS-10133,Koko Hore! Pukka,ここ掘れ！プッカ
Kokumeikan (Japan),SLPS-00249,Kokumeikan,刻命館
Kokumeikan (Japan) (Rev 1),SLPS-91033,Kokumeikan,刻命館
Komotchi (Japan),SLPS-03121,Komotchi,こもっち
Konami 80's Arcade Gallery (Japan),SLPM-86228,Konami 80's Arcade Gallery,コナミ８０＇ｓ　アーケードギャラリー
Konami Antiques - MSX Collection Vol. 1 (Japan),SLPM-86052,Konami Antiques - MSX Collection Vol. 1,コナミアンティークス　ＭＳＸコレクション　Ｖｏｌ．１
Konami Antiques - MSX Collection Vol. 2 (Japan),SLPM-86062,Konami Antiques - MSX Collection Vol. 2,コナミアンティークス　ＭＳＸコレクション　Ｖｏｌ．２
"Konami Antiques - MSX Collection Vol. 3 (Japan, Asia)",SLPM-86072,,
"Konami Antiques - MSX Collection Vol. 3 (Japan, Asia)",SCPS-45205,Konami Antiques - MSX Collection Vol. 3,コナミアンティークス　ＭＳＸコレクション　Ｖｏｌ．３
Konami Arcade Classics (USA),SLUS-00945,Konami Arcade Classics,
Konami Best Collection - '96 Fuyu-'97 Haru-ban (Japan),SLPM-80081,Konami Best Collection - '96 Fuyu-'97 Haru-ban,コナミベストコレクション　’９６冬　～　＇９７夏版
Konami Open Golf (Europe),SLES-00337,Konami Open Golf,
Koneko mo Issho (Japan),SCPS-10127,Koneko mo Issho,こねこもいっしょ
Konohana - TrueReport (Japan),SLPM-86791,Konohana - TrueReport,此花　トゥルーリポート
Konohana - TrueReport (Japan),SLPM-87075,,
Kon'ya mo Dorubako!! (Japan),SLPS-01894,Kon'ya mo Dorubako!!,今夜も千両（ドル）箱！！
Kon'ya mo Dorubako!! 2000 (Japan),SLPS-02547,Kon'ya mo Dorubako!! 2000,今夜も千両箱！！２０００
Kon'ya mo Dorubako!! 2001 (Japan),SLPS-03328,Kon'ya mo Dorubako!! 2001,今夜も千両箱！！　２００１
KoroKoro Post nin (Japan),SLPS-03479,KoroKoro Post nin,コロコロポストニン
Kosodate Quiz Motto My Angel (Japan),SLPS-01885,Kosodate Quiz Motto My Angel,子育て・クイズ　～もっと・マイエンジェル～
Kosodate Quiz My Angel (Japan),SLPS-00970,Kosodate Quiz My Angel,子育てクイズ　マイエンジェル
Kosodate Quiz My Angel (Japan) (Rev 1),SLPS-00970,Kosodate Quiz My Angel,子育てクイズ　マイエンジェル
Koten Tsumego-shuu - Shijin no Maki (Japan),SLPS-00159,Koten Tsumego Shuu - Shijin no Maki (aka Koten Tsumego Shuu - Shijin no Maki / Shikami no Maki / Koten Tsugoshuu - Shijin no Kan),
Koten Tsumego-shuu - Shijin no Maki (Japan),SLPS-02593,Koten Tsumego Shuu - Shijin no Maki,
Kotobuki Grand Prix - Mezase! Genchari King (Japan),SLPS-01941,,
Kotobuki Grand Prix - Mezase! Genchari King (Japan),SLPM-86926,Kotobuki Grand Prix - Mezase! Genchari King,ことぶきグランプリ　～めざせ！原チャリキング～
Kotobuki Grand Prix (Europe),SLES-04007,Kotobuki Grand Prix,
Koudelka (Europe) (Disc 1),SLES-02897,Koudelka (Disc 1),
Koudelka (Europe) (Disc 2),SLES-12897,Koudelka (Disc 2),
Koudelka (Europe) (Disc 3),SLES-22897,Koudelka (Disc 3),
Koudelka (Europe) (Disc 4),SLES-32897,Koudelka (Disc 4),
Koudelka (France) (Disc 1),SLES-02898,Koudelka (Disc 1),
Koudelka (France) (Disc 2),SLES-12898,Koudelka (Disc 2),
Koudelka (France) (Disc 3),SLES-22898,Koudelka (Disc 3),
Koudelka (France) (Disc 4),SLES-32898,Koudelka (Disc 4),
Koudelka (Germany) (Disc 1),SLES-02899,Koudelka (Disc 1),
Koudelka (Germany) (Disc 2),SLES-12899,Koudelka (Disc 2),
Koudelka (Germany) (Disc 3),SLES-22899,Koudelka (Disc 3),
Koudelka (Germany) (Disc 4),SLES-32899,Koudelka (Disc 4),
Koudelka (Italy) (Disc 1),SLES-02900,Koudelka (Disc 1),
Koudelka (Italy) (Disc 2),SLES-12900,Koudelka (Disc 2),
Koudelka (Italy) (Disc 3),SLES-22900,Koudelka (Disc 3),
Koudelka (Italy) (Disc 4),SLES-32900,Koudelka (Disc 4),
Koudelka (Japan) (Demo 1),SLPM-80489,Koudelka (Promotion-ban),クーデルカ
Koudelka (Japan) (Demo 2),SLPM-80490,Koudelka (Taikenban),クーデルカ
Koudelka (Japan) (Disc 1),SLPS-02460,Koudelka (Disc 1),クーデルカ (DISC 1)
Koudelka (Japan) (Disc 2),SLPS-02461,Koudelka (Disc 2),クーデルカ (DISC 2)
Koudelka (Japan) (Disc 3),SLPS-02462,Koudelka (Disc 3),クーデルカ (DISC 3)
Koudelka (Japan) (Disc 4),SLPS-02463,Koudelka (Disc 4),クーデルカ (DISC 4)
Koudelka (Spain) (Disc 1),SLES-02901,Koudelka (Disc 1),
Koudelka (Spain) (Disc 2),SLES-12901,Koudelka (Disc 2),
Koudelka (Spain) (Disc 3),SLES-22901,Koudelka (Disc 3),
Koudelka (Spain) (Disc 4),SLES-32901,Koudelka (Disc 4),
Koudelka (USA) (Disc 1),SLUS-01051,Koudelka (Disc 1),
Koudelka (USA) (Disc 2),SLUS-01100,Koudelka (Disc 2),
Koudelka (USA) (Disc 3),SLUS-01101,Koudelka (Disc 3),
Koudelka (USA) (Disc 4),SLUS-01102,Koudelka (Disc 4),
Kougien CD-ROM 2000-nen Natsu-ban (Japan),SLPM-80567,Kougien CD-ROM 2000-nen Natsu-ban,広技苑　ＣＤ－ＲＯＭ２０００年夏版
Koukai Sarenakatta Shuki (Japan),SLPS-00684,Koukai Sarenakatta Shuki,公開されなかった手記
Koukaku Kidoutai - Ghost in the Shell (Japan),SCPS-10043,Koukaku Kidoutai - Ghost in the Shell,攻殻機動隊　ＧＨＯＳＴ　ＩＮ　ＴＨＥ　ＳＨＥＬＬ
Koukaku Kidoutai - Ghost in the Shell (Japan) (Demo 1),PCPX-96068,Koukaku Kidoutai - Ghost in the Shell (Demo 1),攻殻機動隊　ＧＨＯＳＴ　ＩＮ　ＴＨＥ　ＳＨＥＬＬ
Koukaku Kidoutai - Ghost in the Shell (Japan) (Demo 2),PAPX-90020,Koukaku Kidoutai - Ghost in the Shell (Demo 2),攻殻機動隊　－ＧＨＯＳＴ　ＩＮ　ＴＨＥ　ＳＨＥＬＬ－
Koukidou Gensou - Gunparade March (Japan),SCPS-10136,Koukidou Gensou - Gunparade March,高機動幻想　ガンパレード・マーチ
Kouklotheatro - Yuukyuu no Hitomi (Japan),SLPS-03283,Kouklotheatro - Yuukyuu no Hitomi,ククロセアトロ　～悠久の瞳～
Koukyaku Kikou Shidan - Bein Panzer (Japan),SCPS-10137,Koukyaku Kikou Shidan - Bein Panzer,甲脚機甲師団・バインパンツァー
Kouni Shougun (Japan),SLPS-02955,Kouni Shougun,高２→将軍
Kouryuu Sangoku Engi (Japan),SLPS-00577,Kouryuu Sangoku Engi,皇龍三國演義
Kouryuuki (Japan),SLPS-01338,Kouryuuki,項劉記
Koushien V (Japan),SLPS-00729,Koushien V,甲子園Ⅴ
Koutetsu Reiiki - Steeldom (Japan),SLPS-00431,Koutetsu Reiiki - Steeldom,鋼鉄霊域（スティールダム）
Kouyasai - A Sherd of Youthful Memories (Japan),SLPS-01775,Kouyasai - A Sherd of Youthful Memories,後夜祭　－ａ　ｓｈｅｒｄ　ｏｆ　ｙｏｕｔｈｆｕｌ　ｍｅｍｏｒｉｅｓ－
Kouyasai - A Sherd of Youthful Memories (Japan) (Demo),SLPM-80420,Kouyasai - A Sherd of Youthful Memories (Demo),後夜祭　－ａ　ｓｈｅｒｄ　ｏｆ　ｙｏｕｔｈｆｕｌ　ｍｅｍｏｒｉｅｓ－
Kowai Shashin - Shinrei Shashin Kitan (Japan),SLPS-03454,Kowai Shashin - Shinrei Shashin Kitan,コワイ　シャシン　～心霊写真奇譚～
Kowloon-jou (Japan),SLPS-03063,Kowloon-jou,九龍城
Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 1) (Byakko),SLPS-00706,Kowloon's Gate - Kowloon Feng Shui Den,
Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 1) (Byakko) (Artdink Best Choice),SLPS-02975,Kowloon's Gate - Kowloon Feng Shui Den [Artdink Best Choice],
Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 2) (Genbu),SLPS-00707,,
Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 2) (Genbu) (Artdink Best Choice),SLPS-02976,,
Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 3) (Suzaku),SLPS-00708,,
Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 3) (Suzaku) (Artdink Best Choice),SLPS-02977,,
Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 4) (Seiryuu),SLPS-00709,,
Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 4) (Seiryuu) (Artdink Best Choice),SLPS-02978,,
"Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 1) (Byakko) (Shokai Genteiban)",SLPS-00669,,
"Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 1) (Byakko) (Shokai Genteiban)",SCPS-45014,Kowloon's Gate - Kowloon Fuusuiden (Disc 1) (Byakko),
"Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 2) (Genbu) (Shokai Genteiban)",SLPS-00670,,
"Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 2) (Genbu) (Shokai Genteiban)",SCPS-45015,Kowloon's Gate - Kowloon Fuusuiden (Disc 2) (Genbu),
"Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 3) (Suzaku) (Shokai Genteiban)",SLPS-00671,,
"Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 3) (Suzaku) (Shokai Genteiban)",SCPS-45016,Kowloon's Gate - Kowloon Fuusuiden (Disc 3) (Suzaku),
"Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 4) (Seiryuu) (Shokai Genteiban)",SLPS-00672,,
"Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 4) (Seiryuu) (Shokai Genteiban)",SCPS-45017,Kowloon's Gate - Kowloon Fuusuiden (Disc 4) (Seiryuu),
Kowloon's Gate (Japan) (Demo),SLPM-80047,Kowloon's Gate (Demo),クーロンズ・ゲート
Kowloon's Gate (Japan) (Special Disc),SLPM-80080,Kowloon's Gate (Special Disc),クーロンズ・ゲート
Krazy Ivan (Europe),SLES-00084,Krazy Ivan,
Krazy Ivan (France),SLES-00128,Krazy Ivan,
Krazy Ivan (Germany),SLES-00127,Krazy Ivan,
Krazy Ivan (Italy),SLES-00125,Krazy Ivan,
Krazy Ivan (Japan),SLPS-00492,Krazy Ivan,クレイジー　イワン
Krazy Ivan (Spain),SLES-00126,Krazy Ivan,
Krazy Ivan (USA),SCUS-94303,Krazy Ivan,
Kula World (Europe),SCES-01000,Kula World,
KulaQuest (Japan),SCPS-10064,KulaQuest,クーラクエスト
KulaQuest (Japan) (Demo),PCPX-96121,KulaQuest (Demo),クーラクエスト
Kuma no Pooh-tarou - Sora wa Pink da! Zen'in Shuugou!! (Japan),SLPS-00115,Kuma no Pooh-tarou - Sora wa Pink da! Zen'in Shuugou!!,クマのプー太郎 空はピンクだ！全員集合！！
Kumitate Battle Kuttu Ketto (Japan),SLPS-01208,Kumitate Battle Kuttu Ketto,組み立てバトル　くっつけっと
Kunoichi Torimonochou (Japan),SLPS-01773,Kunoichi Torimonochou,くのいち捕物帖
Kuon no Kizuna (Japan),SLPS-01676,Kuon no Kizuna,久遠の絆
Kurashi Iki! Iki! PlayStation Welcome Disc (Japan),PAPX-90045,Kurashi Iki! Iki! PlayStation Welcome Disc,暮らし　イキ！イキ！　ＰｌａｙＳｔａｔｉｏｎ　ウェルカムディスク
Kuro no Juusan (Japan),SLPS-00505,Kuro no Juusan,黒ノ十三
Kuro no Juusan (Japan),SLPS-02811,,
Kuro no Ken - Blade of the Darkness (Japan),SLPS-01030,Kuro no Ken - Blade of the Darkness,黒の剣～Ｂｌａｄｅ　ｏｆ　ｔｈｅ　Ｄａｒｋｎｅｓｓ～
Kuroi Hitomi no Noir - Cielgris Fantasm (Japan),SLPS-01450,Kuroi Hitomi no Noir - Cielgris Fantasm,黒い瞳のノア　～Ｃｉｅｌｇｒｉｓ　Ｆａｎｔａｓｍ～
Kurt Warner's Arena Football Unleashed (USA),SLUS-01125,Kurt Warner's Arena Football Unleashed,
Kuru Kuru Cube (Japan),SLPM-86634,Kuru Kuru Cube,くるくるきゅーぶ
Kuru Kuru Maru Maru (Japan),SLPM-86785,Kuru Kuru Maru Maru,くるくるまるまる
Kuru Kuru Panic (Japan),SLPS-00651,Kuru Kuru Panic,くるくるぱにっく
Kuru Kuru Twinkle - Onegai Ohoshi-sama (Japan),SLPS-00432,Kuru Kuru Twinkle - Onegai Ohoshi-sama,くるくるトゥインクル　～おねがいおほしさま～
Kurumi Miracle (Japan),SLPS-00786,Kurumi Miracle,くるみミラクル
Kururin Pa! (Japan),SLPS-00066,Kururin Pa!,くるりんＰＡ！
"Kurushi (Europe) (En,Fr,De,Es,It)",SCES-00866,Kurushi,
Kurushi Final (Europe),SCES-02009,Kurushi Final,
Kurushi Final (France),SCES-02010,Kurushi Final,Kurushi Final - Musclez Votre Cerveau
Kurushi Final (Germany),SCES-02011,Kurushi Final,Kurushi Final - Das Ultimative Puzzle
Kurushi Final (Italy),SCES-02012,Kurushi Final,
Kurushi Final (Spain),SCES-02013,Kurushi Final,Kurushi Final - El Rompecabezas Elevado al Cubo
Kuubo Senki (Japan),SLPS-01854,Kuubo Senki,空母戦記
Kyaiin no Tanoshi Mail - PS. I Love You (Japan),SLPM-86447,Kyaiin no Tanoshi Mail - PS. I Love You,キャイーンのたのしメール　ＰＳ．Ｉ　ＬＯＶＥ　ＹＯＵ
Kyoro-chan no Prikura Daisakusen (Japan),SLPS-01692,Kyoro-chan no Prikura Daisakusen,キョロちゃんのプリクラ大作戦
Kyoto Maiko Monogatari (Japan),SLPS-03193,Kyoto Maiko Monogatari,京都舞妓物語
Kyoufu Shinbun (Japan),SLPS-00503,Kyoufu Shinbun,恐怖新聞
Kyousouba Ikusei Simulation - Derby Stallion (Japan),SLPS-00777,Kyousouba Ikusei Simulation - Derby Stallion,競走馬育成シミュレーション　ダービースタリオン
Kyousouba Ikusei Simulation - Derby Stallion (Japan) (Rev 1),SLPS-00777,Kyousouba Ikusei Simulation - Derby Stallion,競走馬育成シミュレーション　ダービースタリオン
Kyousouba Ikusei Simulation - Derby Stallion 99 (Japan),SLPS-02299,Kyousouba Ikusei Simulation - Derby Stallion 99,競走馬育成シミュレーション　ダービースタリオン９９
Kyoutei Wars Makuru 6 (Japan),SLPS-03451,Kyoutei Wars Makuru 6,競艇ＷＡＲＳ　マクル６
Kyuiin (Japan),SLPS-00214,Kyuiin,キュイーン
Kyuiin (Japan),SLPS-02628,Kyuin [Best of the Best],
Kyuu-bakku (Japan),SLPS-00622,Kyuu Bakukku,
Kyuukyoku no Soukoban (Japan),SLPS-00475,Kyuukyoku no Soukoban,究極の倉庫番　あなどれないパズルと涙のストーリー
Kyuutenkai (Japan),SLPS-00031,Kyuutenkai,球転界
L no Kisetsu - A Piece of Memories (Japan),SLPS-02204,L no Kisetsu - A Piece of Memories,Ｌの季節　－Ａ　ｐｉｅｃｅ　ｏｆ　ｍｅｍｏｒｉｅｓ－
L no Kisetsu - A Piece of Memories (Japan) (Shokai Genteiban),SLPS-02203,L no Kisetsu - A Piece of Memories (Shokai Genteiban),Ｌの季節　－Ａ　ｐｉｅｃｅ　ｏｆ　ｍｅｍｏｒｉｅｓ－
Lady Maid (Japan),SLPM-87157,Lady Maid,れでぃ・めいど
Lagnacure (Japan) (Artdink Best Choice),SLPS-02833,Lagnacure (Artdink Best Choice),ラグナキュール
"Lagnacure (Japan, Asia)",SLPS-01009,,
"Lagnacure (Japan, Asia)",SCPS-45120,Lagnacure,ラグナキュール
Lagnacure Legend (Japan),SLPS-02832,Lagnacure Legend,ラグナキュール　レジェンド
Lake Masters (Japan),SLPS-00408,Lake Masters,レイク・マスターズ
Lake Masters (Japan),SLPS-01608,,
Lake Masters 2 - Bass Fishing in Japan (Japan),SLPS-01342,Lake Masters 2 - Bass Fishing in Japan,レイクマスターズ２　～バスフィッシング・イン・ジャパン～
Lake Masters 2 - Bass Fishing in Japan (Japan) (Fukkokuban),SLPS-02069,Lake Masters 2 - Bass Fishing in Japan (Fukkokuban),レイクマスターズ２　バスフィッシング　イン　ジャパン
Lake Masters Pro - Nihon Juudan Kuromasu Kikou (Japan),SLPS-02177,Lake Masters Pro - Nihon Juudan Kuromasu Kikou,レイク・マスターズ　ＰＲＯ　～日本縦断黒鱒紀行～
Lake Masters Pro - Nihon Juudan Kuromasu Kikou (Japan),SLPS-91420,,
Lalala PlayStation Trial Disc - 1998 Summer (Japan),PAPX-90052,Lalala PlayStation Trial Disc - 1998 Summer,ラララ　プレイステーション　ＴＲＩＡＬ　ＤＩＳＣ　－１９９８　ＳＵＭＭＥＲ－
"Land Before Time, The - Big Water Adventure (Europe)",SLES-04055,The Land Before Time - Big Water Adventure,
"Land Before Time, The - Big Water Adventure (USA)",SLUS-01481,The Land Before Time - Big Water Adventure,
"Land Before Time, The - Great Valley Racing Adventure (USA)",SLUS-01213,The Land Before Time - Great Valley Racing Adventure,
"Land Before Time, The - Racing Adventure (Europe) (En,Fr,De,Es,It)",SLES-03448,The Land Before Time - Racing Adventure,
"Land Before Time, The - Return to the Great Valley (Europe)",SLES-02981,The Land Before Time - Return to the Great Valley,
"Land Before Time, The - Return to the Great Valley (USA)",SLUS-01043,The Land Before Time - Return to the Great Valley,
Land Maker (Europe),SLES-02682,Land Maker,
Land Maker (Japan),SLPM-86394,Land Maker,ランド・メーカー
Langrisser I & II (Japan),SLPS-00897,,
Langrisser I & II (Japan),SLPM-86798,Langrisser I & II,ラングリッサー　Ⅰ＆Ⅱ
Langrisser I & II (Japan),SLPS-01822,,
Langrisser I & II (Japan) (Shokai Gentei Special Package),SLPS-00896,Langrisser I & II (Shokai Gentei Special Package),ラングリッサー　Ⅰ＆Ⅱ
Langrisser IV & V - Final Edition (Japan) (Disc 1) (Langrisser IV Disc),SLPS-01818,Langrisser IV & V - Final Edition (Disc 1) (Langrisser IV Disc),ラングリッサー４＆５　ファイナルエディション
Langrisser IV & V - Final Edition (Japan) (Disc 2) (Langrisser V Disc),SLPS-01819,Langrisser IV & V - Final Edition (Disc 2) (Langrisser V Disc),ラングリッサー４＆５　ファイナルエディション
"Largo Winch - Commando SAR (Europe) (En,De,Es,It)",SLES-03688,Largo Winch - Commando SAR,
Largo Winch - Commando SAR (France),SLES-03687,Largo Winch - Commando SAR,
Largo Winch - Commando SAR (USA),SLUS-01441,Largo Winch - Commando SAR,
Las Vegas Dream 2 (Japan),SLPS-00732,Las Vegas Dream 2,ラス・ベガス・ドリーム２
Laser Clean (USA) (Unl),PSXCDCLEAN,,
"Last Report, The (Europe) (De,Nl)",SLES-00020,The Last Report,
"Last Report, The (Europe) (En,De) (Demo)",SLED-01365,The Last Report (Demo),
"Last Report, The (Europe) (En,Fr)",SLES-00889,The Last Report,
"Last Report, The (Europe) (Es,It)",SLES-00029,The Last Report,
"Last Report, The (Japan)",SLPS-00923,The Last Report,ラストレポート
Lattice - 200EC7 (Japan),SLPM-86491,Lattice - 200EC7,ラティス　－２００ＥＣ７－
Le Concert - ff - Fortissimo (Japan),SLPS-02344,Le Concert - ff - Fortissimo,ル　コンチェルト　ｆｆ　フォルティシモ
Le Concert - ff - Fortissimo (Japan),SLPS-02926,,
Le Concert - pp - Pianissimo (Japan),SLPS-02343,Le Concert - pp - Pianissimo,ル　コンチェルト　ｐｐ　ピアニシモ
Le Concert - pp - Pianissimo (Japan),SLPS-02925,,
"Le Mans 24 Hours (Europe) (En,Fr,De,Es,It,Pt)",SLES-01362,Le Mans 24 Hours,
"Le Mans 24 Hours (Europe) (En,Fr,De,Es,It,Pt)",SLES-01362,Le Mans 24 Hours,
Leading Jockey '99 (Japan),SLPS-01886,Leading Jockey '99,リーディングジョッキー’９９
Leading Jockey Highbred (Japan),SLPS-00348,Leading Jockey Highbred,リーディングジョッキーハイブリッド
Legacy of Kain - Soul Reaver (Europe),SLES-01301,Legacy of Kain - Soul Reaver,
Legacy of Kain - Soul Reaver (Europe),SLES-01301,Legacy of Kain - Soul Reaver,
Legacy of Kain - Soul Reaver (Europe) (Demo),SLED-02252,Legacy of Kain - Soul Reaver (Demo),
Legacy of Kain - Soul Reaver (France),SLES-02024,Legacy of Kain - Soul Reaver,
Legacy of Kain - Soul Reaver (Germany),SLES-02025,Legacy of Kain - Soul Reaver,
Legacy of Kain - Soul Reaver (Italy),SLES-02027,Legacy of Kain - Soul Reaver,
Legacy of Kain - Soul Reaver (Spain),SLES-02026,Legacy of Kain - Soul Reaver,
Legacy of Kain - Soul Reaver (USA),SLUS-00708,Legacy of Kain - Soul Reaver,
Legaia Densetsu (Japan),SCPS-10059,Legaia Densetsu,レガイア伝説
Legaia Densetsu (Japan) (Demo 1),PCPX-96130,Legaia Densetsu (Demo 1),レガイア伝説
Legaia Densetsu (Japan) (Demo 2),PAPX-90055,Legaia Densetsu (Demo),
Legend (Europe),SLES-00730,Legend,
"Legend of Dragoon, The (Europe) (Disc 1)",SCES-03043,The Legend of Dragoon (Disc 1),
"Legend of Dragoon, The (Europe) (Disc 2)",SCES-13043,The Legend of Dragoon (Disc 2),
"Legend of Dragoon, The (Europe) (Disc 3)",SCES-23043,The Legend of Dragoon (Disc 3),
"Legend of Dragoon, The (Europe) (Disc 4)",SCES-33043,The Legend of Dragoon (Disc 4),
"Legend of Dragoon, The (France) (Disc 1)",SCES-03044,The Legend of Dragoon (Disc 1),
"Legend of Dragoon, The (France) (Disc 2)",SCES-13044,The Legend of Dragoon (Disc 2),
"Legend of Dragoon, The (France) (Disc 3)",SCES-23044,The Legend of Dragoon (Disc 3),
"Legend of Dragoon, The (France) (Disc 4)",SCES-33044,The Legend of Dragoon (Disc 4),
"Legend of Dragoon, The (Germany) (Disc 1)",SCES-03045,The Legend of Dragoon (Disc 1),
"Legend of Dragoon, The (Germany) (Disc 2)",SCES-13045,The Legend of Dragoon (Disc 2),
"Legend of Dragoon, The (Germany) (Disc 3)",SCES-23045,The Legend of Dragoon (Disc 3),
"Legend of Dragoon, The (Germany) (Disc 4)",SCES-33045,The Legend of Dragoon (Disc 4),
