Scene Release,File Name,Game Title,Product Number,Redump Serial 1,Redump Serial 2,Redump Serial 3,Version,Release Date,Playable Regions,Maker ID,Hardware ID,H/W Vendor ID,Media ID,Media Information,Area Symbols,Peripherals,Boot Filename
TOSEC,Root Cause (2023-02-05)(Captain Dreamcast),ROOTCAUSE,T7451,,,,V1.000,20230502,"Japan/Asia, USA/Canada, Europe",JOSH TARI,SEGA SEGAKATANA,SEGA ENTERPRISES,7051,CD-ROM1/1,JUE,E000F10,1ST_READ.BIN
TOSEC,Run=Dim as Black Soul (2001)(Idea Factory)(JP)[cr][tr en esperknight - RafaMGam - Rolly],RUNDIM AS BLACK SOUL,T46201M,,,,V1.001,20010712,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-462,SEGA SEGAKATANA,SEGA ENTERPRISES,F2B2,GD-ROM1/1,JUE,0799810,1ST_READ.BIN
TOSEC,Run=Dim as Black Soul v1.001 (2001)(Idea Factory)(JP)[!],RUNDIM AS BLACK SOUL,T46201M,,,,V1.001,20010712,Japan/Asia,SEGA LC-T-462,SEGA SEGAKATANA,SEGA ENTERPRISES,F2B2,GD-ROM1/1,J,0799810,1ST_READ.BIN
TOSEC,Rune Caster v1.007 (2000)(Noisia)(JP)[!],RUNE CASTER,T40001M,,,,V1.007,20000710,Japan/Asia,SEGA LC-T-400,SEGA SEGAKATANA,SEGA ENTERPRISES,13D5,GD-ROM1/1,J,0799A00,1ST_READ.BIN
TOSEC,Rune Jade v1.027 (2000)(Hudson)(JP)[!][1M3],RUNE JADE,T14304M,,,,V1.027,20000712,Japan/Asia,SEGA LC-T-143,SEGA SEGAKATANA,SEGA ENTERPRISES,FBF7,GD-ROM1/1,J,2799811,0WINCEOS.BIN
TOSEC,Rush 2049 v1.000 (2000)(Midway)(PAL)[!][AKA San Francisco Rush 2049][White Label],RUSH 2049,9D-0800-50,,,,V1.000,20000807,Europe,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,4AAB,GD-ROM1/1,E,079BA10,1ST_READ.BIN
TOSEC,Sakatsuku Tokudai-gou - J.League Pro Soccer Club o Tsukurou! v1.002 (2000)(Sega)(JP)[!],SAKATUKUTOKUDAIGO,HDR-0126,,,,V1.002,20001130,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,956E,GD-ROM1/1,J,2199810,1ST_READ.BIN
TOSEC,Sakatsuku Tokudai-gou - J.League Pro Soccer Club o Tsukurou! v1.003 (2000)(Sega)(JP)[!],SAKATUKUTOKUDAIGO,HDR-0126,,,,V1.003,20001209,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,854F,GD-ROM1/1,J,2199810,1ST_READ.BIN
TOSEC,Sakatsuku Tokudai-gou 2 - J.League Pro Soccer Club o Tsukurou! v1.006 (2001)(Sega)(JP)[!],SAKATUKUTOKUDAIGO2,HDR-0183,,,,V1.006,20011111,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,36E7,GD-ROM1/1,J,2199810,1ST_READ.BIN
TOSEC,Sakura Momoko Gekijou Coji Coji v1.002 (2000)(Marvelous Entertainment)(JP)[!],COJI COJI,T40802M,,,,V1.002,20000308,Japan/Asia,SEGA LC-T-408,SEGA SEGAKATANA,SEGA ENTERPRISES,30D0,GD-ROM1/1,J,0799C10,1ST_READ.BIN
TOSEC,Sakura Taisen - Kinematron Hanagumi Mail v1.008 (2000)(Sega)(JP)[!],SAKURATAISEN KINEMATRON HANAGUMI,HDR-0136,,,,V1.008,20001129,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,5B61,GD-ROM1/1,J,2799810,1ST_READ.BIN
TOSEC,Sakura Taisen 2 v1.002 (2000)(Sega)(JP)(Disc 1 of 3)[!],SAKURA WARS 2,HDR-0082,,,,V1.002,20000819,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,4509,GD-ROM1/4,J,0799A00,1_SK2.BIN
TOSEC,Sakura Taisen 2 v1.002 (2000)(Sega)(JP)(Disc 2 of 3)[!],SAKUWA WARS 2,HDR-0082,,,,V1.002,20000819,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,4509,GD-ROM2/4,J,0799A00,1_SK2.BIN
TOSEC,Sakura Taisen 2 v1.002 (2000)(Sega)(JP)(Disc 3 of 3)[!],SAKURA WARS 2,HDR-0082,,,,V1.002,20000819,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,4509,GD-ROM3/4,J,0799A00,1_SK2.BIN
TOSEC,Sakura Taisen 2 v1.005 (2000)(Sega)(JP)(Disc 1 of 3)[!],SAKURA WARS 2,HDR-0082,,,,V1.005,20000909,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,35EE,GD-ROM5/7,J,0799A00,1_SK2.BIN
TOSEC,Sakura Taisen 2 v1.005 (2000)(Sega)(JP)(Disc 2 of 3)[!],SAKURA WARS 2,HDR-0082,,,,V1.005,20000909,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,35EE,GD-ROM6/7,J,0799A00,1_SK2.BIN
TOSEC,Sakura Taisen 2 v1.005 (2000)(Sega)(JP)(Disc 3 of 3)[!],SAKURA WARS 2,HDR-0082,,,,V1.005,20000909,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,35EE,GD-ROM7/7,J,0799A00,1_SK2.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka - Movie Disc v1.002 (2000)(Sega)(JP)[!][Sakura Taisen - Kinematron Hanagumi Mail, HDR-0136]",SAKURATAISEN3 MOVIE DISC,6108008,,,,V1.002,20001123,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3289,GD-ROM1/1,J,0019010,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka - Preview Disc v1.001 (2000)(Sega)(JP)[!][AKA Chattes Noires, Les - Sakura Taisen 2, HDR-0082 - HDR-0108]",SAKURA WARS2 / SAKURA WARS3 PREVIEWDISC,HDR-0082,,,,V1.001,20000802,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,756A,GD-ROM4/4,J,0799A00,1ST_READ.BIN
TOSEC,Sakura Taisen 3 - Paris wa Moete Iru Ka Tentou-you Demo Movie v1.000 (2001)(Sega)(JP)[!],SAKURATAISEN3 TENTOUDEMOBAN,6108022,,,,V1.000,20010125,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,26B9,GD-ROM1/1,J,0019000,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 1 of 3)[!][1M1, 1M3]",SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM1/3,J,0799A10,1ST_READ.BIN
TOSEC,Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 1 of 3)[!][3M1],SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM1/3,J,0799A10,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 1 of 3)[!][HL214D, HL215E, HL404A]",SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM1/3,J,0799A10,1ST_READ.BIN
TOSEC,Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 1 of 3)[2MM1],SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM1/3,J,0799A10,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 2 of 3)[!][2M2, 2MM1]",SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM2/3,J,0799A10,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 2 of 3)[!][3M1, 3M2]",SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM2/3,J,0799A10,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 2 of 3)[!][HL214E, HL214F, HL215F, HL301C]",SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM2/3,J,0799A10,1ST_READ.BIN
TOSEC,Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 2 of 3)[1MM1],SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM2/3,J,0799A10,1ST_READ.BIN
TOSEC,Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 3 of 3)[!][1MM1],SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM3/3,J,0799A10,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 3 of 3)[!][2M1, 2M2]",SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM3/3,J,0799A10,1ST_READ.BIN
TOSEC,Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 3 of 3)[!][3M3],SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM3/3,J,0799A10,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 - Paris wa Moete Iru Ka v1.003 (2001)(Sega)(JP)(Disc 3 of 3)[!][HL214G, HL228B]",SAKURA WARS3,HDR-0152,,,,V1.003,20010205,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,055A,GD-ROM3/3,J,0799A10,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 Drama Download Disc v1.000 (2002)(Sega)(JP)[!][2M1, 2M2, 2M3][Sakura Taisen 4, HDR-0191]",SAKURA WARS 3 DRAMA DOWNLOAD DISC,HDR-0191,,,,V1.000,20020209,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,FF03,GD-ROM1/1,J,0619810,1ST_READ.BIN
TOSEC,"Sakura Taisen 3 Drama Download Disc v1.000 (2002)(Sega)(JP)[!][HM223C, HM223F, HM223G][Sakura Taisen 4, HDR-0191]",SAKURA WARS 3 DRAMA DOWNLOAD DISC,HDR-0191,,,,V1.000,20020209,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,FF03,GD-ROM1/1,J,0619810,1ST_READ.BIN
TOSEC,"Sakura Taisen 4 - Koi Seyo Otome - Preview Disc v1.001 (2001)(Sega)(JP)[!][Sakura Taisen Online - Paris no Yuugana Hibi, HDR-0185 - HDR-0189]",SAKURA WARS 4 PREVIEW DISC,HDR-0184,,,,V1.001,20011030,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F7AB,GD-ROM1/1,J,0001800,1ST_READ.BIN
TOSEC,"Sakura Taisen 4 - Koi Seyo Otome - Preview Disc v1.001 (2001)(Sega)(JP)[!][Sakura Taisen Online - Teito no Nagai Hibi, HDR-0184 - HDR-0188]",SAKURA WARS 4 PREVIEW DISC,HDR-0184,,,,V1.001,20011030,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F7AB,GD-ROM1/1,J,0001800,1ST_READ.BIN
TOSEC,Sakura Taisen 4 - Koi Seyo Otome Tentou-you Demo Movie (2002)(Sega)(JP)[cr RDC-0006 ReviveDC][AKA Sakura Wars 4 Kiosk Demo],SAKURA WARS 4 DEMO MOVIE,6108333,,,,V1.000,20020207,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,942A,GD-ROM1/1,JUE,0019010,1ST_READ.BIN
TOSEC,Sakura Taisen 4 - Koi Seyo Otome Tentou-you Demo Movie v1.000 (2002)(Sega)(JP)[!],SAKURA WARS 4 DEMO MOVIE,6108333,,,,V1.000,20020207,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,942A,GD-ROM1/1,J,0019000,1ST_READ.BIN
TOSEC,"Sakura Taisen 4 - Koi Seyo Otome v1.003 (2002)(Sega)(JP)[!][2M1, 2M3, 2M5, 2MM1]",SAKURA WARS 4,HDR-0191,,,,V1.003,20020218,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,CF60,GD-ROM1/1,J,0799A10,1ST_READ.BIN
TOSEC,"Sakura Taisen 4 - Koi Seyo Otome v1.003 (2002)(Sega)(JP)[!][HM223A, HM302B, HM303F]",SAKURA WARS 4,HDR-0191,,,,V1.003,20020218,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,CF60,GD-ROM1/1,J,0799A10,1ST_READ.BIN
TOSEC,Sakura Taisen Dream Passport 3 v1.007 (2000)(Sega)(JP)[!],DP3SAKURA,6107996,,,,V1.007,20001126,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F890,GD-ROM1/1,J,A799D10,1ST_READ.BIN
TOSEC,"Sakura Taisen Omake Ban v1.001 (2000)(Sega)(JP)[!][Sakura Taisen, HDR-0072]",SAKURA WARS,HDR-0072,,,,V1.001,20000409,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,23DB,GD-ROM3/3,J,0799A00,1ST_READ.BIN
TOSEC,Sakura Taisen Online - Paris no Yuuga na Hibi v1.007 (2001)(Sega)(JP)[!],SAKURA TAISEN ONLINE PARI NO YUUGANA HIBI,HDR-0185,,,,V1.007,20011121,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7C4E,GD-ROM1/1,J,2799810,1ST_READ.BIN
TOSEC,Sakura Taisen Online - Teito no Nagai Hibi v1.007 (2001)(Sega)(JP)[!],SAKURA TAISEN ONLINE TEITO NO NAGAI HIBI,HDR-0184,,,,V1.007,20011121,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,976D,GD-ROM1/1,J,2799810,1ST_READ.BIN
TOSEC,Sakura Taisen v1.009 (2000)(Sega)(JP)(Disc 1 of 2)[!],SAKURA WARS,HDR-0072,,,,V1.009,20000420,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,A2D3,GD-ROM1/3,J,0799A00,1ST_READ.BIN
TOSEC,Sakura Taisen v1.009 (2000)(Sega)(JP)(Disc 2 of 2)[!],SAKURA WARS,HDR-0072,,,,V1.009,20000420,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,A2D3,GD-ROM2/3,J,0799A00,1ST_READ.BIN
TOSEC,Sakura Taisen v1.010 (2000)(Sega)(JP)(Disc 1 of 2)[!],SAKURA WARS,HDR-0072,,,,V1.010,20000501,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,00CB,GD-ROM1/3,J,0799A00,1ST_READ.BIN
TOSEC,Sakura Taisen v1.010 (2000)(Sega)(JP)(Disc 2 of 2)[!],SAKURA WARS,HDR-0072,,,,V1.010,20000501,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,00CB,GD-ROM2/3,J,0799A00,1ST_READ.BIN
TOSEC,Samba de Amigo v1.000 (2000)(Sega)(JP)[!][10MS1],SAMBA DE AMIGO,HDR-0063,,,,V1.000,20000405,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,B79C,GD-ROM1/1,J,1FFF810,1ST_READ.BIN
TOSEC,Samba de Amigo v1.000 (2000)(Sega)(JP)[!][14MM1],SAMBA DE AMIGO,HDR-0063,,,,V1.000,20000405,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,B79C,GD-ROM1/1,J,1FFF810,1ST_READ.BIN
TOSEC,Samba De Amigo v1.001 (2000)(Sega)(US)[!],SAMBA DE AMIGO,MK-51092,,,,V1.001,20000913,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,987A,GD-ROM1/1,U,1FFF810,1ST_READ.BIN
TOSEC,Samba De Amigo v1.002 (2000)(Sega)(PAL)[!],SAMBA DE AMIGO,MK-5109250,,,,V1.002,20001011,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,EA68,GD-ROM1/1,E,1FFF810,1ST_READ.BIN
TOSEC,Samba de Amigo Ver. 2000 v1.001 (2000)(Sega)(JP)[!],SAMBADEAMIGO V2,HDR-0131,,,,V1.001,20001120,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7BE3,GD-ROM1/1,J,1FFF810,1ST_READ.BIN
TOSEC,San Francisco Rush 2049 Demo CD v1.000 (2000)(Midway)(US)(M6)[!],SAN FRANCISCO RUSH 2049 RETAILER DEMO VERSION,9707ND,,,,V1.000,20000630,USA/Canada,,SEGA SEGAKATANA,SEGA ENTERPRISES,DCC6,GD-ROM1/1,U,0799A10,1ST_READ.BIN
TOSEC,San Francisco Rush 2049 v1.000 (2000-02-17)(Midway)(NTSC-PAL)(M6)(alpha)[GD-R],RUSH 2049,T9708N,,,,V1.000,20000218,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,E91A,GD-ROM1/1,JUE,0799010,1ST_READ.BIN
TOSEC,San Francisco Rush 2049 v1.000 (2000-02-17)(Midway)(NTSC-PAL)(M6)(alpha)[GD-R],RUSH 2049,T9708N,,,,V1.000,20000218,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,E91A,GD-ROM1/1,JUE,0799010,1ST_READ.BIN
TOSEC,San Francisco Rush 2049 v1.001 (2000)(Midway)(US)(M6)[!],RUSH 2049,T-9707N,,,,V1.001,20000802,USA/Canada,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,AE19,GD-ROM1/1,U,0799A10,1ST_READ.BIN
TOSEC,San Francisco Rush 2049 v1.002 (2000)(Midway)(PAL)(M6)[!],SAN FRANCISCO RUSH 2049,T-9709D-50,,,,V1.002,20000901,Europe,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,4583,GD-ROM1/1,E,0799A10,1ST_READ.BIN
TOSEC,Sangokushi VI v1.000 (1999)(KOEI)(JP)[!],SANGOKUSHI 6,T7603M,,,,V1.000,19990128,Japan/Asia,SEGA LC-T-76,SEGA SEGAKATANA,SEGA ENTERPRISES,0598,GD-ROM1/1,J,0199800,1ST_READ.BIN
TOSEC,Sangokushi VI with Power-Up Kit v1.000 (2000)(KOEI)(JP)[!],SANGOKUSHI6WITHPK,T7607M,,,,V1.000,20000228,Japan/Asia,SEGA LC-T-76,SEGA SEGAKATANA,SEGA ENTERPRISES,084C,GD-ROM1/1,J,0799800,1ST_READ.BIN
TOSEC,Sanitized (2004-12-25)(Moonhazard)(PD),GHETTO PONG,T0000,,,,V1.000,20000627,"Japan/Asia, USA/Canada, Europe",CA,SEGA SEGAKATANA,SEGA ENTERPRISES,0000,CD-ROM1/1,JUE,E000F10,1ST_READ.BIN
TOSEC,Seaman - Kindan no Pet - 2001-nen Taiouban v2.000 (2000)(Vivarium)(JP)[req. microphone],SEAMAN THE FORBIDEN PEST 2001,T39406M,,,,V2.000,20000711,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,496D,GD-ROM1/1,J,0799C10,1ST_READ.BIN
TOSEC,Seaman - Kindan no Pet v1.005 (1999)(Vivarium)(JP)[!][req. microphone],SEAMAN,T39401M,,,,V1.005,19990705,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,DEA7,GD-ROM1/1,J,0799C10,1ST_READ.BIN
TOSEC,Seaman - Kindan no Pet v2.000 (1999)(Vivarium)(JP)[!][req. microphone],SEAMAN,T39401M,,,,V2.000,19990802,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,60D0,GD-ROM1/1,J,0799C10,1ST_READ.BIN
TOSEC,Seaman Ikusei Shien Kit - Seaman Esa Disc v1.001 (2000)(Vivarium)(JP)[!][AKA Seaman Complete Kit Feed Disc],SEAMAN ESA DISK,6107804,,,,V1.001,20000703,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,3F6E,GD-ROM1/1,J,0001810,1ST_READ.BIN
TOSEC,Seaman v1.001 (2000)(Sega)(US)[!][req. microphone],SEAMAN,MK-51048,,,,V1.001,20000609,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,FFD9,GD-ROM1/1,U,0799C10,1ST_READ.BIN
TOSEC,Sega Bass Fishing (1999)(Sega)(US)[cr a-bassus AMPiSO],SEGA BASS FISHING                                                                     Ripped by,MK-51006,,,,V1.000,19990630,"Japan/Asia, USA/Canada, Europe",ECHELON,SEGA SEGAKATANA,SEGA ENTERPRISES,31BA,GD-ROM1/1,JUE,1F99A10,1ST_READ.BIN
TOSEC,Sega Bass Fishing (1999)(Sega)(US)[cr RDC-0041 ReviveDC],SEGA BASS FISHING,MK-51006,,,,V1.000,19990630,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,31BA,GD-ROM1/1,JUE,1F99A10,1ST_READ.BIN
TOSEC,Sega Bass Fishing (1999)(Sega)(US)[cr sa-bass Stone Arts],SEGA BASS FISHING,MK-51006,,,,V1.000,19990630,"Japan/Asia, USA/Canada, Europe",ECHELON,SEGA SEGAKATANA,SEGA ENTERPRISES,31BA,GD-ROM1/1,JUE,1F99A10,1ST_READ.BIN
TOSEC,Sega Bass Fishing 2 v1.080 (2001)(Sega)(US)[!],GETBASS2,MK-51166,,,,V1.080,20010727,USA/Canada,SEGA CORPORATION,SEGA SEGAKATANA,SEGA ENTERPRISES,13E5,GD-ROM1/1,U,0799B10,1ST_READ.BIN
TOSEC,Sega Bass Fishing v1.000 (1999)(Sega)(US)[!][12S],SEGA BASS FISHING,MK-51006,,,,V1.000,19990630,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,31BA,GD-ROM1/1,U,1F99A10,1ST_READ.BIN
TOSEC,Sega Bass Fishing v1.000 (1999)(Sega)(US)[!][4S],SEGA BASS FISHING,MK-51006,,,,V1.000,19990630,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,31BA,GD-ROM1/1,U,1F99A10,1ST_READ.BIN
TOSEC,Sega Bass Fishing v1.000 (1999)(Sega)(US)[!][8S],SEGA BASS FISHING,MK-51006,,,,V1.000,19990630,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,31BA,GD-ROM1/1,U,1F99A10,1ST_READ.BIN
TOSEC,Sega Bass Fishing v1.020 (1999)(Sega)(PAL)[!],SEGA BASS FISHING,MK-5100650,,,,V1.020,19990907,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,15A9,GD-ROM1/1,E,1F99A10,1ST_READ.BIN
TOSEC,Sega Dreamcast Web Browser 2.62 v2.613 (2001)(Sega)(US)[!],SEGA DREAMCAST BROWSER 2.62,MK-51142,,,,V2.613,20010423,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,8709,GD-ROM1/1,U,A799E10,1ST_READ.BIN
TOSEC,Sega Dreamcast Web Browser v1.124 (1999)(Sega)(US)[!][1S],SEGA DREAMCAST BROWSER,MK-51027,,,,V1.124,19990803,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,15C5,GD-ROM1/1,U,2799810,1ST_READ.BIN
TOSEC,"Sega Dreamcast Web Browser v1.125 (1999)(Sega)(US)[!][9H037F, 9H037I]",SEGA DREAMCAST BROWSER,MK-51027A,,,,V1.125,19990809,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,CF8F,GD-ROM1/1,U,2799810,1ST_READ.BIN
TOSEC,Sega Dreamcast Web Browser v1.125 (1999)(Sega)(US)[!][MK-51027A],SEGA DREAMCAST BROWSER,MK-51027A,,,,V1.125,19990809,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,CF8F,GD-ROM1/1,U,2799810,1ST_READ.BIN
TOSEC,Sega Extreme Sports Milka Version v0.800 (2000)(Sega)(PAL)(DE)[White Label][AKA Xtreme Sports],SEGA EXTREME SPORTS MILKA VERSION,MK-0030 50,,,,V0.800,20000419,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,420C,GD-ROM1/1,E,0799810,1ST_READ.BIN
TOSEC,"Sega Extreme Sports v0.900 (2000-07-03)(Sega)(PAL)(beta)[GD-R, Sega Extreme Sport Beta 3 label]",SEGA EXTREME SPORTS,MK-5108150,,,,V0.900,20000627,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,BCEB,GD-ROM1/1,E,0799810,1ST_READ.BIN
TOSEC,"Sega Extreme Sports v0.900 (2000-07-03)(Sega)(PAL)(beta)[GD-R, Sega Extreme Sport Beta 3 label]",SEGA EXTREME SPORTS,MK-5108150,,,,V0.900,20000627,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,BCEB,GD-ROM1/1,E,0799810,1ST_READ.BIN
TOSEC,Sega Extreme Sports v1.001 (2000)(Sega)(PAL)(M4)[!],SEGA EXTREME SPORTS,MK-5108150,,,,V1.001,20000903,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,980A,GD-ROM1/1,E,0799810,1ST_READ.BIN
TOSEC,Sega Extreme Sports v1.003 (2001)(Sega)(JP)(en)[!],SEGA EXTREME SPORTS,HDR-0146,,,,V1.003,20010523,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F6F0,GD-ROM1/1,J,0799810,1ST_READ.BIN
