File Name,Game Title,Product Number,Version,Release Date,Playable Regions,Maker ID,Hardware ID,H/W Vendor ID,Media ID,Media Information,Area Symbols,Peripherals,Boot Filename
PenPen TriIcelon v1.020 (1999)(Infogrames)(US)[!],PENPEN TRIICELON,T15105N,V1.020,19990819,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1331,GD-ROM1/1,U,0799A10,1ST_READ.BIN
PenPen TriIcelon v2.000 (1998)(General Entertainment)(JP)[!],PENPEN TRIICELON,T17001M,V2.000,19981108,Japan/Asia,SEGA LC-T-170,SEGA SEGAKATANA,SEGA ENTERPRISES,C8A8,GD-ROM1/1,J,0601A10,1ST_READ.BIN
PenPen v1.030 (1999)(Infogrames)(PAL)(M6)[!],PENPEN,T15103D 50,V1.030,19990827,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,744,GD-ROM1/1,E,0799A00,1ST_READ.BIN
"Phantasy Star Online v1.012 (2000)(Sega)(JP)(M5)[!][10M1, 10M4]",PSO,HDR-0129,V1.012,20001206,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3E0B,GD-ROM1/1,J,2799A10,1ST_READ.BIN
"Phantasy Star Online v1.012 (2000)(Sega)(JP)(M5)[!][11M1, 11M2, 11MM1]",PSO,HDR-0129,V1.012,20001206,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3E0B,GD-ROM1/1,J,2799A10,1ST_READ.BIN
"Phantasy Star Online v1.012 (2000)(Sega)(JP)(M5)[!][12M1, 12MM1]",PSO,HDR-0129,V1.012,20001206,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3E0B,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Phantasy Star Online v2.011 (2001)(Sega)(PAL)(M5)[!][req. serial],PSO,MK-5110050,V2.011,20010120,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3CC8,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Phantasy Star Online v2.011 (2001)(Sega)(US)(M5)[!][1S][req. serial],PSO,MK-51100,V2.011,20010120,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7EB9,GD-ROM1/1,U,2799A10,1ST_READ.BIN
Phantasy Star Online v2.011 (2001)(Sega)(US)(M5)[!][3S][req. serial],PSO,MK-51100,V2.011,20010120,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7EB9,GD-ROM1/1,U,2799A10,1ST_READ.BIN
Phantasy Star Online Ver. 2 v1.000 (2002)(Sega)(PAL)(M5)[!][req. serial],PSO VER.2,MK-5119350,V1.000,20020110,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F940,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Phantasy Star Online Ver. 2 v1.004 (2001)(Sega)(US)(M5)[!][2S][req. serial],PSO VER.2,MK-51193,V1.004,20010828,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,FBB5,GD-ROM1/1,U,2799A10,1ST_READ.BIN
Phantasy Star Online Ver. 2 v1.014 (2001)(Sega)(JP)(M5)[!],PSO VER.2,HDR-0163,V1.014,20010520,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1C60,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Pia Carrot He Youkoso!! 2.5 v1.001 (2001)(NEC InterChannel)(JP)(Disc 2 of 2)[!][Pia Carrot He Youkoso!! 2.2],WELCOME TO PIACARROT2.5,T20109M,V1.001,20010515,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,4295,GD-ROM2/2,J,199810,1ST_READ.BIN
Pia Carrot He Youkoso!! 2.5 v1.002 (2001)(NEC InterChannel)(JP)(Disc 1 of 2)[!][Pia Carrot He Youkoso!! 2],WELCOME TO PIACARROT2.5,T20109M,V1.002,20010514,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,72F6,GD-ROM1/2,J,199810,1ST_READ.BIN
Pia Carrot He Youkoso!! 3 v1.004 (2003)(NEC InterChannel)(JP)[!][AKA Welcome to Pia Carrot!! 3],WELCOME TO PIACARROT 3,T20122M,V1.004,20030303,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,CEAE,GD-ROM1/1,J,199810,1ST_READ.BIN
Pizzicato Polka - Ensa Genya v1.001 (2004)(KID)(JP)[!],PIZZICATO POLKA,T19724M,V1.001,20040423,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,93BB,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Planet Ring v1.005 (2000)(Sega)(PAL)(M5)[!][online only],PLANET RING,MK-5112550,V1.005,20001030,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,8000000000,GD-ROM1/1,E,2799C10,1ST_READ.BIN
Plasma Sword - Nightmare of Bilstein v1.001 (2000)(Capcom)(US)[!],PLASMA SWORD,T1207N,V1.001,20000308,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4B59,GD-ROM1/1,U,01BBA00,1ST_READ.BIN
Plasma Sword - Nightmare of Bilstein v1.001 (2000)(Virgin)(PAL)[!],PLASMA SWORD,T7005D  50,V1.001,20000711,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,2D56,GD-ROM1/1,E,01BBA00,1ST_READ.BIN
Plus Plumb v1.073 (1999)(Takuyo)(JP)[!],PLUS PLUMB,T37901M,V1.073,19990824,Japan/Asia,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,8C6E,GD-ROM1/1,J,619811,0WINCEOS.BIN
Pocke-Kano - Yumi - Shizuka - Fumio v1.004 (2000)(Datam Polystar)(JP)[!],POCKEKANO,T19501M,V1.004,20000429,Japan/Asia,SEGA LC-T-195,SEGA SEGAKATANA,SEGA ENTERPRISES,C63C,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
POD - Speedzone v1.002 (2000)(Ubi Soft)(US)[!],POD SPEEDZONE,T-17713N,V1.002,20001116,USA/Canada,177,SEGA SEGAKATANA,SEGA ENTERPRISES,5046,GD-ROM1/1,U,2799A10,1ST_READ.BIN
POD 2 - Multiplayer Online v1.004 (2000)(Ubi Soft)(PAL)[!],POD 2,T-17710D50,V1.004,20001117,Europe,177,SEGA SEGAKATANA,SEGA ENTERPRISES,2CA6,GD-ROM1/1,E,2199A10,1ST_READ.BIN
Pop'n Music 2 v1.001 (1999)(Konami)(JP)[!],POPN MUSIC 2,T9590M,V1.001,19990722,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,2292,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"Pop'n Music 3 - Append Disc v1.000 (1999)(Konami)(JP)[!][addon, req. Pop'n Music 2]",POPN MUSIC 3 APPEND DISC,T9591M,V1.000,19991126,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,31C6,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"Pop'n Music 4 - Append Disc v1.000 (2000)(Konami)(JP)[!][addon, req. Pop'n Music 2]",POPN MUSIC 4 APPEND DISC,T9592M,V1.000,20000713,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,3459,GD-ROM1/1,J,07BBA10,1ST_READ.BIN
Pop'n Music v1.200 (1998)(Konami)(JP)[!],POPNMUSIC,T9501M,V1.200,19981214,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,119F,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Power Jet Racing 2001 v1.002 (2001)(CRI)(JP)[!],POWER JET RACING 2001,T6806M,V1.002,20010209,Japan/Asia,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,658B,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Power Smash 2 v1.004 (2001)(Sega)(JP)(M5)[!],POWER SMASH 2,HDR-0177,V1.004,20011023,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,DCFB,GD-ROM1/1,J,07BBA10,1ST_READ.BIN
Power Smash v1.002 (2000)(Sega)(JP)[!],POWER SMASH,HDR-0113,V1.002,20001006,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,536D,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Power Stone 2 v1.000 (2000)(Capcom)(US)[!],POWER STONE 2 USA,T1211N,V1.000,20000428,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1525,GD-ROM1/1,U,27BBA10,1ST_READ.BIN
Power Stone 2 v1.000 (2000)(Eidos)(PAL)[!],POWER STONE 2 PAL,T36812D 50,V1.000,20000815,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,768,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Power Stone 2 v2.000 (2000)(Capcom)(JP)[!],POWER STONE 2,T1218M,V2.000,20000404,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,9BD0,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Power Stone v1.000 (1999)(Eidos)(PAL)[!],POWER STONE,T36801D 50,V1.000,19990813,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,7CE7,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Power Stone v1.001 (1999)(Capcom)(US)[!][T-1201N],POWER STONE,T1201N,V1.001,19990805,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4067,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Power Stone v1.020 (1999)(Capcom)(JP)[!][1MB1],POWERSTONE,T1201M,V1.020,19990128,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EDE,GD-ROM1/1,J,0019A10,1ST_READ.BIN
"Power Stone v1.020 (1999)(Capcom)(JP)[!][2MB1, 2MM1]",POWERSTONE,T1201M,V1.020,19990128,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EDE,GD-ROM1/1,J,0019A10,1ST_READ.BIN
Prince of Persia - Arabian Nights v1.001 (2000)(Mattel)(US)[!],ARABIAN NIGHTS - PRINCE OF PERSIA,T41405N,V1.001,20001025,USA/Canada,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,ED57,GD-ROM1/1,U,07BF810,1ST_READ.BIN
Princess Holiday - Korogaru Ringotei Sen'ya Ichiya v1.001 (2003)(Alchemist)(JP)[!],PRINCESS HOLIDAY,T47106M,V1.001,20030422,Japan/Asia,SEGA LC-T-471,SEGA SEGAKATANA,SEGA ENTERPRISES,6FCB,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Princess Maker Collection v1.004 (2001)(GeneX)(JP)[!],PRINCESS MAKER COLLECTION,T44801M,V1.004,20010616,Japan/Asia,SEGA LC-T-448,SEGA SEGAKATANA,SEGA ENTERPRISES,D549,GD-ROM1/1,J,619811,0WINCEOS.BIN
"Prism Heart - Ken ni Kometa Omoi v1.001 (2001)(KID)(JP)[!][Gaiden Disc][Prism Heart Shokai Genteiban, T-19711M]",PRISM HEART,T19711M,V1.001,20011017,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,1F2A,GD-ROM1/1,J,799810,1ST_READ.BIN
Prism Heart v1.001 (2001)(KID)(JP)[!],PRISM HEART,T19712M,V1.001,20011017,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,67D0,GD-ROM1/1,J,799810,1ST_READ.BIN
Prismaticallization v1.001 (2000)(Arc System Works)(JP)[!],PRISMATICALLIZATION,T22002M,V1.001,20000627,Japan/Asia,SEGA LC-T-220,SEGA SEGAKATANA,SEGA ENTERPRISES,2B40,GD-ROM1/1,J,199810,1ST_READ.BIN
Pro Mahjong Kiwame D v1.004 (2000)(Athena)(JP)[!],PRO MAHJONG KIWAME D,T16801M,V1.004,20000221,Japan/Asia,SEGA LC-T-168,SEGA SEGAKATANA,SEGA ENTERPRISES,16C5,GD-ROM1/1,J,799810,1ST_READ.BIN
Pro Pinball - Trilogy v1.100 (2001)(Empire)(PAL)[!],PRO PINBALL TRILOGY,T30701D 50,V1.100,20010411,Europe,SEGA LC-T-307,SEGA SEGAKATANA,SEGA ENTERPRISES,8100,GD-ROM1/1,E,0799A10,1PINBALL.BIN
Pro Yakyuu Team de Asobou Net! v1.008 (2000)(Sega)(JP)[!][10M1],PROYAKYU TEAM DE ASOBOU NET,HDR-0091,V1.008,20000718,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,A642,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Pro Yakyuu Team de Asobou! v1.005 (1999)(Sega)(JP)[!],PROYAKYUU TEAM DE ASOBOU,HDR-0027,V1.005,19991126,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,85B6,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Pro Yakyuu Team o Tsukurou! & Asobou! v1.003 (2001)(Sega)(JP)[!],PUROYAKYUU TIMU WO TUKUROU AND ASOBOU,HDR-0173,V1.003,20010723,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,30F3,GD-ROM1/1,J,2799A10,1ST_READ.BIN
"Pro Yakyuu Team o Tsukurou! v1.007 (1999)(Sega)(JP)[!][20M2, 20M11, 20MM1]",PUROYAKYUU TEAM WO TSUKUROU,HDR-0022,V1.007,19990721,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F18A,GD-ROM1/1,J,2799810,1ST_READ.BIN
Pro Yakyuu Team o Tsukurou! v1.014 (2000)(Sega)(JP)[!],PUROYAKYUU TEAM WO TSUKUROU,HDR-0022,V1.014,20000215,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F18A,GD-ROM1/1,J,2799810,1ST_READ.BIN
Project Justice - Rival Schools 2 v1.001 (2000)(Virgin)(PAL)[!],PROJECT JUSTICE,T7022D  50,V1.001,20001214,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,AFDB,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Project Justice v1.001 (2001)(Capcom)(US)[!],PROJECT JUSTICE,T1219N,V1.001,20010126,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1EAC,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Psychic Force 2012 v1.000 (1999)(Acclaim)(PAL)[!],PSYCHIC FORCE 2012,T-8106D-50,V1.000,19991027,Europe,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,1AF8,GD-ROM1/1,E,0199A00,1ST_READ.BIN
Psychic Force 2012 v1.002 (1999)(Taito)(JP)[!],PSYCHIC FORCE 2012,T1101M,V1.002,19990120,Japan/Asia,SEGA LC-T-11,SEGA SEGAKATANA,SEGA ENTERPRISES,855D,GD-ROM1/1,J,0199A00,1ST_READ.BIN
Psychic Force 2012 v1.010 (1999)(Taito)(US)[!],PSYCHIC FORCE 2012,T-31101N,V1.010,19991012,USA/Canada,T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,3761,GD-ROM1/1,U,799810,1ST_READ.BIN
Psyvariar 2 - The Will to Fabricate v1.001 (2004)(Success)(JP)(en)[!],PSYVARIAR2 THE WILL TO FABRICATE,T9907M,V1.001,20040116,Japan/Asia,SEGA LC-T-99,SEGA SEGAKATANA,SEGA ENTERPRISES,722E,GD-ROM1/1,J,063BA10,1ST_READ.BIN
Puyo Puyo 4 v1.005 (1999)(Sega)(JP)[!][AKA Puyo Puyo~n],PUYOPUYO4,HDR-0014,V1.005,19990210,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ACD,GD-ROM1/1,J,061BA10,1ST_READ.BIN
Puyo Puyo DA! - Featuring ELLENA System v1.003 (1999)(Compile)(JP)[!],PUYOPUYODA FEATURING ELLENA SYSTEM,T6601M,V1.003,19991110,Japan/Asia,SEGA LC-T-66,SEGA SEGAKATANA,SEGA ENTERPRISES,9DED,GD-ROM1/1,J,01BB810,1ST_READ.BIN
Puyo Puyo Fever v1.005 (2004)(Sega)(JP)(en-ja)[!],PUYOPUYO FEVER,HDR-0216,V1.005,20040121,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,2CBC,GD-ROM1/1,J,0019A10,1ST_READ.BIN
Puzzle Bobble 4 v1.000 (2000)(Cyberfront - Taito)(JP)[!],PUZZLE BOBBLE4,T42301M,V1.000,20000131,Japan/Asia,SEGA LC-T-423,SEGA SEGAKATANA,SEGA ENTERPRISES,5A55,GD-ROM1/1,J,0799A11,0WINCEOS.BIN
Q-bert v1.003 (2000)(Majesco)(US)[!],QBERT,T40403N,V1.003,20001121,USA/Canada,SEGA LC-T-404,SEGA SEGAKATANA,SEGA ENTERPRISES,4780,GD-ROM1/1,U,0199A01,0WINCEOS.BIN
Quake III Arena v0.800 (2000)(Sega)(US)[!],QUAKE III ARENA,MK-51061,V0.800,20001004,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F05E,GD-ROM1/1,U,A799A10,1ST_READ.BIN
Quake III Arena v1.000 (2000)(Sega)(PAL)(M4)[!],QUAKE 3 ARENA,MK-5106150,V1.000,20001023,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,B1DF,GD-ROM1/1,E,A799A10,1ST_READ.BIN
Qui Veut Gagner Des Millions v1.000 (2000)(Eidos)(PAL)(FR)[!],WWTBAM,T36811D 05,V1.000,20000822,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,4E8B,GD-ROM1/1,E,199810,1ST_READ.BIN
Quiz Aa Megami-Sama - Tatakau Tsubasa to Tomoni v1.005 (2000)(Sega)(JP)[!][AKA Quiz Ah! My Goddess],QUIZ AH MY GODDESS,HDR-0105,V1.005,20001023,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1647,GD-ROM1/1,J,01BB810,1ST_READ.BIN
Racing Simulation 2 - Monaco Grand Prix On-Line v1.002 (2001)(Swing! - Ubi Soft)(PAL)[!],MONACO GRAND PRIX RACING SIMULATION 2 ON-LINE,T-45006D50,V1.002,20010605,Europe,T-45006D50,SEGA SEGAKATANA,SEGA ENTERPRISES,E3DF,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Radirgy v1.002 (2005)(Milestone)(JP)[!],RADIRGY,T47802M,V1.002,20051225,Japan/Asia,SEGA LC-T-478,SEGA SEGAKATANA,SEGA ENTERPRISES,40D6,GD-ROM1/1,J,0199A10,1ST_READ.BIN
Railroad Tycoon II - Gold Edition v1.004 (2000)(GOD)(US)[!],RAILROAD TYCOON II DREAMCAST EDITION,T41902N,V1.004,20000721,USA/Canada,SEGA LC-T-419,SEGA SEGAKATANA,SEGA ENTERPRISES,DFDB,GD-ROM1/1,U,A799811,0WINCEOS.BIN
Railroad Tycoon II v1.002 (2000)(Take 2)(PAL)(M3)[!],RAILROAD TYCOON II DREAMCAST EDITION,T40505D 50,V1.002,20001013,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,3586,GD-ROM1/1,E,A799811,0WINCEOS.BIN
Rainbow Cotton v1.009 (1999)(Success)(JP)[!],RAINBOW COTTON,T9901M,V1.009,19991201,Japan/Asia,SEGA LC-T-99,SEGA SEGAKATANA,SEGA ENTERPRISES,F818,GD-ROM1/1,J,619810,1ST_READ.BIN
Rayman - Kaizoku-sen Kara no Dasshutsu! v1.009 (2000)(Sega - Ubi Soft)(JP)[!],RAYMAN THE GREAT ESCAPE,T17703M,V1.009,20000229,Japan/Asia,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,DDE8,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Rayman 2 - The Great Escape v1.002 (2000)(Ubi Soft)(PAL)(M5)[!],RAYMAN 2 THE GREAT ESCAPE,17707D,V1.002,20000222,Europe,177,SEGA SEGAKATANA,SEGA ENTERPRISES,CB62,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Rayman 2 - The Great Escape v1.003 (2000)(Ubi Soft)(US)(M5)[!],RAYMAN 2 THE GREAT ESCAPE,17707N,V1.003,20000222,USA/Canada,177,SEGA SEGAKATANA,SEGA ENTERPRISES,D97E,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Razor Freestyle Scooter v1.000 (2001)(Crave)(US)[!],RAZOR FREESTYLE SCOOTER,T40219N,V1.000,20010626,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,F9C0,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Ready 2 Rumble Boxing Round 2 v1.001 (2000)(Midway)(PAL)(M3)[!],READY 2 RUMBLE BOXING ROUND 2,T9711D  50,V1.001,20001003,Europe,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,E4C9,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Ready 2 Rumble Boxing Round 2 v1.001 (2000)(Midway)(US)(M3)[!],READY 2 RUMBLE BOXING ROUND 2,T9717N,V1.001,20000926,USA/Canada,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,AFBB,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Ready 2 Rumble Boxing v1.000 (1999)(Midway)(PAL)(M3)[!],READY 2 RUMBLE BOXING,T9704D  50,V1.000,19990909,Europe,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,BF2A,GD-ROM1/1,E,0001A10,1ST_READ.BIN
Ready 2 Rumble Boxing v1.000 (1999)(Midway)(PAL)(UK)[!],READY 2 RUMBLE BOXING,T9704D  05,V1.000,19990909,Europe,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,8E+33,GD-ROM1/1,E,0001A10,1ST_READ.BIN
Ready 2 Rumble Boxing v1.000 (1999)(Midway)(US)[!][2S],READY 2 RUMBLE BOXING,T9704N,V1.000,19990726,USA/Canada,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,FF66,GD-ROM1/1,U,0019A10,1ST_READ.BIN
Ready 2 Rumble Boxing v1.000 (1999)(Midway)(US)[!][8S],READY 2 RUMBLE BOXING,T9704N,V1.000,19990726,USA/Canada,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,FF66,GD-ROM1/1,U,0019A10,1ST_READ.BIN
Ready 2 Rumble Boxing v1.000 (1999)(Midway)(US)[!][9I043B],READY 2 RUMBLE BOXING,T9704N,V1.000,19990726,USA/Canada,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,FF66,GD-ROM1/1,U,0019A10,1ST_READ.BIN
Ready 2 Rumble Boxing v1.001 (1999)(Sega)(JP)[!],READY 2 RUMBLE BOXING,HDR-0051,V1.001,19991214,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,D015,GD-ROM1/1,J,07BBA10,1ST_READ.BIN
Record of Lodoss War - The Advent of Cardice v1.001 (2000)(ESP - Kadokawa Shoten)(JP)[!][AKA Lodoss-tou Senki - Jashin Kourin],RECODE OF LODOSS WAR,T27903M,V1.001,20000508,Japan/Asia,SEGA LC-T-279,SEGA SEGAKATANA,SEGA ENTERPRISES,3BF4,GD-ROM1/1,J,0799A10,1NOSDC.BIN
Record of Lodoss War v1.000 (2000)(ESP - Swing!)(PAL)(DE)[!],RECODE OF LODOSS WAR,T7012D  18,V1.000,20001006,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,EC9F,GD-ROM1/1,E,0799A10,1NOSDC.BIN
Record of Lodoss War v1.000 (2000)(ESP - Swing!)(PAL)(FR)[!],RECORD OF LODOSS WAR,T7012D  09,V1.000,20001107,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,132D,GD-ROM1/1,E,0799A10,1NOSDC.BIN
Record of Lodoss War v1.001 (2000)(ESP - Swing!)(PAL)[!],RECORD OF LODOSS WAR,T7012D  05,V1.001,20001109,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,5167,GD-ROM1/1,E,0799A10,1NOSDC.BIN
Record of Lodoss War v1.001 (2001)(Crave)(US)[!],RECORD OF LODOSS WAR,T40218N,V1.001,20010111,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,31A8,GD-ROM1/1,U,0799A10,1NOSDC.BIN
Red Dog - Superior Firepower v1.002 (2000)(Crave)(US)(M3)[!],RED DOG SUPERIOR FIREPOWER,T40215N,V1.002,20001011,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,2A4B,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Red Dog - Superior Firepower v1.520 (2000)(Sega)(PAL)(M4)[!],RED DOG SUPERIOR FIREPOWER,MK-5102151,V1.520,20000421,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,2919,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redline Racer v1.001 (1999)(Imagineer)(JP)[!],REDLINE RACER,T15002M,V1.001,19990319,Japan/Asia,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,B863,GD-ROM1/1,J,799810,1ST_READ.BIN
Reel Fishing - Wild v1.001 (2001)(Natsume - Victor)(US)[!],REELFISHINGWILD,T44303N,V1.001,20010530,USA/Canada,SEGA LC-T-443,SEGA SEGAKATANA,SEGA ENTERPRISES,506F,GD-ROM1/1,U,1699A00,1ST_READ.BIN
Ren'ai Chu! - Happy Perfect v1.004 (2003)(GoodNavigate)(JP)[!],RENAICHU,T47602M,V1.004,20031026,Japan/Asia,SEGA LC-T-476,SEGA SEGAKATANA,SEGA ENTERPRISES,A421,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Rent a Hero No. 1 v1.009 (2000)(Sega)(JP)[!],RENT A HERO NO.1,HDR-0074,V1.009,20000508,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F85B,GD-ROM1/1,J,0799A10,1RENTA.BIN
Resident Evil - Code Veronica v1.000 (2000)(Capcom)(US)(Disc 1 of 2)[!],RESIDENT EVIL CODE VERONICA,T1204N,V1.000,20000223,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,5EE7,GD-ROM1/2,U,0799A10,1ST_READ.BIN
Resident Evil - Code Veronica v1.000 (2000)(Capcom)(US)(Disc 2 of 2)[!],RESIDENT EVIL CODE VERONICA,T1204N,V1.000,20000223,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,5EE7,GD-ROM2/2,U,0799A10,1ST_READ.BIN
Resident Evil - Code Veronica v1.000 (2000)(Eidos - Proein)(PAL)(ES)(Disc 1 of 2)[!],RESIDENT EVIL CODE VERONICA,T36806D 06,V1.000,20000429,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,BCC1,GD-ROM1/2,E,0799A00,1ST_READ.BIN
