File Name,Game Title,Product Number,Version,Release Date,Playable Regions,Maker ID,Hardware ID,H/W Vendor ID,Media ID,Media Information,Area Symbols,Peripherals,Boot Filename
GK - Giant Killers v1.400 (2001)(AAA Game)(PAL)[!],GIANT KILLERS,T45401D 50,V1.400,20010330,Europe,SEGA LC-T-454,SEGA SEGAKATANA,SEGA ENTERPRISES,5BE4,GD-ROM1/1,E,799801,0WINCEOS.BIN
Godzilla Generations Maximum Impact v1.004 (1999)(Sega)(JP)(en)[!],GODZILLA GENERATIONS MAXIMUM IMPACT,HDR-0047,V1.004,19991129,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,B57D,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"Godzilla Generations v1.001 (1998)(Sega)(JP)[!][1M5, 1MM1]",GODZILLA GENERATIONS,HDR-0004,V1.001,19981105,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,65A9,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"Godzilla Generations v1.001 (1998)(Sega)(JP)[!][2MB3, 2MB5, 2MM1]",GODZILLA GENERATIONS,HDR-0004,V1.001,19981105,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,65A9,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Golem no Maigo v1.008 (2000)(Caramelpot)(JP)[!][AKA The Lost Golem],THE LOST GOLEM,T41501M,V1.008,20000126,Japan/Asia,SEGA LC-T-415,SEGA SEGAKATANA,SEGA ENTERPRISES,D995,GD-ROM1/1,J,2799810,1ST_READ.BIN
Golf Shiyouyo - Course Data Shuu Adventure-Hen v1.005 (2000)(Softmax)(JP)[!],GOLF SHIYOUYO - COURSES DATA - ADVENTURE EDITION,T40904M,V1.005,20000630,Japan/Asia,SEGA LC-T-409,SEGA SEGAKATANA,SEGA ENTERPRISES,F4A0,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Golf Shiyouyo 2 - Aratanaru Chousen v1.006 (2000)(Softmax)(JP)[!],GOLF SHIYOUYO 2,T44501M,V1.006,20001229,Japan/Asia,SEGA LC-T-445,SEGA SEGAKATANA,SEGA ENTERPRISES,BE9F,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Golf Shiyouyo v2.000 (1999)(Bottom Up)(JP)[!],GOLF SHIYOUYO,T40901M,V2.000,19991115,Japan/Asia,SEGA LC-T-409,SEGA SEGAKATANA,SEGA ENTERPRISES,C3D9,GD-ROM1/1,J,2799A00,1ST_READ.BIN
Golf Shiyouyo v3.000 (2000)(Softmax)(JP)[!],GOLF_SHIYOUYO,T40901M,V3.000,20000604,Japan/Asia,SEGA LC-T-409,SEGA SEGAKATANA,SEGA ENTERPRISES,6988,GD-ROM1/1,J,2799A00,1ST_READ.BIN
Grand Theft Auto 2 v1.002 (2000)(Rockstar)(US)[!],GRAND THEFT AUTO 2,T42102N,V1.002,20000425,USA/Canada,SEGA LC-T-421,SEGA SEGAKATANA,SEGA ENTERPRISES,39E4,GD-ROM1/1,U,799810,1ST_READ.BIN
Grand Theft Auto 2 v1.003 (2000)(Take 2)(PAL)(M5)[!],GRAND THEFT AUTO 2,T40502D 93,V1.003,20000702,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,C52F,GD-ROM1/1,E,799810,1ST_READ.BIN
Grandia II v1.000 (2000)(Ubi Soft)(PAL)[!],GRANDIA2,T17715D,V1.000,20001207,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,9B4E,GD-ROM1/1,E,199810,1ST_READ.BIN
Grandia II v1.001 (2000)(Game Arts)(JP)[!][1M2],GRANDIA2,T4503M,V1.001,20000613,Japan/Asia,SEGA LC-T-45,SEGA SEGAKATANA,SEGA ENTERPRISES,7B3F,GD-ROM1/1,J,199810,1ST_READ.BIN
"Grandia II v1.001 (2000)(Game Arts)(JP)[!][5M1, 5M2, 5M4]",GRANDIA2,T4503M,V1.001,20000613,Japan/Asia,SEGA LC-T-45,SEGA SEGAKATANA,SEGA ENTERPRISES,7B3F,GD-ROM1/1,J,199810,1ST_READ.BIN
Grandia II v1.001 (2000)(Ubi Soft)(US)[!],GRANDIA2,T17716N,V1.001,20001105,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,6754,GD-ROM1/1,U,199810,1ST_READ.BIN
"Grinch, The v1.001 (2000)(Konami)(US)[!]",THE GRINCH,T9512N,V1.001,20001101,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,57D8,GD-ROM1/1,U,0799A10,1ST_READ.BIN
"Grinch, The v1.003 (2000)(Konami)(PAL)(M5)[!]",THE GRINCH,T9503D,V1.003,20001124,Europe,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,33B1,GD-ROM1/1,E,0799A10,1ST_READ.BIN
GTA 2 - Grand Theft Auto 2 v1.000 (2000)(Take 2)(PAL)(FR)(M5)[!][parent code WFUSDFCF],GRAND THEFT AUTO 2,T40502D 09,V1.000,20000716,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,5F0B,GD-ROM1/1,E,799810,1ST_READ.BIN
Guilty Gear X v2.000 (2000)(Sammy)(JP)(en)[!],GUILTY GEAR X,T-2402M,V2.000,20001113,Japan/Asia,SEGA LC-T-24,SEGA SEGAKATANA,SEGA ENTERPRISES,C146,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Gunbird 2 v1.000 (2000)(Capcom)(US)[!],GUNBIRD2,T1214N,V1.000,20000322,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1B84,GD-ROM1/1,U,01BBA00,1ST_READ.BIN
Gunbird 2 v1.000 (2000)(Virgin)(PAL)[!],GUNBIRD2,T7018D  50,V1.000,20001122,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,6D1D,GD-ROM1/1,E,01BBA00,1ST_READ.BIN
Gunbird 2 v1.002 (2000)(Capcom)(JP)(en)[!],GUNBIRD2,T1213M,V1.002,20000112,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4B77,GD-ROM1/1,J,21BBA00,1ST_READ.BIN
Gundam - Side Story 0079 - Rise from the Ashes - - Colony no Ochita Chi de... v1.003 (1999)(Bandai)(JP)[!][2M1],GUNDAM SIDE STORY 0079  RISE FROM THE ASHES,T13302M,V1.003,19990725,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,5CE3,GD-ROM1/1,J,0799A10,0GND01.BIN
Gundam - Side Story 0079 - Rise from the Ashes - Colony no Ochita Chi de... Tokubetsuban v1.000 (1999)(Bandai)(JP)[!][Bandai the Best],GUNDAM SIDE STORY 0079  +VS RX-78-2 GUNDAM,T13303M,V1.000,19991104,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,B4C9,GD-ROM1/1,J,0799A10,0GND01.BIN
"Gundam - Side Story 0079 - Rise from the Ashes - Colony no Ochita Chi de... v1.003 (1999)(Bandai)(JP)[!][1M3, 1M5, 1M7]",GUNDAM SIDE STORY 0079  RISE FROM THE ASHES,T13302M,V1.003,19990725,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,5CE3,GD-ROM1/1,J,0799A10,0GND01.BIN
Gundam - Side Story 0079 - Rise from the Ashes - Premium Disc v1.000 (1999)(Bandai)(JP)[!],GUNDAM SIDE STORY 0079  PREMIUM DISC,6107160,V1.000,19990913,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,6B53,GD-ROM1/1,J,0799A10,0GND01.BIN
Gundam - Side Story 0079 - Rise from the Ashes v1.003 (2000)(Bandai)(US)[!],GUNDAM SIDE STORY 0079  RISE FROM THE ASHES,T13301N,V1.003,20000112,USA/Canada,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,95D6,GD-ROM1/1,U,0799A10,0GND01.BIN
"Gundam Battle Online v1.006 (2001)(Bandai)(JP)[!][2M1, 2M3, 2M4]",GUNDAM BATTLE ONLINE,T13304M,V1.006,20010611,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,FDB2,GD-ROM1/1,J,2799810,1ST_READ.BIN
Gunspike v1.001 (2000)(Capcom)(JP)[!],GUNSPIKE,T1219M,V1.001,20001017,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,6656,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Guru Guru Onsen 2 v1.005 (2001)(Sega)(JP)[!],GURUGURU ONSEN 2,HDR-0168,V1.005,20010717,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3BCB,GD-ROM1/1,J,2799810,1ST_READ.BIN
Guru Guru Onsen 3 v1.002 (2002)(Sega)(JP)[!],GURU GURU ONSEN 3,HDR-0195,V1.002,20020219,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,43AE,GD-ROM1/1,J,2799810,1ST_READ.BIN
Hanagumi Taisen Columns 2 v1.000 (1999)(Sega)(JP)[!],HANAGUMI TAISEN COLUMNS 2,HDR-0046,V1.000,19991209,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1EDA,GD-ROM1/1,J,2001A00,1ST_READ.BIN
Happy Breeding v1.000 (2002)(Princess Soft)(JP)[!],HAPPY BREEDING,T46512M,V1.000,20021215,Japan/Asia,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,5314,GD-ROM1/1,J,199810,1ST_READ.BIN
Happy Lesson v1.002 (2001)(Datam Polystar)(JP)[!],HAPPY LESSON,T19503M,V1.002,20010320,Japan/Asia,SEGA LC-T-195,SEGA SEGAKATANA,SEGA ENTERPRISES,0649,GD-ROM1/1,J,199811,0WINCEOS.BIN
Harusame Youbi v1.004 (2001)(NEC InterChannel)(JP)[!],HARUSAME YOUBI,T20106M,V1.004,20010220,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,9903,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Headhunter v1.006 (2001)(Sega)(PAL)(M4)(Disc 1 of 2)[!],HEADHUNTER - SEGA - AMUZE - 2001,MK-5104150,V1.006,20011116,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,0F93,GD-ROM1/2,E,0799A10,1ST_READ.BIN
Headhunter v1.006 (2001)(Sega)(PAL)(M4)(Disc 2 of 2)[!],HEADHUNTER - SEGA - AMUZE - 2001,MK-5104150,V1.006,20011116,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,0F93,GD-ROM2/2,E,0799A10,1ST_READ.BIN
Heavy Metal - Geomatrix v1.000 (2001)(Bigben)(PAL)[!],HEAVY METAL GEOMATRIX,T46602D 50,V1.000,20010807,Europe,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,F8BB,GD-ROM1/1,E,0039A00,1ST_READ.BIN
Heavy Metal - Geomatrix v1.001 (2001)(Capcom)(US)[!],HEAVY METAL GEOMATRIX,T1223N,V1.001,20010730,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,CC4B,GD-ROM1/1,U,2039A10,1ST_READ.BIN
Heavy Metal - Geomatrix v2.001 (2001)(Capcom)(JP)[!],HEAVY METAL GEOMATRIX,T1246M,V2.001,20010605,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,DBA9,GD-ROM1/1,J,2039A10,1ST_READ.BIN
Heisei Mahjong Sou v1.012 (2000)(Micronet)(JP)[!],HEISEI MAJANSOU,T2202M,V1.012,20000920,Japan/Asia,SEGA LC-T-22,SEGA SEGAKATANA,SEGA ENTERPRISES,DD75,GD-ROM1/1,J,2799C10,1ST_READ.BIN
Hello Kitty - Lovely Fruit Park v1.004 (1999)(Sega)(JP)[!],HELLO KITTY LOVELY FRUIT PARK,HDR-0055,V1.004,19991101,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1C5F,GD-ROM1/1,J,619811,0WINCEOS.BIN
Hello Kitty - Magical Block v1.001 (2000)(Sega)(JP)[!],HELLO KITTY MAGICAL BLOCK,HDR-0070,V1.001,20000301,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,E5BC,GD-ROM1/1,J,619811,0WINCEOS.BIN
Hello Kitty - Waku Waku Cookies v1.002 (2000)(Sega)(JP)[!],HELLO KITTY WAKUWAKU COOKIES,HDR-0090,V1.002,20000708,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,EC2B,GD-ROM1/1,J,19811,0WINCEOS.BIN
Hello Kitty no Garden Panic v1.000 (1999)(Sega)(JP)[!],KITTY GP,6107381,V1.000,19991021,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,5186,GD-ROM1/1,J,0199A11,0WINCEOS.BIN
Hidden & Dangerous v1.001 (2000)(Take 2)(PAL)(M4)[!],HIDDEN AND DANGEROUS,T40503D 50,V1.001,20000808,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,F411,GD-ROM1/1,E,A799A01,0WINCEOS.BIN
Hidden & Dangerous v1.100 (2000)(Take 2)(US)[!],HIDDEN AND DANGEROUS,T-40502-N,V1.100,20000720,USA/Canada,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,7CD6,GD-ROM1/1,U,A799A01,0WINCEOS.BIN
Himitsu - Yui ga Ita Natsu v1.003 (2001)(Star-Fish)(JP)[!],HIMITSU YUIGAITANATSU,T46101M,V1.003,20010614,Japan/Asia,SEGA LC-T-461,SEGA SEGAKATANA,SEGA ENTERPRISES,1D55,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Historical Mystery Adventure Troia 1186 B.C. v1.002 (1999)(Hitachi - TBS)(JP)[!],SEKAI FUSHIGI HAKKEN TROIA,T39701M,V1.002,19990603,Japan/Asia,SEGA LC-T-397,SEGA SEGAKATANA,SEGA ENTERPRISES,61E5,GD-ROM1/1,J,799811,0WINCEOS.BIN
"House of the Dead 2, The v1.000 (1999)(Sega)(PAL)[!]",THE HOUSE OF THE DEAD 2,MK-5100250,V1.000,19990819,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,EF24,GD-ROM1/1,E,4799A10,1ST_READ.BIN
"House of the Dead 2, The v1.001 (1999)(Sega)(US)[!][12S]",THE HOUSE OF THE DEAD 2,MK-51002,V1.001,19990728,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,BD74,GD-ROM1/1,U,4799A10,1ST_READ.BIN
"House of the Dead 2, The v1.001 (1999)(Sega)(US)[!][13S]",THE HOUSE OF THE DEAD 2,MK-51002,V1.001,19990728,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,BD74,GD-ROM1/1,U,4799A10,1ST_READ.BIN
"House of the Dead 2, The v1.007 (1999)(Sega)(JP)[!][1M4, 1M5, 1MB4]",THE HOUSE OF THE DEAD 2,HDR-0007,V1.007,19990302,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,282B,GD-ROM1/1,J,47BBA10,1ST_READ.BIN
"House of the Dead 2, The v1.007 (1999)(Sega)(JP)[!][2MB2]",THE HOUSE OF THE DEAD 2,HDR-0007,V1.007,19990302,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,282B,GD-ROM1/1,J,47BBA10,1ST_READ.BIN
"House of the Dead 2, The v1.009 (1999)(Sega)(JP)[!]",THE HOUSE OF THE DEAD 2,HDR-0007,V1.009,19990312,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,C9E5,GD-ROM1/1,J,47BBA10,1ST_READ.BIN
"House of the Dead 2, The v1.011 (1999)(Sega)(JP)[!]",THE HOUSE OF THE DEAD 2,HDR-0007,V1.011,19990823,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7BDC,GD-ROM1/1,J,47BBA10,1ST_READ.BIN
Hoyle Casino v1.001 (2000)(Sierra)(US)[!],HOYLE CASINO,T11008N 00,V1.001,20000904,USA/Canada,SEGA LC-T-110,SEGA SEGAKATANA,SEGA ENTERPRISES,FCFB,GD-ROM1/1,U,0799A01,0WINCEOS.BIN
Hundred Swords @barai Ban v1.000 (2000)(Sega)(JP)[!],HUNDRED SWORDS KEY VERSION,HDR-0127,V1.000,20001228,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,5E0F,GD-ROM1/1,J,2799B11,0WINCEOS.BIN
Hundred Swords v1.005 (2000)(Sega)(JP)[!],HUNDRED SWORDS,HDR-0124,V1.005,20001228,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,23EE,GD-ROM1/1,J,2799B11,0WINCEOS.BIN
Hydro Thunder v1.002 (1999)(Midway)(US)[!],HYDRO THUNDER,T-9702N,V1.002,19990909,USA/Canada,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,1774,GD-ROM1/1,U,0799A00,1ST_READ.BIN
Hydro Thunder v1.009 (1999)(Midway)(PAL)[!],HYDRO THUNDER,T-9702D-50,V1.009,19991004,Europe,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,2E9C,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Hydro Thunder v1.020 (1999)(Midway)(US)[!],HYDRO THUNDER,T-9702N,V1.020,19991004,USA/Canada,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,5154,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Idol Janshi o Tsukucchaou v1.003 (1999)(Jaleco)(JP)[!],IDOL JANSHI WO TSUKUTTYAOU,T5703M,V1.003,19990811,Japan/Asia,SEGA LC-T-57,SEGA SEGAKATANA,SEGA ENTERPRISES,0343,GD-ROM1/1,J,199800,1ST_READ.BIN
Ikaruga v1.002 (2002)(ESP)(JP)[!],IKARUGA,T38706M,V1.002,20020715,Japan/Asia,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,3339,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
Illbleed v1.000 (2002)(Crazy Games - K&W Entertainment)(JP)(zh)[!][Taiwan release],ILLBLEED,T45601M 11,V1.000,20010723,Japan/Asia,SEGA LC-T-456,SEGA SEGAKATANA,SEGA ENTERPRISES,9FE0,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Illbleed v1.002 (2001)(AIA)(US)[!],ILLBLEED,T46001N,V1.002,20010321,USA/Canada,SEGA LC-T-460,SEGA SEGAKATANA,SEGA ENTERPRISES,F9D8,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Illbleed v1.003 (2001)(Crazy Games)(JP)[!],ILLBLEED,T45601M,V1.003,20010306,Japan/Asia,SEGA LC-T-456,SEGA SEGAKATANA,SEGA ENTERPRISES,5AFE,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Imperial no Taka - Fighter of Zero v1.004 (2000)(Global A Entertainment)(JP)[!],FIGHTER OF ZERO,T43501M,V1.004,20000523,Japan/Asia,SEGA LC-T-435,SEGA SEGAKATANA,SEGA ENTERPRISES,EEDB,GD-ROM1/1,J,0799B00,1ST_READ.BIN
Incoming - Jinrui Saishuu Kessen v1.001 (1998)(Imagineer)(JP)[!][AKA Incoming - Humanity Last Battle],INCOMING,T15001M,V1.001,19981223,Japan/Asia,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,D0B8,GD-ROM1/1,J,799800,1ST_READ.BIN
Incoming - Jinrui Saishuu Kessen v2.000 (1998)(Imagineer)(JP)[!][AKA Incoming - Humanity Last Battle],INCOMING,T15001M,V2.000,19981223,Japan/Asia,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,D0B8,GD-ROM1/1,J,799800,1ST_READ.BIN
Incoming v1.000 (1999)(Interplay)(US)[!],INCOMING,T12503N,V1.000,19991105,USA/Canada,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,F10C,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Incoming v1.002 (1999)(Rage)(PAL)(M5)[!],INCOMING,T40701D-50,V1.002,19990906,Europe,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,B034,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Industrial Spy - Operation Espionage v1.001 (2000)(UFO)(US)[!],I - SPY,T41302N,V1.001,20000208,USA/Canada,SEGA LC-T-413,SEGA SEGAKATANA,SEGA ENTERPRISES,0EE2,GD-ROM1/1,U,0019A10,1ST_READ.BIN
Inoue Ryouko - Last Scene v1.003 (2001)(Datam Polystar)(JP)[!],RYOKO INOUE LAST SCENE,T19506M,V1.003,20011003,Japan/Asia,SEGA LC-T-195,SEGA SEGAKATANA,SEGA ENTERPRISES,9F66,GD-ROM1/1,J,199810,1ST_READ.BIN
Inoue Ryouko - Roommate v1.000 (2001)(Datam Polystar)(JP)[!],RYOKO INOUE - ROOMMATE -,T19505M,V1.000,20010520,Japan/Asia,SEGA LC-T-195,SEGA SEGAKATANA,SEGA ENTERPRISES,D7FF,GD-ROM1/1,J,199810,1ST_READ.BIN
Interlude v1.003 (2003)(NEC InterChannel)(JP)[!],INTERLUDE,T20117M,V1.003,20030215,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,32D8,GD-ROM1/1,J,799810,1ST_READ.BIN
Iris v1.000 (2003)(KID)(JP)[!],IRIS,T19722M,V1.000,20030623,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,726E,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Iron Aces v1.000 (2000)(Infogrames - XICAT Interactive)(US)[!],IRON ACES,T15129N,V1.000,20001204,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,8070,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Iron Aces v1.000 (2001)(THQ - Xicat Interactive)(PAL)[!],IRON ACES,T44904D 50,V1.000,20010109,Europe,SEGA LC-T-449,SEGA SEGAKATANA,SEGA ENTERPRISES,3EDF,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Izumo v1.002 (2003)(Symbio Planning)(JP)[!],IZUMO,T46902M,V1.002,20030616,Japan/Asia,SEGA LC-T-469,SEGA SEGAKATANA,SEGA ENTERPRISES,7ED4,GD-ROM1/1,J,799800,1ST_READ.BIN
J.League Pro Soccer Club o Tsukurou! v1.006 (1999)(Sega)(JP)[!][1M1],JLEAGUE PRO SOCCER CLUB MAKER,HDR-0028,V1.006,19990912,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7ED4,GD-ROM1/1,J,2199810,1ST_READ.BIN
J.League Pro Soccer Club o Tsukurou! v1.006 (1999)(Sega)(JP)[!][3M3],JLEAGUE PRO SOCCER CLUB MAKER,HDR-0028,V1.006,19990912,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7ED4,GD-ROM1/1,J,2199810,1ST_READ.BIN
J.League Pro Soccer Club o Tsukurou! v1.008 (1999)(Sega)(JP)[!],JLEAGUE PRO SOCCER CLUB MAKER,HDR-0028,V1.008,19990921,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,9F1A,GD-ROM1/1,J,2199810,1ST_READ.BIN
J.League Spectacle Soccer v1.012 (2001)(Sega)(JP)[!],J-LEAGUE SPECTACLE SOCCER,HDR-0154,V1.012,20011219,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7CC2,GD-ROM1/1,J,799810,1ST_READ.BIN
Jah-Mong v1.001 (2000)(Visit)(JP)[!],JAH-MONG,T-43401M,V1.001,20000701,Japan/Asia,SEGA LT-T-434,SEGA SEGAKATANA,SEGA ENTERPRISES,CD54,GD-ROM1/1,J,199410,1ST_READ.BIN
Jeremy McGrath Supercross 2000 v1.001 (2000)(Acclaim)(US)[!][1S],JEREMY MCGRATH SUPERCROSS 2000,T-8104N,V1.001,20000705,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,22E9,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Jeremy McGrath Supercross 2000 v1.001 (2000)(Acclaim)(US)[!][2S],JEREMY MCGRATH SUPERCROSS 2000,T-8104N,V1.001,20000705,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,22E9,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Jeremy McGrath Supercross 2000 v1.004 (2000)(Acclaim)(PAL)(M3)[!],JEREMY MCGRATH SUPERCROSS 2000,T8114D  50,V1.004,20000803,Europe,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,1F56,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Jet Coaster Dream 2 v1.003 (2000)(Bimboosoft)(JP)[!],JETCOASTER DREAM2,T41201M,V1.003,20000920,Japan/Asia,SEGA LC-T-412,SEGA SEGAKATANA,SEGA ENTERPRISES,A2F6,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Jet Coaster Dream v1.001 (1999)(Bimboosoft - Bottom Up)(JP)[!],JETCOASTER DREAM,T40902M,V1.001,19991022,Japan/Asia,SEGA LC-T-409,SEGA SEGAKATANA,SEGA ENTERPRISES,45D0,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Jet Grind Radio v1.005 (2000)(Sega)(US)[!],JET GRIND RADIO,MK-51058,V1.005,20001002,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,D018,GD-ROM1/1,U,2799A10,1ST_READ.BIN
Jet Set Radio v1.002 (2000)(Sega)(PAL)(M4)[!],JET SET RADIO,MK-5105850,V1.002,20001019,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,E28E,GD-ROM1/1,E,2799A10,1ST_READ.BIN
"Jet Set Radio v1.006 (2000)(Sega)(JP)[!][6M2, 6M4, 6M5]",JET SET RADIO,HDR-0078,V1.006,20000601,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,BCA4,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Jet Set Radio v1.006 (2000)(Sega)(JP)[!][7MM1],JET SET RADIO,HDR-0078,V1.006,20000601,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,BCA4,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Jikkyou Powerful Pro Yakyuu - Dreamcast Edition v1.003 (2000)(Konami)(JP)[!],JIKKYO PAWAFURU PUROYAKYU DREAMCAST EDITION,T9507M,V1.003,20000302,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,44A2,GD-ROM1/1,J,0799A00,1ST_READ.BIN
Jimmy White's 2 - Cueball v1.100 (1999)(Virgin)(PAL)[!],JIMMY WHITE'S 2 CUEBALL,T7001D  50,V1.100,19991103,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,0793,GD-ROM1/1,E,799801,0WINCEOS.BIN
